iso,Country Name,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
CHL,Chile,0.886640726,0.889923954,0.88537794,0.89122276,0.893491124,0.88119213,0.875622172,0.872068584,0.870833333,0.86673729,0.868393782,0.867545639,0.86266137,0.861867704,0.858,0.854388422,0.856404392,0.849955157,0.849164468,0.850949094,0.840982218,0.840980881,0.83938776,0.835857372,0.83465775,0.830355762,0.82549392,0.823525019,0.815847395,0.804292929,0.79570922,0.789095981,0.787267739,0.793516133,0.790028353,0.783856516,0.783692415,0.778304218,0.77011533,0.763130077,0.758986919,0.760906935,0.762536443,0.754098099,0.741327684,0.732690644,0.724654868,0.73596444,0.726321839,0.702706701,0.697532134,0.701575949,0.688968096,0.6700135,0.67979207,0.663952381,0.672331144,0.683758661,0.675482257,0.633370686,0.603522527,0.592181245,0.563371943,0.562971459,0.558722917,0.577762942,0.565394897,0.543113264,0.563268322,0.549256704,0.522028374,0.506175747,0.510194175,0.500859749,0.513613537,0.475979159,0.468140525,0.48646337,0.444693666,0.459062927,0.467497465,0.464404643,0.445467151,0.468139478,0.441309677,0.459020249,0.439413619,0.426052057,0.407285758,0.40546189,0.37006331,0.375768132,0.35809645,0.361690623,0.423575004,0.450696705,0.394057821,0.398138407,0.404819975,0.46695501,0.440731159,0.487520772,0.484982006,0.437828437,0.425981215,0.423790269,0.441707748,0.457226041,0.40183702,0.404045693,0.431669569,0.481807589,0.523621255,0.447217698,0.378907003,0.351791506,0.32706474,0.331715539,0.301875458,0.25630396,0.259022284,0.251804088,0.268374347,0.227128522,0.1972498,0.1611976,0.1522715,0.175692464,0.127262209,0.104367406,0.063454277,0.094229047,0.124349326,0.171891268,0.186544162,0.180401898,0.2050806,0.2543544,0.3321468,0.371177027,0.3910613,0.319710858,0.261904911,0.1334893,0.068985594,0.07161575,0.03715749,0.001326335,0.01202104,0.03192738,0.06686413,0.02690776,0.01601667,0.3071688,0.1845242,0.2174649,0.2618386,0.1835849,0.142658,0.09658519,0.1085046,0.07266885,0.1566597,0.1858176,0.2157463,0.1742252,0.2044083,0.191733,0.1453459,0.1198799,0.101459,0.09673425,0.08381671,0.089902,0.1017018,0.08503003,0.07069215,0.06715488,0.0667954,0.07681923,0.06828033,0.07664669,0.07794014,0.07837152,0.07264087,0.05924809,0.04888224,0.05030991,0.05651002,0.03059518,0.025819,0.02199758,0.01622577,0.01300253,0.015187615,0.01700917,0.01112995,0.01064533,0.01059842
CHN,China,0.755873753,0.756622053,0.75737035,0.75811865,0.758866953,0.759615254,0.760363554,0.761111854,0.761860154,0.76260845,0.763356754,0.764105054,0.76485335,0.765601654,0.766349954,0.767098254,0.767846554,0.768594854,0.769343154,0.770091454,0.770839754,0.771588054,0.77233635,0.773084654,0.773832955,0.774581255,0.77532955,0.776077855,0.776826155,0.777574455,0.778322755,0.778118321,0.777913887,0.777709453,0.77750502,0.777300586,0.777096152,0.776891718,0.77668728,0.77648285,0.776278417,0.776073983,0.775869549,0.775665115,0.775460681,0.775256247,0.775051814,0.77484738,0.774642946,0.774438512,0.774234078,0.773100141,0.771966204,0.770832267,0.76969833,0.768564393,0.767430456,0.766296519,0.765162582,0.764028645,0.762894708,0.761760771,0.760626834,0.759492897,0.75835896,0.757225023,0.756091086,0.754957149,0.746536542,0.738115936,0.729695329,0.730658214,0.731621098,0.732583983,0.733546868,0.734509753,0.735472637,0.73643552,0.737398407,0.738361292,0.739324176,0.742561219,0.745798262,0.749035305,0.752272348,0.755509392,0.758746435,0.761983478,0.765220521,0.768457564,0.77169461,0.77493165,0.763619289,0.752306928,0.753354804,0.754402679,0.755450554,0.756498429,0.757546305,0.75859418,0.759642055,0.76068993,0.761737806,0.762785681,0.763833556,0.764881431,0.765929307,0.766977182,0.768025057,0.769072932,0.768399578,0.768980823,0.764872681,0.794677442,0.792497676,0.776686982,0.765220333,0.773721735,0.782238595,0.787286586,0.792334578,0.797382569,0.80243056,0.807478552,0.8125265,0.8175745,0.8226225,0.827670517,0.832718509,0.8377665,0.842814492,0.636,0.605,0.572,0.589,0.543,0.495,0.471,0.458,0.461,0.471,0.568,0.518,0.542,0.544,0.551,0.526,0.536,0.561,0.531,0.491,0.461,0.438,0.406,0.398,0.374,0.295,0.21,0.223,0.157,0.066,0.129,0.093,0.055,0.032,0.025,0.043,0.069,0.096,0.02,0.002,0.157,0.239,0.45,0.645,0.6771327,0.5486789,0.4537832,0.4458156,0.4248045,0.3333302,0.297182,0.2765321,0.2533569,0.3089008,0.2378074,0.236217033,0.2064218,0.2094838,0.1913381,0.1882467,0.1678891,0.1630717,0.1278062,0.09923153,0.0739322,0.06161436,0.05953936,0.05398173
COL,Colombia,0.897968491,0.898356628,0.89874476,0.8991329,0.899521038,0.899909174,0.900297311,0.900685448,0.901073584,0.90146172,0.901849858,0.902237994,0.90262613,0.903014268,0.903402404,0.903790541,0.904178678,0.904566814,0.904954951,0.905343087,0.905731224,0.906119361,0.9065075,0.906895634,0.907283771,0.907671907,0.90806004,0.908448181,0.908836317,0.909224454,0.909612591,0.907313809,0.905015028,0.902716246,0.900417465,0.898118683,0.895819902,0.89352112,0.89122234,0.888923557,0.886624776,0.883677181,0.880729586,0.877781992,0.874834397,0.871886803,0.868939208,0.865991613,0.863044019,0.860096424,0.857148829,0.856529086,0.856054217,0.855518905,0.854773869,0.854172989,0.853333333,0.852662765,0.85173913,0.85097899,0.849965278,0.84890577,0.848008731,0.84685745,0.845659948,0.84464,0.843352237,0.844941806,0.846342097,0.848028614,0.849762541,0.8509375,0.851818312,0.852941962,0.853772439,0.854824919,0.855847571,0.85660016,0.857561983,0.858256671,0.858935718,0.85980939,0.860432484,0.861251472,0.861825104,0.862375622,0.859909131,0.849009014,0.840215031,0.832048821,0.82289366,0.815638118,0.808032751,0.801887949,0.79717636,0.790134467,0.781591615,0.775857527,0.765952192,0.748292255,0.734191043,0.723102902,0.708709283,0.695200085,0.683717631,0.683984675,0.661889519,0.641371141,0.625763862,0.622714487,0.627540705,0.631703916,0.613925222,0.595533936,0.605312746,0.566810125,0.548429042,0.543991826,0.52053633,0.504044555,0.502727428,0.503379946,0.51021808,0.516179926,0.4967873,0.4852819,0.4563036,0.447463496,0.442162944,0.426799067,0.413919082,0.427017133,0.427582382,0.429492549,0.429138429,0.440467692,0.4548107,0.475866,0.490464,0.486470512,0.4869398,0.428119689,0.36127572,0.4110794,0.445116086,0.3820283,0.3701776,0.3009942,0.3475962,0.3249581,0.3158213,0.3483722,0.2805705,0.2676709,0.2366768,0.3424953,0.2432076,0.2742745,0.2323265,0.2541731,0.09557514,0.3285874,0.3478821,0.1671212,0.1680009,0.1682722,0.1729187,0.1581102,0.1567435,0.1921351,0.1262853,0.158677,0.1917661,0.1109021,0.1239673,0.1384702,0.1372756,0.1580337,0.1823505,0.1162663,0.1079124,0.09765451,0.119519,0.1065598,0.09069599,0.07607315,0.101710713,0.1073018,0.07495904,0.0705233,0.06284606,0.05561715,0.056902,0.05002833,0.3583168,0.1801618,0.1498399,0.1368674,0.04850203
COM,Comoros,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,1,0.968305138,0.784577756,0.787092243,0.748381128,0.703665136,0.718454912,0.869046991,0.843138512,0.99582601,0.997258382,0.998621985,1,1,1,1,1,1,1,1,1,1,1,1,0.988963793,0.979412286,0.97300075,0.944815272,0.957158139,0.974084149,0.990638229,1,1,1,1,1,0.984449493,1,1,0.96036902,0.91153389,0.898227968,0.912380358,0.8959655,0.8648458,0.825798,0.817128033,0.814078564,0.805144528,0.754054054,0.738543046,0.734415584,0.728248408,0.71475,0.712804878,0.708503,0.7048246,0.7056,0.695977654,0.6770492,0.682727273,0.659010417,0.5921684,0.572885572,0.5826456,0.5531132,0.5478802,0.5597309,0.5655435,0.5476793,0.5412398,0.5426959,0.5245777,0.5229635,0.507671,0.5178147,0.5349464,0.5336991,0.5069291,0.4998713,0.4610587,0.475158,0.4431464,0.4344836,0.437912,0.4069515,0.4377844,0.4746807,0.5319849,0.5171948,0.5831321,0.5921286,0.6147573,0.6527013,0.6205357,0.6537829,0.6626081,0.6650579,0.6533516,0.6222878,0.7517332,0.6226481,0.7551155,0.3346546,0.4148336,0.401052844,0.392791,0.378036744,0.354372,0.335455733,0.317268644,0.294781111,0.3674431,0.5500522,0.5595473,0.5529914,0.5501145,0.5500522
COG,Congo,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,1,0.968305138,0.784577756,0.787092243,0.748381128,0.703665136,0.718454912,0.869046991,0.843138512,0.99582601,0.997258382,0.998621985,1,1,1,1,1,1,1,1,1,1,1,1,0.988963793,0.979412286,0.97300075,0.944815272,0.957158139,0.974084149,0.990638229,1,1,1,1,1,0.984449493,1,1,1,0.999072241,0.984488497,1,1,1,0.9787355,0.968459858,0.964845629,0.954257012,0.893704601,0.887150298,0.880789474,0.874626437,0.868517475,0.862347898,0.8564398,0.8505851,0.8448438,0.840356063,0.8369852,0.834065427,0.831397483,0.8287123,0.825888493,0.8232217,0.8152768,0.80683,0.7991295,0.7911031,0.783038,0.7629024,0.757608,0.7065949,0.7208356,0.735256,0.7295882,0.7713644,0.7597972,0.7298404,0.6997333,0.5089597,0.5463034,0.5048562,0.4699904,0.3781528,0.5005475,0.5234845,0.5405088,0.5337817,0.6894172,0.6441645,0.7467684,0.7143469,0.6573738,0.6058281,0.5650947,0.5798763,0.7877536,0.5541137,0.579434,0.5023187,0.6282038,0.5750465,0.5629052,0.5136543,0.512999017,0.4734963,0.37305035,0.360496,0.289513917,0.3564488,0.4775329,0.3781636,0.4229566,0.4083797,0.3673728,0.5273001,0.628509
CRI,Costa Rica,0.996996816,0.999171684,0.99940224,0.99949171,1,0.999926792,1,1,0.999986909,0.99987182,0.999774449,1,0.99906862,0.998709912,0.998286487,0.998110356,0.99858237,0.998289598,0.99907685,1,1,0.999397191,0.99882977,0.999724597,1,0.99983545,1,1,1,1,1,0.995139832,0.997771744,0.999422698,1,0.999062481,1,1,0.99936726,1,0.997778205,0.996817428,1,1,1,1,1,1,1,0.997626156,1,1,0.99913245,1,1,0.998012142,0.996293697,0.99973947,0.999286366,0.995070465,1,1,1,1,0.992045045,1,0.996757724,1,1,0.999882324,0.983972718,0.976699038,0.989618451,1,0.997257898,0.969763288,0.982644521,0.98265642,0.96963501,0.977836806,0.986630127,0.969920681,0.977834107,0.963812437,0.957674053,0.947410962,0.937823992,0.931100758,0.930275201,0.91462222,0.90877881,0.906304481,0.903435272,0.916846987,0.930193407,0.929637785,0.901808027,0.885266623,0.889586577,0.864921493,0.818452381,0.83,0.807674419,0.834318182,0.804666667,0.81173913,0.789574468,0.816489362,0.808541667,0.825408163,0.8182,0.826568627,0.851730769,0.812641509,0.849166667,0.834272727,0.822410714,0.789741379,0.777881356,0.779262295,0.795967742,0.767301587,0.808076923,0.81280303,0.8455882,0.8200714,0.7966197,0.752945206,0.743733333,0.739415584,0.764186851,0.76603352,0.740928726,0.705265902,0.714637827,0.68997093,0.7128265,0.6976169,0.6697574,0.670666667,0.6655048,0.618581342,0.583866171,0.5476669,0.608854167,0.5249664,0.5760403,0.5314978,0.4794872,0.4349733,0.334519,0.2727884,0.3013896,0.3564952,0.4394166,0.4996486,0.4267692,0.3943786,0.3444349,0.2944912,0.3133319,0.3804051,0.3791195,0.3836779,0.3322746,0.274793,0.2249133,0.18211,0.2039784,0.1791813,0.1525865,0.1773942,0.1531119,0.1287747,0.1080252,0.1227428,0.1357606,0.1128927,0.09343671,0.1076418,0.1105368,0.08110631,0.07429356,0.0727014,0.07765866,0.06336024,0.06305425,0.04240026,0.05156284,0.0557428,0.04009282,0.04270847,0.04271188,0.04047764,0.03869364,0.04179633,0.03931858,0.03031891,0.03008218
HRV,Croatia,1,1,1,1,1,1,1,1,0.995626816,0.98905572,0.992670125,0.998109442,1,1,0.996623539,0.999438761,1,0.996047494,0.99526282,0.997624407,1,0.998407025,0.99987504,1,1,1,1,1,1,1,1,1,1,1,1,0.999191673,1,1,1,1,1,0.993724088,0.997641588,0.97793135,0.962078342,1,1,0.980859179,0.954219488,0.972902995,0.96214414,0.95883861,0.95553308,0.952227551,0.948922021,0.945616492,0.942310962,0.939005433,0.935699903,0.932394374,0.929088844,0.925783315,0.922477785,0.919172256,0.915866726,0.912561197,0.909255667,0.905950137,0.902644608,0.899339078,0.896033549,0.892730292,0.889427036,0.88612378,0.882820523,0.879517267,0.87621401,0.87291075,0.869607498,0.866304241,0.863000985,0.856063289,0.849125593,0.842187897,0.835250201,0.828312505,0.821374809,0.814437113,0.807499417,0.800561721,0.79362403,0.793432646,0.793241267,0.793049887,0.794143529,0.79523717,0.796330812,0.797424453,0.798518094,0.799611736,0.800705377,0.796735863,0.791351425,0.77804796,0.757829997,0.745379364,0.725619931,0.737924501,0.71218056,0.698978603,0.711140539,0.72731773,0.768057602,0.761809493,0.753076541,0.76377174,0.720721939,0.718839441,0.6906601,0.671482409,0.674449253,0.677416097,0.68038294,0.683349784,0.6863166,0.6892835,0.6922503,0.695217158,0.609934542,0.563796279,0.605082095,0.590142487,0.640801133,0.598502304,0.553020356,0.459264409,0.4884156,0.3955274,0.4202006,0.418784714,0.4205401,0.348294287,0.293528739,0.2064406,0.04395965,0.1799782,0.02959577,0.0327863,0.1199881,0.02029279,0.1067776,0.007625712,0.006757396,0.003766234,0.001436646,0.001233843,0.000968269,0.000706182,0.000712808,0.000525114,0.00025097,0.000125256,0.000498527,0.000756037,0.03056056,0.02611036,0.06715116,0.05430419,0.008653698,0.001999775,0.000675381,0.001028736,0.004647968,0.003804892,0.00287992,0.000982786,0.00098821,0.00040261,0.000363657,0.01378921,0.009092922,0.009475686,0.00463438,0.003980615,0.004346979,0.003327982,0.003185226,0.005457021,0.006307328,0.005162137,0.005759919,0.06987912,0.06746436,0.06733037,0.0574522,0.04997124,0.04997124,0.03998892,0.03741155
CYP,Cyprus,0.002458932,0.002453369,0.00244781,0.00244222,0.002436632,0.002430998,0.002425363,0.002419737,0.002414085,0.00240842,0.002402762,0.002397074,0.00239139,0.002385693,0.002379975,0.002374249,0.002368475,0.002362722,0.002356978,0.002351205,0.002345438,0.002339659,0.00233386,0.002328064,0.002322244,0.002316418,0.00231061,0.002304762,0.002298923,0.002293061,0.002287201,0.002281336,0.002275447,0.002269569,0.002263664,0.002257741,0.002251807,0.002245882,0.00223996,0.002234034,0.002228084,0.002222147,0.002216184,0.002210213,0.002204253,0.002198242,0.002192255,0.002186275,0.002180272,0.002174282,0.002168267,0.002158015,0.002147722,0.002137495,0.002127239,0.002117035,0.002106824,0.002096641,0.002086443,0.002076253,0.002066076,0.002055917,0.002045759,0.002035635,0.002025468,0.002015362,0.002005213,0.001995156,0.001985037,0.001974963,0.001964874,0.001954789,0.001944705,0.001934635,0.001924576,0.001914546,0.001904487,0.0018945,0.001884442,0.001874438,0.001864393,0.001854401,0.001844394,0.001834398,0.001824402,0.001814409,0.001804424,0.001794466,0.001784495,0.001774548,0.00176457,0.001754633,0.001744654,0.001734726,0.001737341,0.001739188,0.001740347,0.001740722,0.001740113,0.001714887,0.001689747,0.001664648,0.001639583,0.001614584,0.001576243,0.001521399,0.001461442,0.001473087,0.001454782,0.00136551,0.001411163,0.00142635,0.001428819,0.00142227,0.001383303,0.001357605,0.001288287,0.001260984,0.001241993,0.001244891,0.001186707,0.00118482,0.001191237,0.001054084,0.001175731,0.001214453,0.001128343,0.001096181,0.001043658,0.001081487,0.001012146,0.00059761,0.000393701,0.000194175,0.000382409,0.000188679,9.33E-05,9.16E-05,0.000268817,0.000529101,8.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZE,Czech Republic,0.894688537,0.891635758,0.88858298,0.8855302,0.882477423,0.879424644,0.876371866,0.873319087,0.870266309,0.86721353,0.864160752,0.861107974,0.8580552,0.855002417,0.851949638,0.84889686,0.845844082,0.842791303,0.839738525,0.836685746,0.833632968,0.830580189,0.82752741,0.824474633,0.821421854,0.818369076,0.8153163,0.812263519,0.80921074,0.806157962,0.803105184,0.802350114,0.801595043,0.800839973,0.800084903,0.799329833,0.798574763,0.797819693,0.79706462,0.796309553,0.795554483,0.794799413,0.794044343,0.793289273,0.792534203,0.791779133,0.791024062,0.790268992,0.789513922,0.788758852,0.788003782,0.782094188,0.776184594,0.770275001,0.764365407,0.758455813,0.752546219,0.746636625,0.740727031,0.734817437,0.728907843,0.722998249,0.717088655,0.711179061,0.705269468,0.699359874,0.69345028,0.687540686,0.681631092,0.675721498,0.669811904,0.662447454,0.655083003,0.647718553,0.640354103,0.632989653,0.625625202,0.61826075,0.610896302,0.603531851,0.596167401,0.587662106,0.57915681,0.570651514,0.562146219,0.553640923,0.545135628,0.536630332,0.528125037,0.519619741,0.51111445,0.503043872,0.494973299,0.486902726,0.493952703,0.50100268,0.508052656,0.515102633,0.52215261,0.529202587,0.536252563,0.498266766,0.519196073,0.484588503,0.440309386,0.391309923,0.398410657,0.368375703,0.333777075,0.325742465,0.342757818,0.361096512,0.382740067,0.405795581,0.426663957,0.433032313,0.395969054,0.34703112,0.343815022,0.340598924,0.337382825,0.334166727,0.330950628,0.32773453,0.3245184,0.3213023,0.3180862,0.314870136,0.311654038,0.288053697,0.258347339,0.232972681,0.202768493,0.185512688,0.153164353,0.111074632,0.07967856,0.05098999,0.024047,0.002495062,0.001278468,0.000844894,0.000743243,0.000667287,0.000575776,0.00357983,0.000290372,0.00027453,0.000233479,0.000596513,0.001230219,0.000748092,0.000365038,0.000176554,0.000110265,1.99E-05,4.95E-05,9.84E-06,4.90E-06,9.75E-06,1.94E-05,0.000296174,7.28E-05,9.70E-06,9.70E-06,4.85E-06,0,0,0,0,0,8.73E-05,0,0.000308409,0.001264614,0.002133062,0.002728884,0.002443957,0.001784685,0.002375977,0.001155186,0.000853685,0.000540638,0.000257088,0,0,0,0.002497542,0.002344959,0,0.002386629,0.002137773,0.001617301,0.002483849,0.002439854,0,0,0,0
DNK,Denmark,0.665367965,0.652335047,0.6501883,0.65456773,0.648692498,0.649747557,0.648566372,0.641400797,0.6388917,0.6469748,0.644611155,0.64714902,0.63704859,0.641214953,0.624540541,0.629180704,0.631044867,0.623926038,0.623734831,0.621930958,0.612483419,0.615618527,0.61674657,0.59816954,0.584437058,0.577587413,0.57255263,0.57704739,0.560261224,0.540693396,0.522588392,0.545947264,0.535557292,0.513737113,0.540912683,0.516050314,0.529193548,0.513416769,0.51337447,0.498017921,0.51459316,0.501584158,0.508473836,0.501584895,0.500488464,0.454874931,0.459511577,0.450807965,0.438031317,0.421977018,0.397934322,0.418374934,0.413501043,0.401540052,0.364099284,0.325982007,0.29282347,0.296493314,0.275952031,0.278552568,0.266878904,0.273958829,0.263306604,0.232752691,0.235724537,0.230432296,0.212666064,0.208107957,0.190817457,0.180676626,0.156364429,0.175773475,0.161207563,0.147129906,0.146506126,0.129875887,0.122005766,0.11712023,0.121045254,0.118796443,0.107916829,0.111724171,0.110987419,0.095765172,0.096294293,0.093030443,0.089467348,0.090791892,0.094809541,0.085116872,0.08069049,0.07049871,0.073753768,0.072984632,0.065578459,0.073442157,0.058733063,0.07454599,0.074800865,0.074828232,0.066135264,0.074765681,0.070914002,0.064104354,0.061931792,0.069127161,0.082762091,0.10141613,0.099667384,0.081964184,0.045213156,0.055371252,0.082840688,0.066033581,0.058353792,0.05976184,0.063311392,0.099701254,0.066613715,0.071550591,0.092750522,0.066212788,0.047847809,0.033714865,0.02428714,0.02097157,0.01711046,0.011374819,0.007346062,0.004739953,0.001018497,0.001974907,0.002607291,0.013618677,0.013680209,0.012975896,0.01526907,0.01120395,0.01463455,0.013327469,0.01142582,0.011691974,0.011426727,0.01048249,0.004851695,0.0006095,0.002021676,0.01035338,0.0192932,0.001247189,9.13E-05,0,0,0,0,7.91E-05,9.86E-06,0.000628931,0.006847571,0.006038695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00470111,0.002178051,0.002245116,0.002381613,0.004631567,0.004976406,0.006958102,0.002380587,0.001358992,0.001669975,0.004393926,0.002751722,0.002117451,0.002117451,0.002117451,0.002117451
DOM,Dominican Republic,0.333676477,0.334404365,0.33448153,0.33451147,0.334681587,0.334376337,0.334400818,0.334150497,0.334133552,0.33409509,0.334062561,0.334137926,0.33382425,0.333704393,0.333562911,0.33350406,0.333661776,0.333563951,0.333827,0.334135457,0.333886957,0.33341125,0.33322195,0.333520477,0.333612355,0.333219626,0.33327447,0.332923662,0.332569644,0.3323978,0.332030091,0.329663807,0.330535691,0.331082609,0.331273854,0.330363565,0.330673578,0.32750486,0.32632865,0.326535265,0.32550804,0.325194603,0.326232863,0.324221019,0.323163924,0.31999998,0.317636814,0.314533522,0.313554534,0.311200414,0.311940913,0.310832044,0.307036914,0.307303516,0.305219447,0.304310447,0.303786465,0.304837138,0.304698979,0.303413481,0.304916578,0.303627115,0.299526834,0.299067629,0.294295787,0.296655669,0.29316597,0.294119587,0.292620462,0.29159082,0.286951179,0.284829991,0.288597617,0.291625137,0.290568442,0.282557409,0.28631058,0.28631405,0.282520033,0.284909769,0.287471856,0.282603268,0.284908982,0.280823525,0.279035,0.27604467,0.273251339,0.271292408,0.271051868,0.266491099,0.26478852,0.264067581,0.263231587,0.267139324,0.271028035,0.270866145,0.262757461,0.257937835,0.259196529,0.252009927,0.238470343,0.254114269,0.248490724,0.225153773,0.23089563,0.2247423,0.233936643,0.233211665,0.219786999,0.221734696,0.227320213,0.237079008,0.239617381,0.233644446,0.223519803,0.219564942,0.215551254,0.228121686,0.228777052,0.226516991,0.225190717,0.191901472,0.202883663,0.196847287,0.1988176,0.2015016,0.1920153,0.198884114,0.193122777,0.176281066,0.17641309,0.180165358,0.195905259,0.239937719,0.26284421,0.284435513,0.2544342,0.2407527,0.2136785,0.232088932,0.2106701,0.197898833,0.152862728,0.1377445,0.120988609,0.1354834,0.1500764,0.1683502,0.1319674,0.1061308,0.09513905,0.09042226,0.07010276,0.1005213,0.0799167,0.04648376,0.04299652,0.03768622,0.02820843,0.03417835,0.03035808,0.02506859,0.02198023,0.02101212,0.01660525,0.04588073,0.04616562,0.06667605,0.07495412,0.1663375,0.163485,0.1378438,0.05815395,0.063124,0.07875503,0.08350497,0.08993983,0.09841019,0.1019437,0.09631553,0.08517014,0.07025869,0.09227323,0.09966472,0.1687229,0.1092336,0.09113666,0.08827194,0.08441153,0.08588453,0.07975933,0.07299363,0.07693551,0.06897834,0.05676705,0.04869629,0.04602599,0.04246823,0.04082261
