iso,Country Name,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
MYS,Malaysia,0.410627178,0.409697134,0.40876709,0.40783705,0.406907003,0.40597696,0.405046916,0.404116873,0.403186829,0.40225679,0.401326742,0.400396699,0.39946666,0.398536611,0.397606568,0.396676524,0.395746481,0.394816437,0.393886394,0.39295635,0.392026307,0.391096263,0.39016622,0.389236176,0.388306132,0.387376089,0.38644605,0.385516002,0.384585958,0.383655915,0.382725871,0.381795828,0.380865784,0.37993574,0.379005697,0.378075653,0.37714561,0.376215566,0.37528552,0.374355479,0.373425436,0.372495392,0.371565348,0.370635305,0.369705261,0.368775218,0.367845174,0.366915131,0.365985087,0.365055044,0.364125,0.362630127,0.361135254,0.359640381,0.358145508,0.356650635,0.355155762,0.35366089,0.352166017,0.350671144,0.349176271,0.347681398,0.346186525,0.344691652,0.343196779,0.341701906,0.340207033,0.33871216,0.337217287,0.335722415,0.334227542,0.332732669,0.331237796,0.329742923,0.32824805,0.326753177,0.325258304,0.32376343,0.322268558,0.320773685,0.319278812,0.317783939,0.316289067,0.314794194,0.313299321,0.311804448,0.310309575,0.308814702,0.307319829,0.305824956,0.30433008,0.30283521,0.292575663,0.256336188,0.248546036,0.242172296,0.220593196,0.208255918,0.231570363,0.172920493,0.18655902,0.197748804,0.176344467,0.18860095,0.204198095,0.165564831,0.140785953,0.155088462,0.128231857,0.087955802,0.093734812,0.105253661,0.129200745,0.122472525,0.107928229,0.136675599,0.11800279,0.148728734,0.138847683,0.101211793,0.156816278,0.166354786,0.094986989,0.119189944,0.1433929,0.1675959,0.1917988,0.216001764,0.183618652,0.116766608,0.113199365,0.131981423,0.127365026,0.129931506,0.125416622,0.130778173,0.1283225,0.1449283,0.06889907,0.172074793,0.2410714,0.200859155,0.159239357,0.1426377,0.180002736,0.1586872,0.1382698,0.1228065,0.1660342,0.2004924,0.1270944,0.1126667,0.1109475,0.1383367,0.1560654,0.1487079,0.1258523,0.1052433,0.08611386,0.07588887,0.04769326,0.03851802,0.03925975,0.03206584,0.01805351,0.01312791,0.01161865,0.03292877,0.03254451,0.03166366,0.03152053,0.03251308,0.04143869,0.04442415,0.04887362,0.05103951,0.03345155,0.03133633,0.06272863,0.0605096,0.03510124,0.02890289,0.02304502,0.01980085,0.01651795,0.01802778,0.017427577,0.01787813,0.02296764,0.02573324,0.014577863,0.008488486,0.005096806,0.002931585,0.002379087,0.001897892,0.001586272,0.001546329,0.001287052
MDV,Maldives,0.601170624,0.601003385,0.60080721,0.60059989,0.600655607,0.600315203,0.599806111,0.59956597,0.599466679,0.59941415,0.599281674,0.599153864,0.59933593,0.59934341,0.599363594,0.599721757,0.600006147,0.599941484,0.600142655,0.60042476,0.600361159,0.600578846,0.60061518,0.600769892,0.600973849,0.601293087,0.60145919,0.601553059,0.601456107,0.601636178,0.601780839,0.601759814,0.604105942,0.606198766,0.608550163,0.610593444,0.612539846,0.614908159,0.61683564,0.619019509,0.621184728,0.623335468,0.625750806,0.627855971,0.630026413,0.632039913,0.634072337,0.636038306,0.638292439,0.64045649,0.645145209,0.643794601,0.642383383,0.641071007,0.639784491,0.638184261,0.636806649,0.635327676,0.634002037,0.632508156,0.629392152,0.627098341,0.626097256,0.624802841,0.622556224,0.610222348,0.623764234,0.604336861,0.600701148,0.612661575,0.592505715,0.634716871,0.601769488,0.590981258,0.585145363,0.596640368,0.630696855,0.55688707,0.556822306,0.593261787,0.578411603,0.572086895,0.539052945,0.533535415,0.535861884,0.547272375,0.537068505,0.567769177,0.563521141,0.506197257,0.50586071,0.509094494,0.509521778,0.518307644,0.494283701,0.506762957,0.49183431,0.50002691,0.56156255,0.502446318,0.541866706,0.512978911,0.496586609,0.516970675,0.497446393,0.496053221,0.48416205,0.487053081,0.485813626,0.470919439,0.473470459,0.486029073,0.489709742,0.49720199,0.499972334,0.512407797,0.500800128,0.512817154,0.519873831,0.517648328,0.510202716,0.509947612,0.520397503,0.513992265,0.5274942,0.5429948,0.5733752,0.582391149,0.58309918,0.580121945,0.581315414,0.577832475,0.60689095,0.615151905,0.610502916,0.588406592,0.5838124,0.5866909,0.59149,0.580795672,0.5991814,0.554894519,0.585137632,0.5202353,0.573395372,0.5853715,0.5908204,0.5600218,0.5720799,0.5646513,0.5593756,0.5569611,0.5588109,0.5464389,0.5479604,0.5341137,0.5303069,0.5379183,0.503208,0.4667972,0.6278032,0.6038001,0.6038001,0.6429319,0.6108807,0.510404,0.5264284,0.4572159,0.4075551,0.3603818,0.3093983,0.2738844,0.2593679,0.2708719,0.1507934,0.06510925,0.07239083,0.09038723,0.07142462,0.06510925,0.0545712,0.0524929,0.04645388,0.0372061,0.04718461,0.0479738,0.04503599,0.04505446,0.050892903,0.04309425,0.04789922,0.04645753,0.06354337,0.04971792,0.04716308,0.03452559,0.0238071,0.02120774,0.01866319
MLI,Mali,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,1,0.968305138,0.784577756,0.787092243,0.748381128,0.703665136,0.718454912,0.869046991,0.843138512,0.99582601,0.997258382,0.998621985,1,1,1,1,1,1,1,1,1,1,1,1,0.988963793,0.979412286,0.97300075,0.944815272,0.957158139,0.974084149,0.990638229,1,1,1,1,1,0.984449493,1,1,1,0.999072241,0.984488497,1,1,0.9847783,0.9403156,0.930443327,0.926970974,0.916798009,0.85862256,0.853041744,0.847623143,0.841946077,0.836923077,0.832092852,0.82706,0.8222639,0.8173125,0.813032675,0.8108899,0.814416576,0.818029494,0.8055319,0.797874872,0.7994626,0.7931963,0.7896082,0.7843622,0.7923834,0.7801298,0.7777221,0.7704844,0.7859495,0.8005433,0.7716549,0.7375353,0.7172037,0.728774,0.6513487,0.6552604,0.6508837,0.6464357,0.636142,0.638521,0.6319099,0.6995374,0.7364099,0.7869816,0.5715313,0.7178426,0.6886381,0.6747031,0.6435836,0.6409125,0.4820129,0.4587691,0.4376689,0.4307085,0.400608,0.3705738,0.2054498,0.2222535,0.1897418,0.1757404,0.1497007,0.1382873,0.1206266,0.103830593,0.08584785,0.0639462,0.06505104,0.0677279,0.0677279,0.05864301,0.05305269,0.04975379,0.04888148,0.04696626
MLT,Malta,0.12703857,0.125679402,0.12583983,0.12495688,0.123650027,0.124289755,0.124053975,0.123900559,0.123822074,0.12326282,0.123430423,0.122889633,0.12232112,0.122243441,0.120916287,0.118284162,0.119127995,0.120218848,0.118671547,0.119451894,0.119663026,0.118508721,0.11959575,0.119324081,0.117523385,0.116017406,0.11749928,0.117369684,0.116675626,0.113836935,0.113533475,0.112378574,0.111571228,0.113546919,0.113991984,0.114450857,0.11261787,0.110389286,0.11014263,0.109687097,0.108005887,0.108721476,0.107498662,0.103893045,0.10436851,0.104753178,0.104529059,0.107674512,0.106069386,0.103898114,0.103731779,0.102665386,0.099632434,0.097555311,0.095711921,0.094214184,0.095779543,0.094559407,0.09414155,0.095905098,0.092931099,0.090925783,0.089192606,0.088545041,0.087923426,0.086844662,0.085804795,0.083825054,0.082271767,0.079515317,0.077235527,0.078892323,0.079115118,0.079366426,0.078026303,0.076585899,0.075323752,0.07450235,0.072854436,0.071378302,0.071790086,0.07341605,0.072512667,0.071743449,0.072576084,0.071615631,0.069467872,0.068015816,0.06958383,0.067729328,0.06615929,0.065170369,0.063114248,0.062809782,0.065808984,0.066511295,0.065995628,0.069048493,0.071950252,0.069616174,0.065938035,0.068314901,0.062982739,0.064570006,0.06299783,0.06167367,0.060631937,0.058923555,0.054716267,0.054282657,0.054447667,0.053714045,0.053172947,0.052023657,0.050526046,0.04714565,0.051318509,0.049488759,0.047620386,0.043636519,0.044937488,0.046271468,0.044427335,0.044836842,0.05867669,0.05954692,0.06114859,0.052964026,0.047573197,0.03852981,0.036057692,0.030511182,0.026182965,0.021766562,0.0175,0.014649682,0.007643312,0.006112853,0.007919255,0.070307692,0.004863222,0.003039514,0.003039514,0.002591463,0.001851852,0.001097179,0.000630915,0.000470219,0.00031348,0,0,0,0,0,0.000154321,0.000304878,0.000151976,0.000150602,0.000147059,0.000144092,0.000137363,0.000137363,0,0.000140449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004906659,0.004970983,0.002399151,0.00481019,0.002201824,0.002369812,0.002468043,0,0,0,0,0,0
MUS,Mauritius,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,1,0.968305138,0.784577756,0.787092243,0.748381128,0.703665136,0.718454912,0.869046991,0.843138512,0.99582601,0.997258382,0.998621985,1,1,1,1,1,1,1,1,1,1,1,1,0.988963793,0.979412286,0.97300075,0.944815272,0.957158139,0.974084149,0.990638229,1,0.969649799,0.91997865,0.868966335,0.821732459,0.786531805,0.798955975,0.770385983,0.738083442,0.700551618,0.690325465,0.701202164,0.6885867,0.6646699,0.63466,0.627996799,0.625653156,0.618786979,0.57952183,0.569839679,0.572147002,0.571641791,0.56101083,0.560926573,0.5596284,0.5559836,0.5566879,0.542790698,0.5261689,0.501321586,0.470470756,0.4524476,0.432472826,0.4501323,0.4306202,0.4240177,0.4253109,0.4338848,0.4209639,0.4111177,0.3284959,0.2828688,0.2189576,0.1907345,0.09621381,0.06883899,0.04752422,0.03621964,0.1808091,0.1630235,0.1329637,0.1872255,0.2190217,0.1920666,0.1387646,0.06940154,0.05636364,0.05612536,0.04293785,0.02971082,0.03327189,0.04394904,0.04072907,0.05859305,0.03,0.0304878,0.02575366,0.01756181,0.0153457,0.005258765,0.006859504,0.005118755,0.004383117,0.00229284,0.001436427,0.002478944,0.002464555,0.002978619,0.003492683,0.004006747,0.004520811,0.004123899,0.003903392,0.003832629,0.003832629,0.002667296,0.002667296
MEX,Mexico,0.862729619,0.863081858,0.8634341,0.86378634,0.864138575,0.864490814,0.864843053,0.865195292,0.865547531,0.86589977,0.866252009,0.866604248,0.86695649,0.867308726,0.867660965,0.868013204,0.868365443,0.868717682,0.869069921,0.86942216,0.869774399,0.870126638,0.87047888,0.870831116,0.871183355,0.871535594,0.87188783,0.872240072,0.872592311,0.87294455,0.873296789,0.875236956,0.877177123,0.87911729,0.881057457,0.882997625,0.884937792,0.886877959,0.88881813,0.890758293,0.89269846,0.88754457,0.88239068,0.87723679,0.872082901,0.866929011,0.861775121,0.856621231,0.851467341,0.846313452,0.841159562,0.834253771,0.827347979,0.820442188,0.813536397,0.806630606,0.799724815,0.792819023,0.785913232,0.779007441,0.77210165,0.765195859,0.758290067,0.751384276,0.744478485,0.737572694,0.730666903,0.723761111,0.71685532,0.709949529,0.703043738,0.694911891,0.686780045,0.678648199,0.670516352,0.662384506,0.657232881,0.63786903,0.622109168,0.651131769,0.655618432,0.628304253,0.664260644,0.628053006,0.627422931,0.594158602,0.605587162,0.589675831,0.59712591,0.592525505,0.59585,0.612537306,0.616754972,0.640922898,0.64117049,0.64750308,0.621686395,0.607408609,0.594569105,0.581510996,0.560042741,0.562831929,0.56161885,0.48136266,0.540598036,0.521173637,0.523863648,0.548190427,0.528652577,0.542622222,0.564806682,0.586325597,0.646761423,0.590668612,0.577802089,0.561199769,0.521264881,0.487954249,0.511027658,0.502800918,0.496775621,0.465722467,0.44221701,0.414200377,0.3553652,0.4341215,0.3584496,0.392821318,0.385983216,0.382577332,0.374453221,0.28976709,0.296619559,0.325467275,0.246006342,0.184590799,0.1784849,0.3281143,0.2968983,0.306215174,0.2950153,0.288935134,0.281063933,0.2717019,0.240065106,0.2452561,0.2336349,0.2228634,0.2074547,0.2441226,0.2394306,0.2380898,0.2193671,0.2141547,0.1806319,0.1957975,0.1319616,0.08429344,0.09248423,0.08088319,0.05536234,0.03645043,0.05684734,0.06748429,0.03845024,0.01077086,0.01469248,0.0214962,0.0154556,0.008102107,0.03036607,0.02089469,0.01349097,0.01392496,0.007060214,0.03796285,0.04153552,0.05479755,0.09015691,0.07227604,0.05307138,0.0439272,0.02888628,0.02964959,0.02668674,0.03127953,0.01526725,0.02231747,0.02282292,0.02926528,0.02727422,0.024424305,0.02235062,0.02330234,0.02749078,0.02251762,0.01644418,0.0156004,0.01551514
MDA,Moldova,1,1,1,1,1,1,1,1,0.995626816,0.98905572,0.992670125,0.998109442,1,1,0.996623539,0.999438761,1,0.996047494,0.99526282,0.997624407,1,0.998407025,0.99987504,1,1,1,1,1,1,1,1,1,1,1,1,0.999191673,1,1,1,1,1,0.993724088,0.997641588,0.97793135,0.962078342,1,1,1,0.980796126,1,1,1,1,1,1,0.964146747,0.953016261,0.932551415,0.90921958,0.889836085,0.82583829,0.868063714,0.798164882,0.800466895,0.819308345,0.771334792,0.786804779,0.72201186,0.739002829,0.769174222,0.770880987,0.804483998,0.769839391,0.716729022,0.656896722,0.693489464,0.647688439,0.65588451,0.643131695,0.613489097,0.624472444,0.612140073,0.569620253,0.606261639,0.554650897,0.616936502,0.639558925,0.658909268,0.615591541,0.596642397,0.56318108,0.604576798,0.566187601,0.541756057,0.566379,0.552894698,0.612610706,0.675278705,0.86092448,0.898607616,0.897316783,0.915784719,0.882162058,0.842842504,0.760668712,0.667430179,0.614745928,0.596308547,0.573238677,0.568772157,0.544767021,0.537542315,0.54248528,0.52101131,0.473439504,0.402276588,0.36593131,0.323715152,0.320579823,0.297678856,0.313022359,0.318185718,0.323349077,0.328512436,0.3336758,0.3388392,0.3440025,0.286022873,0.224981069,0.18401243,0.150085616,0.14592692,0.122853668,0.107414206,0.091609509,0.069660565,0.04980611,0.04353389,0.03079281,0.028711888,0.01660554,0.012730531,0.011017219,0.01201092,0.006175482,0.004259148,0.002952269,0.001988702,0.001132345,0.000738236,0.000222531,0.000221979,0.00026465,0.000162537,0.00016613,0.000169723,0.000173316,0.000176909,0.000180502,0.000184095,0.000187688,3.73E-05,5.55E-05,7.96E-05,0.000103331,0.00030135,0.000107578,0.000130425,0.000174825,0.000126176,0.000375512,0.0114633,0.2824739,0.4379914,0.1318761,0.10016,0.005523656,0.04121065,0.08703194,0.113183,0.09124584,0.0621509,0.02410748,0.005307689,0.01079569,0.004057704,0.001348086,0.001013621,0,0.000352331,0,0,0,0,0,0,0,0,0
MNG,Mongolia,0.932167863,0.933019259,0.93387122,0.93472372,0.93557675,0.936430309,0.937284412,0.938139041,0.938994179,0.93984984,0.940706021,0.941600102,0.94249419,0.943388279,0.94428239,0.945176497,0.946070613,0.946964725,0.947858862,0.948752994,0.949647137,0.95054544,0.95144372,0.95234198,0.953240218,0.954138435,0.95503663,0.955934803,0.956832954,0.957731084,0.958629193,0.958620167,0.958613671,0.958608753,0.958606955,0.958607217,0.958609168,0.958614698,0.95862139,0.958631795,0.958643347,0.958575597,0.95850986,0.958444501,0.958380533,0.958317508,0.958255394,0.958195254,0.958135477,0.958077747,0.958020374,0.956770418,0.95553348,0.954282611,0.953007173,0.951183709,0.950317453,0.948957433,0.947913828,0.946214676,0.944675119,0.943959918,0.942611367,0.941922581,0.941173432,0.940071017,0.938534329,0.93746504,0.929754054,0.921136191,0.912048824,0.913371429,0.913440543,0.914203725,0.913331609,0.913987337,0.915830782,0.91641065,0.913904623,0.916530311,0.9165756,0.919573076,0.924537672,0.926857838,0.930424039,0.934470234,0.935145026,0.93800727,0.941599233,0.945435197,0.94884388,0.951109258,0.938372325,0.926197695,0.928302108,0.926026128,0.92300844,0.922446693,0.922696282,0.919697404,0.925178155,0.922301275,0.925093677,0.926152816,0.926849245,0.927191899,0.928323139,0.929138224,0.927948715,0.929206129,0.932242245,0.933362189,0.926589073,0.952027229,0.950701198,0.933058216,0.918030421,0.92441627,0.92889239,0.927808611,0.928054095,0.932392782,0.937902381,0.942171775,0.9504667,0.9908475,0.9936351,0.99029883,0.990083601,1,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.8373746,0.8069342,0.8421503,0.6022809,0.7386397,0.8042607,0.7528456,0.7070703,0.570183,0.4909263,0.4018322,0.2948655,0.2990443,0.2599682,0.25766158,0.1242857,0.222489533,0.1635313,0.1748339,0.1421589,0.09904976,0.08696514,0.07834052,0.09174095,0.151829,0.1675411,0.1662966
MNE,Montenegro,1,1,1,1,1,1,1,1,0.995626816,0.98905572,0.992670125,0.998109442,1,1,0.996623539,0.999438761,1,0.996047494,0.99526282,0.997624407,1,0.998407025,0.99987504,1,1,1,1,1,1,1,1,1,1,1,1,0.994767866,0.995572614,0.982943636,0.95632927,0.929029371,0.902388848,0.890146358,0.893655529,0.875999727,0.861799107,0.89576812,0.88963147,0.850860603,0.827751615,0.843958895,0.834625969,0.825649251,0.816672533,0.807695815,0.798719097,0.789742379,0.780765661,0.771788942,0.762812224,0.753835506,0.744858788,0.73588207,0.726905352,0.717928633,0.708951915,0.699975197,0.690998479,0.682021761,0.673045043,0.664068324,0.655091606,0.651673707,0.648255809,0.64483791,0.641420011,0.638002112,0.634584213,0.63116631,0.627748415,0.624330517,0.620912618,0.613044703,0.605176788,0.597308874,0.589440959,0.581573044,0.573705129,0.565837215,0.5579693,0.550101385,0.54223347,0.54475742,0.54728137,0.54980532,0.554174652,0.558543985,0.562913317,0.56728265,0.571651983,0.576021315,0.580390648,0.577533977,0.572841834,0.557329184,0.533133821,0.519891163,0.497739331,0.515789474,0.486502233,0.473094823,0.485787031,0.503568596,0.553866515,0.54337692,0.529935967,0.541598527,0.485500188,0.481212267,0.446708727,0.423709995,0.425016214,0.426322434,0.427628654,0.428934873,0.4302411,0.4315473,0.4328535,0.434159752,0.345742224,0.302732403,0.337699106,0.321263058,0.365951319,0.433366991,0.425936652,0.271990741,0.3207666,0.2671558,0.2881696,0.269267399,0.2343818,0.155235043,0.150912281,0.1034375,0.005749487,0.07688391,0.004124748,0.005588822,0.04841897,0.002647059,0.04153696,0.000865385,0.000662879,0.000374532,9.23E-05,9.11E-05,0,0,0,0,0,0,0,0,0.005555556,0.004991087,0.005840708,0.007029877,0.003745645,0.001813472,0.04039451,0.0108291,0.05200965,0.3022799,0.1482389,0.06795827,0.02383041,0.02489177,0.02410842,0.02701389,0.07534153,0.1099862,0.04215023,0.04215023,0.03678107,0.03161881,0.02927591,0.01511345,0.01300289,0.02966301,0.01620617,0.03270123,0.05449127,0.03893329,0.02516933,0.02516933,0.02320349,0.02179911,0.01920491
MAR,Morocco,0.753756043,0.751755604,0.74975517,0.74775473,0.745754289,0.74375385,0.741753411,0.739752973,0.737752534,0.7357521,0.733751657,0.731751218,0.72975078,0.727750341,0.725749902,0.723749463,0.721749025,0.719748586,0.717748147,0.715747709,0.71374727,0.711746831,0.70974639,0.707745954,0.705745515,0.703745077,0.70174464,0.699744199,0.697743761,0.695743322,0.693742883,0.691742445,0.689742006,0.687741567,0.685741129,0.68374069,0.681740251,0.679739813,0.67773937,0.675738935,0.673738497,0.671738058,0.669737619,0.667737181,0.665736742,0.663736303,0.661735865,0.659735426,0.657734987,0.655734549,0.65373411,0.650529747,0.647325384,0.64412102,0.640916657,0.637712294,0.63450793,0.631303567,0.628099204,0.62489484,0.621690477,0.618486114,0.61528175,0.612077387,0.608873024,0.605668661,0.602464297,0.599259934,0.596055571,0.592851207,0.589646844,0.586442481,0.583238117,0.580033754,0.576829391,0.573625027,0.570420664,0.5672163,0.564011938,0.560807574,0.557603211,0.554398848,0.551194484,0.547990121,0.544785758,0.541581394,0.538377031,0.535172668,0.531968305,0.528763941,0.52555958,0.522355215,0.519150851,0.515946488,0.506050257,0.496154026,0.486257795,0.476361563,0.466465332,0.456569101,0.44667287,0.436776639,0.426880408,0.416984177,0.407087945,0.397191714,0.387295483,0.377399252,0.367503021,0.35760679,0.347710559,0.337814328,0.327918096,0.318021865,0.308125634,0.298229403,0.288333172,0.278436941,0.26854071,0.258644479,0.248748247,0.238852016,0.228955785,0.219059554,0.2091633,0.1992671,0.1893709,0.179474629,0.169578398,0.159682167,0.149785936,0.172894955,0.196397022,0.218075642,0.240123021,0.262117418,0.2699666,0.278094,0.2861986,0.294584231,0.2971303,0.300062814,0.278733247,0.2770191,0.288304183,0.2979703,0.3210172,0.3301913,0.3344867,0.3447284,0.2375134,0.257765,0.2821157,0.3021967,0.31173,0.331085,0.2869163,0.2681867,0.2419,0.2324699,0.1957356,0.1817696,0.1594089,0.1436048,0.0501321,0.03293699,0.001288606,0.01483276,0.004826648,0.006682296,0.005948558,0.01469234,0.01268847,0.01440749,0.01030236,0.009405412,0.006868511,0.01021414,0.02137015,0.01075427,0.02868731,0.01784897,0.01378558,0.01060132,0.008487036,0.007417547,0.006772559,0.005818615,0.004755585,0.004334187,0.003329455,0.002695538,0.002068036,0.001829074,0.001577401,0.001577401,0.001440531,0.001440531,0.001440531
MOZ,Mozambique,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,0.997338274,0.93221385,0.865476006,0.869867074,0.864219448,0.840673561,0.854876914,0.860122738,0.8759379,0.796210057,0.771571384,0.8106276,0.706071702,0.781915967,0.962336021,0.927762156,0.838775106,0.679624908,0.681803033,0.648270297,0.609535957,0.622347307,0.752794706,0.730352001,0.86261451,0.863855279,0.865036473,0.866230151,0.864499976,0.862889095,0.861341039,0.859873516,0.858504473,0.85223823,0.846069689,0.840015116,0.834021676,0.828107121,0.822288557,0.800553776,0.792821952,0.787631893,0.764816102,0.774807499,0.788508891,0.801909211,0.809487447,0.771741892,0.732208747,0.691608171,0.654014845,0.625998731,0.635887097,0.613148311,0.587438797,0.557567311,0.549428341,0.558085079,0.5480445,0.5290091,0.5051244,0.499821109,0.49795581,0.492491036,0.46124,0.460007879,0.457910332,0.456421703,0.462015306,0.45028384,0.4649855,0.4723487,0.4694859,0.464193416,0.4712125,0.468472732,0.449772757,0.4743917,0.466507937,0.4658625,0.4621977,0.4449286,0.4107395,0.3752167,0.3643164,0.34884,0.3478277,0.3372889,0.3794503,0.4535009,0.4871346,0.4981048,0.5071289,0.5152025,0.5091878,0.5060556,0.5296448,0.582069,0.660581,0.6717191,0.7514434,0.6785187,0.7348605,0.7600274,0.7263916,0.7041004,0.8394939,0.8301928,0.8336931,0.8392761,0.6618995,0.6353363,0.6098102,0.5768256,0.5461062,0.5183659,0.4311918,0.3882097,0.346933,0.3771159,0.3864631,0.3577289,0.3419564,0.3326648,0.3450595,0.34612795,0.317293267,0.3088414,0.3076389,0.3011491,0.2999473,0.3395681,0.3364784
