iso,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CIV,393.607,389.91,382.76,375.129,367.284,359.131,350.569,342.059,333.689,325.443,317.397,309.486,301.521,294.016,286.56,279.479,272.247,265.23,258.192,251.217,244.011,236.685,228.821,220.538,211.832,203.307,195.022,187.36,180.386,174.216,169.14,164.814,161.214,158.296,155.968,154.209,153.005,152.234,151.94,152.128,152.566,152.971,153.274,153.516,153.463,153.086,151.988,150.316,148.256,145.725,142.946,139.841,136.454,133.154,129.311,125.335,121.627,117.87,113.887,109.655,105.977,103.018,99.771,96.582,93.317,90.374,88.08,85.75,82.962,80.129,77.732,75.674
CMR,363.24,360.883,355.936,350.876,338.217,326.337,314.89,304.113,294.257,285.437,277.928,271.664,266.597,262.248,257.476,252.286,245.6,237.538,228.99,220.17,211.776,204.79,198.72,194.563,192.119,190.748,189.747,188.345,186.329,183.142,178.986,173.614,167.516,161.17,154.568,148.543,144.163,139.416,136.83,135.752,136.247,137.904,139.868,142.257,144.624,146.187,147.619,148.021,147.707,145.998,143.623,140.7,137.346,133.722,130.509,127.36,124.018,120.81,117.404,114.076,110.09,105.83,101.059,96.444,92.224,87.864,84.012,80.478,77.318,74.758,72.229,69.737
COD,304.171,301.821,297.093,293.217,289.203,285.652,282.181,278.746,275.828,273.535,270.921,272.151,269.763,266.99,266.352,261.298,253.883,250.401,246.623,242.713,238.463,234.702,231.371,228.7,226.305,224.17,222.091,220.085,219.488,215.101,211.821,208.948,205.869,202.791,199.85,197.355,195.339,192.784,190.397,188.145,185.838,183.54,181.404,179.688,178.058,175.226,177.995,172.008,167.57,163.648,159.622,155.334,150.967,146.007,140.952,136.187,131.347,126.696,122.508,118.105,113.841,109.872,106.237,102.587,99.311,96.075,92.895,89.744,86.603,84.497,81.283,78.582
COG,280.112,272.904,264.984,256.845,248.044,239.01,229.573,220.159,210.95,201.874,193.439,185.874,178.729,172.357,166.359,160.677,155.228,150.83,145.544,141.035,136.909,133.145,129.442,126.086,122.973,120.004,117.285,114.65,112.133,109.38,107.014,104.323,101.791,99.236,96.702,94.227,92.267,90.806,90.088,90.135,91.081,92.573,94.916,97.923,101.166,104.616,108.246,120.3,119.102,115.802,113.938,110.86,106.052,100.273,93.157,86.198,79.702,74.029,68.91,64.987,62.292,59.473,57.488,55.66,53.246,51.531,49.786,48.182,46.781,51.619,44.285,43.193
COK,207.465,197.393,186.042,174.93,164.853,155.09,145.583,136.264,127.449,118.773,110.354,102.158,94.426,87.125,80.38,74.163,68.268,62.751,57.838,53.308,49.21,45.572,42.448,39.835,37.649,35.81,34.269,32.921,31.68,30.53,29.469,28.502,27.614,26.842,26.139,25.535,24.999,27.852,24.342,24.181,28.03,23.984,23.833,23.586,23.209,22.656,21.923,32.19,20.089,19.121,18.226,17.394,16.58,15.8,15.015,14.268,13.517,12.804,12.123,11.503,10.969,10.493,10.053,9.667,9.311,8.966,8.645,8.356,8.074,7.809,7.562,7.332
COL,192.017,188.818,182.821,176.77,170.952,165.313,159.813,151.33,146.336,139.88,134.583,130.122,126.139,122.08,118.357,114.818,111.352,107.982,104.477,100.97,97.716,93.804,90.03,86.247,82.307,78.098,74.008,69.873,65.79,62.091,58.218,54.83,51.552,48.627,45.864,48.055,41.535,40.032,38.247,36.81,35.535,34.424,33.252,32.126,31.046,29.901,28.853,27.76,26.858,26.244,25.242,24.83,23.711,22.864,22.198,21.572,20.907,20.297,19.59,18.948,18.491,17.914,17.179,16.581,16.062,15.539,15.026,14.615,14.087,13.663,13.184,12.923
COM,317.112,338.109,311.282,307.288,303.063,298.837,294.494,289.988,285.452,280.86,276.235,271.338,266.418,262.155,257.639,252.826,248.379,243.68,239.063,234.152,229.221,223.767,218.536,213.27,207.985,209.355,197.411,191.726,185.68,179.687,173.618,167.938,162.013,157.122,150.78,145.536,140.446,136.381,131.355,127.261,123.169,119.203,115.289,111.529,108.333,105.622,103.488,101.789,102.16,100.096,100.233,98.512,98.983,97.841,96.705,94.931,92.827,90.774,87.873,85.499,83.067,80.474,78.145,75.623,73.446,71.217,68.85,66.682,64.526,62.418,60.341,58.515
CPV,208.803,204.482,200.475,196.859,193.678,190.848,188.45,186.298,184.329,182.162,180.206,178.356,176.022,173.531,170.949,167.861,164.242,159.954,155.343,150.162,144.174,137.86,131.233,124.598,118.309,111.927,106.428,100.723,96.25,92.635,89.898,87.926,86.413,84.642,83.419,79.488,75.574,71.206,66.884,63.108,60.305,58.635,57.846,57.645,57.725,61.916,54.592,51.28,47.057,42.414,38.069,34.415,31.613,29.731,28.613,28.044,27.832,27.726,27.494,27.261,26.26,25.213,23.935,22.512,21.011,19.724,18.098,16.831,15.778,14.912,14.175,13.576
CRI,161.346,159.284,155.344,151.1,146.995,142.972,138.834,134.743,130.648,126.543,122.433,118.362,114.321,110.356,106.3,102.296,98.34,94.456,90.903,86.781,82.881,78.232,73.453,68.351,62.825,57.207,51.61,46.271,41.373,37.036,33.349,30.303,27.81,25.777,24.056,22,21.178,20.071,19.007,17.732,16.84,16.243,15.629,15.326,15.036,14.855,14.891,14.42,14.082,13.649,13.085,12.561,12.172,11.773,11.531,11.368,11.212,11.181,10.982,10.789,10.636,10.248,9.949,9.611,9.324,9.081,8.886,8.687,8.44,8.189,7.915,7.631
CUB,120.144,118.245,114.442,110.65,106.884,103.18,99.503,95.847,92.208,88.68,84.971,81.367,77.775,76.591,70.656,67.17,63.779,60.48,57.29,54.19,51.139,47.978,44.74,41.405,38.018,34.704,31.616,28.896,26.586,24.748,22.127,21.057,20.04,19.044,18.128,17.269,16.452,15.681,14.942,14.249,13.593,12.974,12.393,11.844,11.331,10.849,10.396,9.965,9.565,9.188,8.836,8.514,8.205,7.912,7.647,7.394,7.159,6.94,6.739,6.551,6.375,6.209,6.06,5.921,5.789,5.666,5.551,5.44,5.329,5.223,5.111,4.994
CUW,99.539,96.189,89.748,83.818,78.405,73.538,69.186,65.306,61.981,59.103,56.596,54.403,52.471,50.655,48.917,47.186,45.397,43.588,41.774,39.936,38.078,36.223,34.396,32.628,30.952,29.365,27.875,26.482,25.19,24.02,22.981,22.116,21.411,20.875,20.482,20.167,19.884,19.595,19.254,19.725,18.465,18.088,17.8,17.631,17.575,17.78,17.737,17.859,17.944,17.967,17.906,17.767,17.562,17.301,16.983,16.601,16.16,15.626,15.04,14.411,13.767,13.148,12.584,12.089,11.671,11.328,11.048,10.801,10.565,10.327,10.085,9.837
CYM,127.715,125.465,121.055,116.755,112.558,108.519,104.525,100.745,97.18,93.756,90.273,87.157,84.119,81.186,78.38,75.675,73.135,70.727,68.389,66.179,63.902,61.456,58.781,55.887,52.78,49.546,46.218,43.037,39.964,37.153,34.58,32.167,30.029,28.148,26.491,25.033,23.717,22.51,21.358,20.259,19.212,18.652,17.727,16.438,16.336,15.678,15.062,14.498,14.033,13.789,13.551,13.315,13.082,12.85,13.143,12.403,12.598,11.981,11.777,11.584,8.648,11.183,10.993,10.792,10.593,10.386,10.19,10.002,9.831,9.674,9.532,9.365
CYP,128.431,124.854,117.972,111.809,105.114,99.136,93.398,87.979,82.883,78.081,73.54,69.258,65.264,72.916,69.379,54.577,51.412,48.425,45.596,42.981,40.407,38.028,35.432,32.998,30.436,27.715,24.994,22.441,20.376,19.194,18.751,18.453,17.708,16.4,14.819,13.253,12.027,11.377,11.191,11.226,11.257,11.169,10.807,10.23,9.619,9.071,8.514,7.987,7.459,6.944,6.458,6.005,5.586,5.199,4.827,4.479,4.168,3.913,3.708,3.532,3.377,3.241,3.117,3.014,2.938,2.89,2.861,2.848,2.839,2.817,2.768,2.711
CZE,74.158,65.993,51.739,41.745,35.839,32.844,30.305,29.608,27.163,25.052,23.801,23.409,25.24,24.768,22.822,26.656,25.1,24.781,24.479,25.545,23.775,23.748,23.017,23.061,21.99,21.521,21.074,20.742,19.152,17.68,18.072,17.155,16.826,16.296,15.926,14.241,14.231,13.648,12.902,11.521,12.66,11.92,11.316,10.007,9.261,8.86,7.328,7.391,6.379,5.647,5.259,5.018,5.316,4.911,4.658,4.204,4.181,4.091,3.528,3.526,3.374,3.241,3.204,3.026,2.997,3.011,3.485,3.276,3.173,3.081,2.98,2.887
DEU,65.888,62.367,59.041,55.887,52.903,50.079,47.399,45.2,43.529,42.183,40.336,37.933,34.556,32.964,30.157,28.066,27.525,26.115,25.584,25.967,25.488,25.397,23.443,23.643,22.852,21.736,19.612,17.61,16.844,15.959,15.242,14.054,13.314,12.256,11.617,11.02,10.776,10.124,9.504,8.927,8.749,8.063,7.446,7.115,6.835,6.52,6.16,5.972,5.652,5.474,5.315,5.212,5.093,5.075,4.967,4.682,4.525,4.697,4.268,4.231,4.171,4.276,3.921,3.944,3.846,3.934,4.141,3.811,3.812,3.769,3.697,3.626
DJI,284.207,282.2,279.222,275.475,271.828,268.069,264.429,260.959,256.859,252.756,248.382,244.284,240.385,236.39,232.421,228.131,223.778,218.71,212.968,206.923,200.856,198.116,189.169,183.901,179.811,176.509,173.635,168.596,163.99,159.582,155.039,151.631,146.435,142.266,138.015,134.372,130.428,126.975,123.79,121.207,119.03,116.059,114.243,113.898,115.554,109.818,108.248,107.461,105.186,103.089,101.316,98.56,96.105,93.588,92.411,88.614,86.138,83.94,81.31,78.821,76.785,74.424,72.259,70.086,67.946,65.81,63.699,61.838,59.785,58.037,56.13,54.339
DMA,217.775,210.196,240.341,210.6,200.253,220.945,216.16,183.692,188.279,166.821,139.952,134.442,118.373,150.203,89.653,83.318,90.42,72.734,80.363,82.079,63.399,67.658,48.85,48.935,42.919,37.13,33.317,30.71,24.093,22.288,17.621,14.163,12.542,17.473,22.97,25.839,21.759,24.324,17.714,23.867,21.007,21.12,18.71,17.249,19.302,16.18,16.142,16.331,15.58,23.146,19.534,23.617,16.23,21.063,17.219,20.899,16.406,21.08,15.135,23.687,25.048,36.345,33.509,44.487,43.442,43.711,36.376,48.111,14.311,14.244,14.02,13.677
DNK,35.736,33.081,34.893,31.721,31.227,29.134,28.48,27.477,25.394,25.945,25.655,25.383,23.352,23.284,21.917,22.381,20.242,17.756,18.671,17.324,17.007,16.597,14.604,13.472,12.838,12.663,11.857,10.534,10.555,10.777,10.208,9.52,9.749,9.456,9.441,9.629,9.753,10.35,9.52,9.91,9.123,8.823,8.024,6.625,6.93,6.233,6.698,6.269,5.933,5.112,6.171,5.823,5.378,5.433,5.257,5.069,4.462,4.74,4.683,3.658,3.888,3.981,3.923,4.064,4.565,4.081,3.771,4.317,4.092,3.385,3.496,3.269
DOM,265.852,262.294,255.268,248.309,241.434,234.657,227.987,221.43,214.991,208.684,202.52,196.506,190.643,185.846,179.304,173.703,168.25,162.401,156.612,150.708,144.739,138.751,132.818,127.025,121.433,116.08,111.052,106.326,101.891,100.436,94.04,90.608,87.286,84.192,81.208,78.31,75.353,72.377,69.393,66.403,63.44,60.591,57.859,55.381,52.976,50.871,48.943,47.072,45.804,43.666,42.029,40.47,38.988,37.441,38.442,36.382,35.989,35.91,35.443,35.278,35.133,35.328,35.043,34.988,34.971,34.98,35.013,34.914,34.702,34.342,33.728,32.994
DZA,260.698,258.421,254.057,249.651,245.859,244.006,243.235,242.464,241.615,240.892,240.755,240.795,246.915,242.066,243.058,243.964,244.678,244.588,243.631,241.435,237.885,233.139,227.003,219.901,211.684,202.933,193.584,183.87,173.632,162.649,150.672,135.267,119.177,102.727,87.282,74.484,64.978,58.323,53.84,50.952,49.067,47.697,46.596,45.521,44.457,43.298,42.262,41.39,40.728,40.278,39.843,39.699,37.978,37.038,35.101,33.593,32.139,30.855,29.585,28.421,27.443,26.728,26.208,25.788,25.478,25.173,24.782,24.32,23.809,23.256,22.69,22.107
ECU,218.385,216.817,214.037,211.328,207.928,204.59,198.173,192.002,186.044,180.16,174.712,169.647,164.895,160.283,156.02,152.1,148.682,145.527,142.644,140.438,137.06,133.739,129.799,125.277,120.309,114.996,109.877,104.864,100.198,95.731,91.28,86.775,82.403,78.367,73.513,69.45,65.753,62.425,59.455,56.722,54.009,51.967,48.963,46.407,43.421,40.767,38.136,35.859,33.561,31.318,29.591,28.056,26.684,25.443,24.383,23.438,22.559,21.649,20.829,19.871,19.009,18.133,17.377,16.609,15.946,15.374,15.086,14.352,13.893,13.438,12.937,12.451
EGY,441.157,431.862,413.131,395.654,379.278,364.223,354.755,345.306,336.192,326.865,317.196,307.43,297.176,287.371,278.368,270.35,263.509,257.842,253.311,249.502,246.058,242.44,238.05,232.508,225.317,216.84,207.362,197.514,187.56,177.861,168.296,158.702,148.931,138.882,128.721,118.873,109.901,102.173,95.586,90.173,85.575,81.358,77.306,73.09,68.994,64.514,60.373,56.483,52.858,49.563,46.59,43.893,41.509,39.353,37.457,35.753,34.177,32.686,31.29,29.952,28.683,27.548,26.324,25.401,24.279,23.406,22.503,21.715,20.923,20.181,19.491,18.851
ERI,350.022,347.446,342.945,337.762,331.933,326.074,319.551,312.467,305.264,297.908,290.463,283.567,277.016,271.074,265.516,260.804,256.395,252.629,248.128,243.268,238.222,232.89,227.631,222.475,217.525,212.659,208.215,203.982,199.992,196.254,193.573,190.533,187.679,184.621,181.648,178.58,174.708,170.339,165.308,163.759,153.01,145.893,138.118,130.388,122.235,114.447,107.234,100.647,94.887,109.802,90.502,81.045,77.229,73.75,70.601,67.84,64.524,62.024,59.989,57.189,55.066,53.1,51.193,49.592,47.914,46.297,44.784,43.298,41.891,40.545,39.224,37.914
ESH,331.229,328.945,324.397,319.945,315.499,311.077,306.627,302.28,298.031,293.881,289.806,285.696,281.524,277.412,273.364,269.431,265.683,262.002,258.572,254.965,251.089,246.681,241.144,235.117,228.127,220.459,212.36,203.754,195.324,186.985,178.66,170.853,163.079,155.239,147.842,140.622,133.873,127.945,122.562,117.691,113.585,110.048,106.609,103.281,99.801,96.343,92.887,89.287,85.678,81.865,78.249,74.821,71.244,67.912,64.468,61.328,58.452,55.445,52.683,49.771,47.148,44.843,42.788,40.777,39.069,37.483,36.03,34.765,33.632,32.596,31.618,30.574
ESP,100.766,97.905,82.461,74.463,69.081,71.341,64.005,65.802,57.561,57.103,53.058,55.132,48.156,46.856,44.748,41.666,39.865,37.935,35.474,34.176,31.785,29.752,26.36,24.939,23.359,21.544,19.909,18.622,17.963,16.701,14.482,14.212,13.096,12.809,11.796,10.709,10.922,10.342,9.725,9.492,9.394,8.767,8.619,8.057,7.307,6.746,6.918,6.264,5.874,5.553,5.397,4.946,5.058,4.969,4.833,4.552,4.272,4.22,4.053,3.854,3.833,3.687,3.572,3.202,3.364,3.086,3.179,3.153,3.125,3.126,2.947,2.986
EST,39.3,39.805,39.184,38.42,37.023,36.947,35.639,34.404,33.593,32.733,31.953,30.661,30.629,29.733,27.742,26.972,27.086,26.133,25.61,25.034,25.52,23.85,24.78,24.113,24.183,24.806,25.489,24.376,25.13,26.318,25.908,25.413,24.202,24.548,22.546,23.107,21.05,21.005,18.724,18.805,17.925,17.942,18.717,18.47,19.37,18.059,15.842,13.546,14.096,12.448,12.553,11.578,9.275,9.442,8.78,8.166,6.305,6.545,6.581,5.15,5.106,4.127,4.584,3.418,3.846,3.545,3.39,3.259,2.484,2.155,2.023,1.873
ETH,334.647,332.43,328.126,323.379,318.393,312.812,307.061,370.833,363.584,287.204,280.567,273.675,267.643,262.101,257.063,254.27,275.793,249.085,248.007,248.182,247.803,247.195,259.834,259.063,281.168,280.637,251.704,251.223,250.301,244.122,241.245,238.605,235.658,316.082,310.439,299.352,293.351,214.716,212.852,209.221,208.149,198.359,191.334,185.301,178.805,172.193,165.451,159,152.722,147.998,140.905,134.728,128.399,121.933,115.418,108.943,103.136,97.092,91.738,86.831,82.137,77.697,73.556,69.746,65.965,62.44,59.213,56.026,53.277,50.836,48.889,47.207
FIN,50.841,41.815,39.506,40.705,36.732,36.297,31.236,35.875,29.748,29.299,25.286,25.311,24.364,22.341,20.767,20.997,18.561,18.143,17.491,17.137,16.422,15.274,14.346,12.911,13.876,12.398,11.81,11.131,9.261,9.132,9.054,7.88,7.297,7.637,7.615,7.244,6.715,7.514,7.217,7.38,6.796,6.926,5.903,5.31,5.605,4.838,4.692,4.812,4.853,4.486,4.391,3.822,3.688,3.955,4.17,4.168,3.343,3.516,3.345,3.155,2.912,2.977,3.023,2.214,2.708,2.043,2.279,2.55,2.602,2.485,2.256,2.353
FJI,125.892,121.586,117.477,111.521,106.182,100.84,95.778,90.994,86.534,82.354,78.484,74.895,71.534,68.377,65.518,62.979,60.792,59.111,57.873,57.044,56.476,56.136,55.929,56.669,54.873,53.925,52.59,50.911,48.96,47.782,44.949,42.464,40.395,38.645,36.819,35.799,34.451,32.603,31.334,30.421,28.995,27.908,26.928,26.313,25.183,24.485,23.853,23.709,22.925,22.799,22.534,22.358,22.373,22.789,23.058,23.159,23.563,23.857,23.889,24.09,23.681,23.575,23.952,23.676,23.964,24.386,25.549,25.535,26.315,26.905,27.534,27.901
FLK,187.319,185.471,177.729,173.748,169.112,165.641,161.22,157.276,153.062,148.98,144.998,144.243,142.728,142.419,139.482,138.825,138.115,135,135.186,134.227,132.182,129.714,128.998,127.232,125.841,124.977,125.676,125.619,130.434,136.995,144.271,151.67,158.699,163.856,167.465,169.118,169.391,168.228,165.681,160.414,152.784,142.724,128.253,112.235,95.892,79.833,65.175,52.805,42.845,34.879,28.667,23.859,21.591,19.553,17.825,16.378,15.225,14.241,13.42,12.741,12.396,11.856,11.821,11.691,11.346,11.709,11.474,11.353,11.377,11.21,11.547,11.277
FRA,59.847,58.674,53.847,48.725,47.723,45.1,41.795,39.824,36.59,34.703,31.77,30.13,29.967,29.812,27.113,25.176,24.988,23.786,23.602,22.97,21.441,20.447,18.998,18.213,17.348,16.098,15.206,14.393,13.263,12.626,12.828,12.204,11.573,11.137,10.43,10.255,9.956,9.522,9.637,9.206,8.928,8.871,8.163,7.765,7.16,6.217,5.949,5.877,5.672,5.415,5.57,5.577,5.094,5.065,4.866,4.472,4.612,4.445,4.508,4.52,4.264,4.015,4.152,4.28,4.115,4.296,4.241,4.383,4.455,4.37,4.283,4.196
FRO,89.601,111.753,65.083,64.055,97.981,71.504,31.392,29.63,29.136,33.544,33.398,28.019,24.331,21.987,22.707,23.493,21.747,21.047,20.403,18.992,19.787,19.288,18.59,13.805,13.961,11.969,14.099,16.328,15.85,14.599,10.458,11.986,13.897,13.398,12.703,9.837,8.907,11.871,19.375,11.449,12.593,17.694,15.632,14.896,10.192,9.145,9.217,8.957,9.759,8.428,6.008,8.145,10.013,5.903,8.428,13.602,7.832,8.114,9.551,6.511,8.85,7.637,7.828,8.598,5.611,6.511,5.116,11.024,7.488,7.607,7.535,7.385
FSM,171.91,169.483,164.565,159.765,155.287,150.57,145.92,141.246,136.562,130.527,125.095,119.958,114.81,110.042,105.447,101.014,96.739,92.713,88.959,85.441,82.093,79.014,76.128,73.5,71.048,68.822,66.772,64.932,63.309,61.969,60.865,59.97,59.172,58.396,57.527,56.43,55.084,54.145,51.93,50.357,48.99,47.696,46.65,45.69,44.749,43.784,42.683,41.457,40.176,38.88,39.386,36.636,40.688,35.18,34.924,34.616,34.501,34.362,34.112,33.601,33.031,32.373,31.567,30.7,29.834,29.491,27.973,27.062,26.259,25.484,24.684,23.864
GAB,298.703,290.416,282.253,274.193,266.436,258.601,250.794,243.464,236.079,229.234,222.278,215.494,208.931,202.501,196.445,190.507,184.613,178.92,173.644,168.323,163.217,158.254,153.419,148.631,143.977,139.5,135.169,130.94,126.783,122.795,118.959,115.29,111.677,108.435,105.302,102.564,100.021,97.696,95.72,93.938,92.369,91.017,89.872,88.927,88.298,87.527,87.047,86.047,85.145,84.098,82.681,81.153,79.6,77.463,75.503,73.385,71.496,69.179,66.697,63.881,61.218,58.466,56.024,53.703,51.386,48.835,45.813,43.884,42.649,41.737,40.643,39.41
GBR,35.601,36.048,33.772,32.517,30.008,29.776,28.389,28.142,26.966,26.625,26.527,26.026,26.064,25.48,24.197,22.924,22.937,21.691,21.943,21.356,21.391,20.619,20.007,19.5,19.113,18.072,16.585,16.352,15.929,15.23,14.387,13.061,12.754,11.936,11.422,11.209,11.171,10.867,10.666,10.064,9.535,8.824,7.821,7.628,7.305,7.21,7.292,6.862,6.785,6.831,6.444,6.372,6.172,6.355,5.982,5.935,5.949,5.791,5.584,5.394,5.129,5.047,4.771,4.526,4.469,4.5,4.468,4.426,4.325,4.272,4.184,4.098
GEO,134.984,133.47,130.474,127.504,124.564,121.657,118.779,115.929,113.104,110.305,107.523,104.754,101.993,99.244,96.501,93.722,90.938,88.143,85.407,82.753,80.256,77.969,75.919,74.145,72.649,71.416,68.79,66.221,63.753,61.457,59.286,57.211,55.23,53.414,51.845,50.597,49.664,49.439,48.541,48.336,47.895,47.847,47.187,46.704,46.077,45.289,44.106,42.679,40.943,38.902,36.664,34.203,31.584,28.919,26.267,23.709,21.33,19.177,17.258,15.594,14.207,13.092,12.175,11.453,10.922,10.693,10.208,9.957,9.738,9.508,9.263,9.009
GGY,34.59,34.497,27.901,27.302,28.865,23.895,27.422,28.659,26.285,26.581,24.773,31.354,30.503,28.872,25.137,25.156,25.823,21.646,28.315,27.438,24.794,25.183,21.944,22.295,22.556,23.169,21.818,21.402,19.096,20.145,18.216,18.43,18.598,18.749,15.993,16.949,16.1,13.761,13.76,12.856,12.933,15.51,11.629,13.639,11.872,12.026,11.713,12.086,10.605,10.173,10.077,9.89,9.809,9.851,9.153,8.816,8.034,8.151,7.251,7.84,7.477,7.099,7.488,7.527,7.144,7.577,7.29,7.72,7.542,7.462,7.584,7.588
GHA,253.695,247.361,241.793,236.373,231.284,226.364,221.788,217.614,214.077,211.045,208.436,206.358,204.792,203.608,202.477,202.193,202.291,202.627,203.118,203.178,202.562,201.799,199.227,195.925,191.925,186.851,181.559,176.951,172.726,169.645,167.489,165.937,165.104,162.658,159.243,155.064,149.809,144.309,138.37,132.611,127.497,123.47,120.036,117.617,116.709,114.46,112.429,110.124,107.188,103.789,99.731,95.821,91.889,88.497,85.577,82.973,80.539,78.04,75.207,72.202,69.133,65.941,62.795,59.843,57.194,54.606,52.315,50.142,48.245,46.395,44.732,43.26
GIB,53.326,73.975,68.148,63.289,55.783,57.452,57.568,53.537,49.882,48.14,45.678,45.927,44.691,45.672,41.351,39.985,43.983,38.258,39.261,41.88,38.74,36.888,37.564,35.389,38.424,33.666,35.342,32.334,31.384,30.886,28.163,28.124,28.643,25.826,23.735,22.738,22.034,25.048,20.083,25.04,20.301,20.646,23.053,17.697,16.623,20.926,18.954,14.847,14.29,13.169,13.315,13.643,14.757,15.488,13.764,13.083,14.458,17.265,14.803,13.312,13.63,12.474,10.783,14.107,12.409,14.288,12.705,12.543,12.15,11.883,11.732,11.539
GIN,359.157,359.133,358.883,358.276,357.714,356.167,355.083,353.674,351.968,350.263,348.07,345.6,343.184,340.729,338.139,335.5,332.572,329.588,326.086,323.417,320.543,317.205,313.939,310.917,307.453,303.554,299.062,294.675,289.776,285.006,280.086,275.343,270.434,266.057,261.175,256.6,252.085,247.032,242.605,237.533,232.037,226.13,219.62,213.091,206.93,199.717,192.186,185.259,178.39,171.338,164.38,157.707,151.128,145.061,139.757,134.846,130.578,127.023,123.378,120.553,117.765,115.277,113.044,110.712,109.608,107.622,104.742,102.727,100.557,98.208,95.694,93.047
GLP,147.922,144.188,136.912,129.855,123.026,116.52,110.395,104.554,99.017,93.778,88.841,84.187,79.791,75.636,72.171,67.965,65.252,61.083,57.928,54.934,52.102,49.418,46.881,44.483,42.213,40.058,38.018,36.09,34.267,32.539,30.901,29.349,27.881,26.493,25.175,23.924,22.735,21.609,20.542,19.685,18.569,17.657,16.793,15.975,15.198,14.459,13.758,13.093,12.462,11.97,11.29,10.746,10.227,9.732,9.272,8.822,8.411,8.031,7.686,7.369,7.073,6.792,6.517,6.246,5.976,5.713,5.462,5.332,5.027,4.849,4.699,4.572
GMB,409.268,407.114,403.769,399.496,395.73,392.453,389.416,381.725,374.007,366.904,359.672,352.65,346.177,339.788,333.305,326.809,320.459,314.051,307.663,301.235,295.135,288.741,281.443,275.203,268.698,261.84,255.2,249.374,245.059,236.751,230.203,223.971,217.282,210.82,204.127,197.414,190.742,183.976,177.84,172.184,166.322,160.762,155.156,149.53,143.907,138.598,133.312,128.934,123.048,118.819,113.43,108.766,104.135,99.79,95.582,91.819,87.582,83.846,80.176,76.91,73.794,70.602,67.818,65.031,62.398,59.834,57.525,55.321,53.152,51.248,49.457,47.81
GNB,350.14,348.882,346.402,343.974,341.636,339.307,337.01,334.729,332.437,330.029,327.671,324.919,322.038,318.77,315.375,311.744,308.005,304.38,300.815,297.232,294.111,290.9,287.602,284.285,280.802,277.275,273.438,269.616,265.753,261.952,258.313,254.854,251.642,248.854,246.104,243.558,239.425,235.147,230.474,226.238,221.968,217.645,213.163,208.591,205.829,198.956,194.437,194.723,183.942,181.376,173.603,168.211,162.584,156.652,150.586,146.67,138.32,132.176,127.353,120.117,114.301,108.954,104.138,99.562,95.531,91.895,88.548,85.334,82.423,79.512,76.748,74.229
GNQ,300.802,299.323,296.272,293.276,290.312,287.342,284.395,281.464,278.591,275.691,272.849,269.956,267.176,264.221,261.446,258.554,255.934,253.213,250.334,282.872,280.179,260.605,242.635,240.635,245.604,254.178,273.387,237.276,233.029,237.485,210.658,205.201,200.128,196.097,192.664,188.373,185.132,182.837,180.917,179.3,177.731,176.31,174.905,173.477,172.215,170.54,168.732,166.164,163.092,159.352,155.29,151.121,146.805,142.336,137.836,133.565,128.633,124.079,119.485,115.144,111.073,107.187,103.541,99.99,96.417,93.03,89.818,86.797,83.596,80.85,78.26,75.702
GRC,56.344,58.748,60.878,62.088,60.769,58.086,54.415,50.634,47.917,46.534,45.829,45.176,44.088,42.635,40.869,39.368,38.464,37.697,36.096,33.474,30.893,29.148,28.18,27.611,27.111,26.402,25.278,23.907,22.381,20.942,19.548,18.262,17.087,16.155,15.412,14.677,13.787,12.839,11.857,11.063,10.413,9.88,9.455,9.104,8.822,8.515,8.14,7.76,7.317,6.925,6.409,5.995,5.575,5.205,4.876,4.582,4.323,4.112,3.976,3.924,3.931,3.962,4.025,4.128,4.267,4.377,4.39,4.352,4.232,4.161,4.1,3.99
GRD,149.372,148.318,146.326,143.287,139.183,134.272,128.754,122.745,116.215,109.074,101.401,93.349,85.505,79.011,72.504,67.761,64.194,61.539,59.444,57.682,56.053,54.479,52.887,51.224,49.471,47.7,45.862,43.945,41.984,39.98,37.973,35.989,34.094,32.268,30.538,28.938,27.445,26.057,24.769,23.535,22.362,21.224,20.151,19.19,18.342,17.611,17.017,16.51,16.087,15.753,15.461,15.212,14.997,14.822,18.989,14.597,14.574,14.613,14.709,14.858,15.055,15.27,15.511,15.758,15.991,16.204,16.409,16.565,16.614,16.527,16.335,16.078
GRL,165.673,161.558,157.588,155.788,144.898,134.778,125.507,116.924,108.231,97.766,93.748,94.775,93.197,93.029,91.052,88.184,81.631,81.218,73.294,67.99,59.936,53.082,49.9,47.628,48.384,51.277,50.658,46.787,42.252,40.016,39.708,39.258,39.895,39.136,36.449,33.874,33.252,34.779,32.928,32.66,38.09,35.998,19.152,25.939,29.584,29.52,26.584,25.036,26.658,21.628,17.77,15.21,14.225,12.032,13.045,15.639,14.212,15.705,11.777,11.175,11.273,11.82,12.039,11.37,11.863,11.502,11.34,7.586,11.193,11.128,10.891,10.702
