iso,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
COK,137.955,132.454,126.04,119.768,113.897,108.167,102.562,96.947,91.447,86.05,80.746,75.53,70.468,65.593,61.092,56.854,52.783,48.94,45.424,42.168,39.181,36.505,34.201,32.236,30.579,29.181,27.998,26.962,25.998,25.1,24.269,23.51,22.821,22.213,21.652,21.175,20.75,21.528,20.222,20.092,21.226,19.931,19.809,19.617,19.315,18.872,18.282,21.327,16.795,16.011,15.285,14.599,13.93,13.283,12.632,11.997,11.371,10.773,10.202,9.678,9.225,8.822,8.449,8.123,7.819,7.525,7.251,7.003,6.762,6.535,6.323,6.129
COL,129.557,127.704,124.138,120.53,117.027,113.659,110.338,105.933,102.857,99.303,96.127,93.35,90.83,88.287,85.925,83.665,81.447,79.269,76.995,74.696,72.511,69.955,67.475,64.94,62.28,59.469,56.671,53.824,50.993,48.332,45.652,43.208,40.858,38.712,36.724,36.408,33.49,32.258,31.027,29.961,28.994,28.113,27.228,26.366,25.509,24.643,23.813,22.992,22.261,21.645,20.938,20.439,19.715,19.111,18.575,18.063,17.533,17.03,16.475,15.962,15.539,15.067,14.514,14.025,13.594,13.17,12.749,12.382,11.968,11.593,11.218,10.943
COM,192.759,200.55,189.798,187.783,185.707,183.568,181.368,179.111,176.802,174.456,172.087,169.709,167.338,164.983,162.64,160.293,157.914,155.477,152.969,150.39,147.771,144.878,142.085,139.238,136.414,135.673,130.608,127.517,124.243,120.905,117.503,114.122,110.764,107.757,104.29,101.208,98.227,95.638,92.783,90.3,87.86,85.451,83.041,80.748,78.764,77.054,75.691,74.61,74.342,73.32,73.151,72.47,72.577,72.07,71.33,70.184,68.814,67.372,65.596,64.019,62.408,60.682,59.096,57.418,55.946,54.429,52.833,51.341,49.847,48.339,46.893,45.613
CPV,139.765,137.283,134.969,132.875,131.027,129.365,127.949,126.668,125.499,124.204,123.022,121.951,120.569,119.096,117.559,115.717,113.553,110.964,108.175,105.029,101.371,97.484,93.381,89.249,85.228,81.237,77.573,74.037,71.123,68.755,66.958,65.656,64.624,63.476,62.366,60.031,57.391,54.419,51.449,48.828,46.87,45.696,45.14,44.999,44.945,45.869,42.804,40.46,37.395,33.998,30.765,28.01,25.872,24.424,23.559,23.118,22.953,22.87,22.689,22.417,21.725,20.903,19.894,18.765,17.566,16.434,15.216,14.183,13.32,12.607,11.997,11.499
CRI,114.202,112.93,110.439,107.835,105.271,102.712,100.109,97.511,94.903,92.271,89.636,87,84.368,81.755,79.105,76.437,73.784,71.167,68.662,65.955,63.257,60.106,56.795,53.207,49.327,45.309,41.253,37.324,33.663,30.372,27.534,25.164,23.203,21.576,20.214,18.561,17.895,16.995,16.055,15.075,14.338,13.794,13.334,13.061,12.836,12.689,12.619,12.326,12.03,11.663,11.199,10.763,10.415,10.092,9.88,9.741,9.619,9.559,9.406,9.237,9.083,8.79,8.529,8.248,8.004,7.795,7.615,7.438,7.24,7.024,6.786,6.533
CUB,80.139,79.065,76.881,74.686,72.495,70.342,68.191,66.037,63.878,61.745,59.532,57.341,55.139,53.743,50.716,48.518,46.358,44.24,42.17,40.138,38.11,36.003,33.811,31.524,29.171,26.837,24.631,22.66,20.973,19.613,17.646,16.836,16.062,15.296,14.591,13.927,13.292,12.69,12.11,11.564,11.044,10.551,10.087,9.647,9.234,8.846,8.479,8.128,7.801,7.493,7.204,6.939,6.685,6.443,6.224,6.014,5.818,5.636,5.468,5.31,5.163,5.024,4.899,4.782,4.67,4.567,4.47,4.376,4.283,4.193,4.097,3.998
CUW,74.978,72.618,68.076,63.891,60.069,56.613,53.52,50.781,48.38,46.285,44.455,42.827,41.367,40.003,38.682,37.362,36.016,34.657,33.296,31.927,30.555,29.188,27.848,26.553,25.315,24.14,23.027,21.977,20.993,20.085,19.279,18.605,18.068,17.661,17.367,17.142,16.933,16.699,16.415,16.366,15.713,15.367,15.092,14.918,14.847,14.919,14.948,15.044,15.114,15.135,15.092,14.981,14.814,14.601,14.34,14.023,13.638,13.19,12.689,12.152,11.604,11.077,10.594,10.169,9.813,9.522,9.283,9.073,8.873,8.671,8.466,8.256
CYM,90.797,89.417,86.65,83.975,81.36,78.825,76.329,73.924,71.628,69.427,67.095,65.074,63.114,61.178,59.305,57.504,55.801,54.179,52.638,51.142,49.581,47.889,46.031,44.011,41.824,39.47,37.069,34.698,32.38,30.2,28.158,26.31,24.715,23.264,21.981,20.828,19.768,18.785,17.861,16.977,16.131,15.708,14.936,13.835,13.776,13.223,12.713,12.239,11.816,11.612,11.413,11.213,11.015,10.82,10.807,10.446,10.728,10.092,9.919,9.755,7.192,9.407,9.246,9.08,8.916,8.745,8.588,8.434,8.294,8.161,8.036,7.883
CYP,100.786,98.211,93.297,88.697,84.021,79.662,75.426,71.405,67.607,64.006,60.576,57.319,54.264,55.481,52.717,45.955,43.461,41.092,38.832,36.706,34.653,32.722,30.602,28.603,26.483,24.21,21.919,19.751,17.986,16.97,16.589,16.332,15.689,14.554,13.176,11.803,10.722,10.147,9.982,10.014,10.041,9.963,9.642,9.128,8.584,8.087,7.595,7.121,6.646,6.18,5.741,5.33,4.949,4.595,4.256,3.937,3.651,3.416,3.227,3.064,2.922,2.795,2.681,2.585,2.514,2.47,2.442,2.43,2.422,2.399,2.356,2.303
CZE,64.757,56.428,44.061,34.216,29.744,27.451,25.402,24.566,22.712,20.421,19.861,19.487,21.163,20.894,19.067,23.007,21.622,21.2,21.482,22.021,20.654,20.527,20.326,20.328,19.555,19.244,18.831,18.44,16.932,15.51,15.786,14.957,14.853,14.314,14.02,12.431,12.189,11.874,11.16,9.787,11.026,10.198,9.702,8.441,7.371,7.399,5.875,5.862,5.242,4.587,4.162,4.003,4.201,3.928,3.83,3.463,3.393,3.256,2.854,2.847,2.614,2.604,2.631,2.45,2.419,2.453,2.837,2.676,2.543,2.542,2.457,2.376
DEU,57.613,54.454,51.478,48.659,45.997,43.482,41.095,39.012,37.864,36.415,35.019,32.683,29.719,28.108,25.901,23.768,23.343,22.131,21.661,21.967,21.738,21.71,20.087,20.454,19.829,18.599,16.786,14.906,14.175,13.414,12.752,11.725,11.05,10.127,9.682,9.071,8.915,8.449,7.716,7.376,7.073,6.464,6.061,5.76,5.486,5.283,5.074,4.83,4.595,4.471,4.352,4.199,4.163,4.182,4.13,3.854,3.791,3.914,3.495,3.465,3.467,3.588,3.302,3.304,3.258,3.285,3.517,3.233,3.184,3.179,3.121,3.064
DJI,168.073,167.065,165.005,162.825,160.588,158.299,155.961,153.565,151.151,148.682,146.198,143.773,141.412,139.086,136.796,134.372,131.735,128.849,125.673,122.338,119.078,117.018,113.067,110.511,108.286,106.465,104.899,102.241,99.771,97.365,94.93,93.126,90.244,87.935,85.624,83.576,81.467,79.56,77.779,76.288,74.974,73.492,72.452,71.924,72.951,69.946,69.104,68.499,67.323,66.159,65.065,63.633,62.259,60.843,60.127,58.034,56.604,55.275,53.87,52.464,51.283,50.027,48.751,47.527,46.329,45.189,43.978,42.857,41.726,40.684,39.584,38.574
DMA,136.667,133.735,152.223,142.165,132.751,146.306,138.526,121.333,119.222,111.813,93.024,91.455,82.899,100.035,63.975,60.089,65.759,54.443,61.032,57.588,47.286,50.407,37.806,37.785,33.071,29.794,26.39,24.757,19.854,15.581,14.536,11.738,10.379,14.612,19.104,21.169,17.822,20.247,14.592,19.901,17.611,17.809,15.625,14.329,16.35,13.262,13.475,13.768,13.166,19.426,16.662,19.856,13.662,17.75,14.433,17.773,13.932,17.451,12.831,19.84,21.197,30.555,27.991,37.077,36.264,33.923,30.377,35.003,12.061,11.967,11.818,11.53
DNK,30.437,28.241,29.047,27.065,26.521,25.22,24.863,23.088,22.287,22.258,21.964,21.945,20.054,19.726,18.755,18.967,17.151,15,15.674,14.525,14.214,13.932,12.066,11.242,10.771,10.417,9.598,8.473,8.726,8.539,8.248,7.616,8.124,7.587,7.72,8.039,8.233,8.29,7.774,8.124,7.536,7.31,6.698,5.386,5.561,4.983,5.455,5.187,4.623,4.209,5.359,4.78,4.374,4.432,4.335,4.311,3.862,3.946,4.006,2.99,3.386,3.366,3.351,3.366,4.046,3.748,3.194,3.716,3.626,2.945,3.145,2.854
DOM,170.997,169.023,165.082,161.177,157.311,153.488,149.711,145.982,142.308,138.695,135.15,131.678,128.28,125.273,121.663,118.377,115.12,111.69,108.237,104.695,101.092,97.454,93.826,90.258,86.788,83.442,80.276,77.269,74.415,72.7,69.334,67.095,64.928,62.888,60.909,58.969,56.983,54.975,52.944,50.892,48.843,46.853,44.934,43.18,41.49,39.981,38.59,37.256,36.15,34.771,33.578,32.425,31.326,30.184,30.546,29.396,29.107,28.957,28.69,28.557,28.453,28.47,28.363,28.336,28.335,28.34,28.352,28.294,28.134,27.849,27.4,26.844
DZA,174.34,173.078,170.572,167.995,165.608,164.676,164.225,163.778,163.289,162.867,162.788,162.826,165.262,163.603,164.205,164.758,165.18,165.146,164.588,163.277,161.175,158.338,154.682,150.422,145.489,140.194,134.525,128.601,122.306,115.497,107.787,98.248,87.875,77.036,66.601,57.775,51.082,46.306,43.045,40.926,39.534,38.521,37.697,36.893,36.076,35.222,34.448,33.786,33.281,32.924,32.563,32.287,31.135,30.245,28.97,27.805,26.674,25.644,24.652,23.746,22.981,22.407,21.99,21.664,21.418,21.175,20.862,20.488,20.077,19.634,19.175,18.701
ECU,145.835,144.945,143.33,141.744,139.781,137.842,134.08,130.452,126.938,123.454,120.213,117.186,114.334,111.553,108.972,106.588,104.488,102.556,100.801,99.287,97.347,95.298,92.851,90.013,86.89,83.521,80.231,77.015,73.97,71.047,68.118,65.135,62.189,59.382,56.192,53.401,50.84,48.514,46.423,44.471,42.547,40.837,38.823,36.905,34.835,32.861,30.889,29.12,27.371,25.71,24.35,23.155,22.082,21.127,20.296,19.546,18.838,18.118,17.437,16.686,15.983,15.277,14.646,14.028,13.487,13.011,12.65,12.171,11.789,11.404,10.992,10.583
EGY,275.214,269.85,259.274,249.272,239.92,231.288,225.929,220.528,215.343,210.011,204.493,198.871,193.005,187.38,182.209,177.583,173.609,170.321,167.696,165.491,163.509,161.417,158.87,155.63,151.416,146.426,140.818,134.959,129.014,123.179,117.39,111.518,105.508,99.266,92.88,86.617,80.842,75.803,71.459,67.853,64.766,61.919,59.138,56.261,53.388,50.288,47.356,44.576,41.968,39.569,37.384,35.388,33.608,31.987,30.552,29.254,28.051,26.905,25.821,24.784,23.787,22.86,21.93,21.137,20.3,19.579,18.87,18.235,17.614,17.007,16.447,15.932
ERI,209.187,207.567,204.624,201.435,198.004,194.345,190.163,185.698,181.128,176.573,171.93,167.539,163.548,159.971,156.767,153.946,151.365,148.844,146.228,143.341,140.335,137.264,134.241,131.252,128.357,125.581,123.026,120.721,118.645,116.847,115.305,113.865,112.417,110.937,109.376,107.598,105.468,103.12,100.462,99.114,93.913,89.993,85.885,81.366,76.967,72.561,68.522,64.955,61.576,66.132,58.107,53.734,51.552,49.656,47.857,46.26,44.436,42.932,41.72,40.281,39.033,37.939,36.82,35.806,34.83,33.91,33.059,32.177,31.295,30.484,29.694,28.826
ESH,222.247,220.655,217.474,214.364,211.285,208.237,205.171,202.18,199.259,196.412,193.612,190.735,187.86,185.035,182.257,179.564,176.999,174.535,172.301,169.938,167.39,164.476,160.66,156.75,152.2,147.184,141.932,136.566,131.367,126.467,121.511,116.832,112.054,107.168,102.548,98.025,93.726,89.934,86.479,83.387,80.771,78.512,76.335,74.225,72.026,69.829,67.623,65.335,63.04,60.629,58.322,56.119,53.851,51.717,49.534,47.515,45.642,43.658,41.814,39.768,37.906,36.256,34.77,33.291,32.026,30.845,29.758,28.807,27.951,27.164,26.417,25.602
ESP,74.509,72.391,62.205,58.088,54.75,57.263,52.519,54.544,48.164,47.908,45.499,47.634,41.535,40.587,39.643,37.104,35.698,34.163,31.821,30.462,28.13,25.848,22.783,21.401,20.198,18.501,17.169,15.696,14.996,13.882,11.903,11.724,11.012,10.529,9.717,8.726,9.051,8.678,7.977,7.715,7.608,7.18,7.051,6.526,5.881,5.426,5.497,5.009,4.789,4.509,4.413,4.026,4.119,3.941,3.99,3.732,3.518,3.437,3.376,3.095,3.15,3.052,2.974,2.619,2.819,2.63,2.635,2.652,2.604,2.587,2.491,2.474
EST,31.516,32.079,31.547,30.725,29.46,29.594,28.381,27.256,26.676,26.03,25.632,24.28,24.29,23.681,22.091,21.183,21.484,20.734,20.2,19.553,20.369,18.865,19.877,19.263,19.436,19.723,20.284,19.373,20.033,21.265,20.726,20.24,19.25,19.617,17.437,18.291,16.71,16.727,14.499,14.836,13.87,14.119,14.977,14.483,15.378,14.338,12.511,10.431,11.064,9.712,10.018,9.1,6.918,7.395,6.882,6.446,4.671,5.11,5.301,3.936,4.06,3.135,3.679,2.553,3.076,2.816,2.676,2.587,1.816,1.6,1.538,1.441
ETH,199.431,198.129,195.38,192.343,189.094,185.572,181.857,216.335,211.815,169.939,165.792,161.752,157.985,154.59,151.617,149.6,160.562,146.534,146.202,146.011,145.707,145.42,151.957,151.59,163.161,163.005,147.921,147.624,147.126,143.425,141.923,140.402,138.64,180.933,177.546,171.407,167.892,126.586,125.078,123.077,122.035,117.577,114.281,111.148,107.69,104.128,100.543,97.085,93.71,90.921,87.238,83.878,80.344,76.823,73.147,69.55,66.252,62.848,59.801,57.051,54.386,51.862,49.572,47.357,45.231,43.202,41.41,39.604,38.041,36.627,35.418,34.422
FIN,41.824,34.235,31.98,33.265,30.339,29.704,25.384,27.571,23.585,23.883,21.013,21.005,20.365,18.264,16.885,17.389,15.191,14.994,13.588,13.909,13.482,12.625,11.728,10.503,11.409,9.745,9.957,8.947,7.533,7.598,7.569,6.507,6.027,6.116,6.384,6.151,5.71,6.12,6.15,5.997,5.632,5.774,5.141,4.284,4.712,3.844,3.883,3.844,4.093,3.634,3.691,3.208,3.046,3.114,3.333,3.022,2.856,2.727,2.629,2.716,2.278,2.34,2.366,1.642,2.165,1.68,1.883,1.951,2.025,2.047,1.794,1.932
FJI,90.833,88.096,85.256,81.642,78.185,74.684,71.349,68.176,65.202,62.391,59.767,57.317,55.007,52.82,50.819,49.029,47.502,46.312,45.431,44.838,44.433,44.191,44.02,44.125,43.286,42.605,41.642,40.426,39.006,37.765,35.932,34.217,32.673,31.297,29.981,28.989,28.031,26.755,25.783,24.997,23.968,23.119,22.343,21.72,20.975,20.422,19.92,19.635,19.181,18.998,18.836,18.721,18.739,18.957,19.178,19.368,19.66,19.872,19.903,20.009,19.771,19.7,19.879,19.78,20.009,20.345,20.979,21.255,21.828,22.328,22.781,23.079
FLK,126.607,125.565,120.973,118.591,115.78,113.66,110.931,108.503,105.86,103.29,100.799,100.318,99.337,99.26,97.379,96.962,96.524,94.515,94.644,94.039,92.725,91.157,90.683,89.571,88.635,88.079,88.556,88.513,91.607,95.803,100.368,104.929,109.378,112.526,114.775,115.705,115.848,115.173,113.835,110.572,105.846,99.661,90.123,79.844,69.477,59.262,49.928,41.92,34.868,28.922,24.116,20.297,18.452,16.773,15.331,14.111,13.131,12.291,11.578,10.986,10.681,10.216,10.19,10.09,9.794,10.111,9.912,9.805,9.824,9.682,9.977,9.742
FRA,51.318,49.571,44.877,41.225,40.661,38.135,35.843,33.503,31.134,29.333,27.176,25.691,25.439,25.598,23.263,21.614,21.572,20.436,20.266,19.624,18.306,17.312,16.046,15.221,14.38,13.416,12.715,11.861,10.764,10.404,10.484,9.903,9.544,8.974,8.516,8.433,8.173,7.871,7.962,7.596,7.41,7.316,6.808,6.42,5.989,4.996,4.831,4.756,4.718,4.432,4.578,4.529,4.16,4.092,4.026,3.679,3.809,3.671,3.72,3.772,3.586,3.361,3.468,3.597,3.477,3.637,3.607,3.774,3.821,3.749,3.678,3.607
FRO,62.21,83.776,48.67,50.568,72.253,53.937,25.799,24.339,24.095,27.434,27.257,22.702,19.896,17.82,18.331,19.051,17.728,17.25,16.827,15.774,16.62,16.107,15.517,11.241,11.475,9.686,11.694,13.718,13.301,12.131,8.617,10.069,11.782,11.289,10.622,8.144,7.275,9.78,15.799,9.372,10.219,10.115,9.651,7.911,8.444,7.212,6.632,6.436,8.089,6.572,4.525,5.802,7.183,4.526,5.681,8.653,6.102,6.572,7.862,5.249,6.11,5.971,6.506,7.177,4.541,5.334,4.135,7.557,5.148,5.307,6.239,6.115
FSM,117.523,116.122,113.348,110.572,107.793,105.012,102.226,99.437,96.641,92.98,89.698,86.534,83.327,80.348,77.397,74.542,71.782,69.163,66.686,64.339,62.098,60.013,58.057,56.26,54.576,53.042,51.609,50.328,49.193,48.25,47.494,46.861,46.295,45.742,45.098,44.314,43.349,42.453,41.074,39.933,38.895,37.988,37.219,36.532,35.829,35.118,34.307,33.37,32.411,31.431,31.061,29.75,30.751,28.638,28.393,28.206,28.119,28.016,27.828,27.437,27.001,26.476,25.85,25.177,24.504,23.997,23.056,22.34,21.707,21.094,20.46,19.806
GAB,158.621,154.934,151.32,147.742,144.25,140.701,137.204,133.833,130.544,127.353,124.148,121.02,117.982,114.986,112.175,109.403,106.672,103.955,101.363,98.796,96.307,93.898,91.485,89.176,86.877,84.631,82.418,80.311,78.178,76.123,74.118,72.201,70.332,68.599,66.996,65.488,64.128,62.886,61.807,60.84,59.988,59.259,58.638,58.102,57.732,57.305,57.009,56.572,56.056,55.432,54.673,53.807,52.886,51.752,50.625,49.41,48.245,46.846,45.434,43.934,42.403,41.04,39.67,38.371,37.03,35.553,33.752,32.565,31.614,30.942,30.138,29.212
GBR,30.099,30.378,28.906,27.742,26.147,25.771,24.793,24.326,23.515,23.012,23.081,22.375,22.651,21.928,21.054,19.699,19.601,18.628,18.738,18.245,18.498,17.833,17.039,16.665,16.41,15.578,14.244,14.082,13.619,13.205,12.363,11.105,10.911,10.192,9.68,9.404,9.511,9.236,9.024,8.426,8.038,7.348,6.528,6.328,6.131,6.141,6.166,5.79,5.678,5.739,5.526,5.456,5.244,5.38,5.115,5.102,5.058,4.902,4.758,4.678,4.411,4.334,4.128,3.843,3.844,3.871,3.845,3.881,3.791,3.76,3.686,3.615
GEO,106.16,105.08,102.934,100.805,98.692,96.598,94.518,92.453,90.403,88.363,86.329,84.298,82.269,80.241,78.207,76.133,74.047,71.957,69.911,67.918,66.035,64.292,62.734,61.381,60.238,59.294,57.274,55.29,53.375,51.592,49.894,48.262,46.699,45.26,44.018,43.028,42.285,41.978,41.388,41.163,40.87,40.693,40.294,39.907,39.403,38.74,37.813,36.634,35.224,33.578,31.743,29.712,27.534,25.308,23.072,20.902,18.868,17.013,15.349,13.898,12.679,11.688,10.88,10.247,9.775,9.502,9.137,8.913,8.715,8.51,8.291,8.064
GGY,28.69,28.606,23.407,22.974,24.212,20.278,23.099,24.059,22.182,22.417,20.966,26.138,25.492,24.228,21.263,21.271,21.801,18.444,23.787,23.091,20.988,21.311,18.704,18.99,19.198,19.692,18.591,18.244,16.357,17.223,15.641,15.823,15.96,16.083,13.779,14.59,13.872,11.887,11.884,11.114,11.179,13.369,10.055,11.779,10.265,10.398,10.127,10.447,9.17,8.796,8.713,8.549,8.477,8.51,7.901,7.607,6.931,7.031,6.251,6.762,6.444,6.116,6.447,6.481,6.151,6.523,6.277,6.649,6.495,6.423,6.529,6.532
GHA,149.236,145.505,142.161,139.002,136.059,133.184,130.626,128.257,126.209,124.562,123.135,122.028,121.173,120.557,120.124,119.965,120.023,120.193,120.298,120.33,120.149,119.671,118.407,116.694,114.526,111.973,109.137,106.609,104.431,102.801,101.6,100.778,100.174,98.898,97.109,94.894,92.184,89.126,85.804,82.687,79.833,77.561,75.653,74.338,73.682,72.573,71.424,70.151,68.565,66.592,64.347,62.07,59.898,58.003,56.327,54.863,53.458,52.037,50.483,48.82,47.017,45.215,43.382,41.745,40.216,38.738,37.447,36.199,35.067,34,33.046,32.104
GIB,38.305,49.933,46.667,43.903,39.673,40.596,40.673,38.422,36.213,35.202,33.819,33.96,33.211,33.758,31.19,30.239,32.805,29.13,29.919,31.512,29.612,28.415,28.879,27.445,29.359,26.275,27.399,25.343,24.67,24.31,22.252,22.306,22.705,20.53,18.941,18.141,17.593,19.975,16.044,20.003,16.22,16.488,18.414,14.169,13.309,16.734,15.159,11.887,11.407,10.517,10.587,10.82,11.752,12.308,10.916,10.441,11.534,13.797,11.816,10.559,10.851,9.94,8.522,11.237,9.935,11.418,10.06,9.923,9.601,9.382,9.258,9.098
GIN,202.696,202.713,202.559,202.292,201.934,201.458,200.863,200.189,199.33,198.336,197.253,196.116,194.893,193.686,192.441,191.1,189.678,188.198,186.795,185.315,183.892,182.309,180.697,178.985,177.191,175.259,173.177,170.906,168.579,166.214,163.785,161.409,159.053,156.774,154.379,152.025,149.726,147.368,144.956,142.379,139.632,136.618,133.372,129.932,126.614,122.962,119.136,115.512,111.869,108.133,104.414,100.835,97.281,93.986,91.041,88.352,86.004,83.954,81.969,80.355,78.79,77.372,76.094,74.822,73.87,72.738,71.244,70.065,68.802,67.412,65.955,64.38
GLP,87.079,85.277,81.745,78.324,74.96,71.742,68.701,65.782,62.984,60.297,57.72,55.249,52.886,50.623,48.615,46.377,44.662,42.477,40.655,38.906,37.229,35.624,34.087,32.615,31.206,29.854,28.559,27.319,26.132,24.996,23.907,22.865,21.87,20.92,20.011,19.138,18.302,17.503,16.739,16.06,15.307,14.637,13.996,13.382,12.795,12.233,11.695,11.18,10.689,10.256,9.769,9.337,8.921,8.523,8.143,7.785,7.447,7.135,6.851,6.587,6.341,6.105,5.874,5.644,5.414,5.189,4.972,4.805,4.591,4.432,4.295,4.179
GMB,174.012,173.147,171.55,170.085,168.755,167.555,166.467,163.789,161.011,158.405,155.798,153.321,150.912,148.6,146.271,143.939,141.632,139.297,136.967,134.671,132.42,130.078,127.703,125.279,122.876,120.378,117.94,115.538,113.994,110.89,108.522,106.131,103.678,101.247,98.722,96.129,93.593,91.084,88.653,86.335,84.038,81.793,79.544,77.267,75.033,72.801,70.591,68.668,66.255,64.509,62.116,60.088,58.051,56.099,54.189,52.432,50.484,48.749,47.032,45.443,43.876,42.327,40.923,39.544,38.211,36.903,35.688,34.532,33.394,32.393,31.427,30.523
GNB,187.628,187.058,185.928,184.819,183.732,182.664,181.611,180.566,179.514,178.432,177.29,176.061,174.718,173.252,171.671,170.002,168.298,166.605,164.959,163.37,161.834,160.331,158.816,157.265,155.663,154.007,152.277,150.505,148.724,146.96,145.242,143.613,142.101,140.711,139.435,138.26,136.17,134.109,131.96,129.99,127.93,125.845,123.676,121.496,119.827,116.793,114.5,113.766,109.447,107.741,104.328,101.61,98.783,95.778,92.696,90.253,86.368,83.131,80.327,76.748,73.621,70.668,68.005,65.484,63.266,61.239,59.325,57.488,55.828,54.125,52.528,51.036
GNQ,188.181,187.356,185.711,184.074,182.443,180.821,179.207,177.602,176.004,174.417,172.84,171.274,169.718,168.173,166.635,165.105,163.579,162.055,160.532,167.439,165.962,160.416,155.413,154.132,154.556,155.741,159.379,149.498,147.034,149.646,138.371,135.285,132.378,130.071,127.936,125.631,123.788,122.467,121.362,120.426,119.56,118.734,117.88,117.054,116.319,115.376,114.262,112.763,110.957,108.816,106.42,103.947,101.373,98.709,96.004,93.324,90.431,87.637,84.797,82.139,79.556,77.136,74.78,72.548,70.259,68.099,66.053,64.089,62.024,60.242,58.508,56.826
GRC,47.048,48.911,50.556,51.329,50.454,48.4,45.532,42.592,40.452,39.358,38.798,38.253,37.413,36.252,34.836,33.616,32.897,32.272,30.968,28.834,26.712,25.269,24.465,23.991,23.574,22.981,22.04,20.869,19.585,18.37,17.19,16.082,15.078,14.274,13.63,12.991,12.21,11.357,10.524,9.824,9.246,8.776,8.399,8.086,7.825,7.547,7.225,6.879,6.485,6.096,5.669,5.287,4.913,4.578,4.278,4.01,3.772,3.579,3.455,3.408,3.413,3.442,3.5,3.595,3.721,3.82,3.832,3.785,3.688,3.619,3.554,3.467
GRD,99.07,98.498,97.37,95.63,93.282,90.459,87.271,83.757,79.897,75.631,70.997,66.076,61.22,56.97,52.981,49.905,47.568,45.815,44.427,43.254,42.163,41.104,40.028,38.895,37.693,36.472,35.198,33.859,32.483,31.066,29.636,28.21,26.838,25.506,24.235,23.05,21.936,20.894,19.92,18.982,18.086,17.21,16.38,15.632,14.969,14.395,13.927,13.526,13.19,12.924,12.691,12.492,12.321,12.181,13.52,12.002,11.984,12.015,12.092,12.211,12.369,12.54,12.733,12.929,13.115,13.283,13.446,13.569,13.609,13.539,13.387,13.184
GRL,117.365,114.889,112.663,111.31,103.887,97.95,92.598,88.198,83.058,75.582,72.529,73.089,72.031,72.052,70.536,68.38,63.626,63.26,57.563,53.728,47.763,42.316,39.992,38.084,38.737,40.929,40.627,37.78,34.016,32.333,32.05,31.792,32.338,31.717,29.634,27.335,26.817,28.039,26.91,26.711,30.684,29.185,15.75,21.135,24.061,23.833,21.704,20.642,21.935,18.027,14.681,12.532,11.567,9.872,10.815,12.985,11.85,13.041,9.649,9.157,9.297,9.855,10.079,9.48,9.874,9.593,9.452,5.932,9.342,9.245,9.049,8.893
GTM,168.853,167.993,166.225,164.363,162.406,160.354,158.205,155.964,152.607,149.354,146.27,143.276,140.377,137.461,134.584,131.683,129.141,126.217,122.994,120.182,117.033,114.009,110.979,107.923,104.901,101.957,105.197,96.097,93.145,90.402,87.744,84.569,90.001,78.967,76.161,73.387,70.656,68.102,65.414,62.894,60.621,58.064,55.817,53.648,51.514,49.526,47.608,45.815,44.252,42.51,40.978,39.489,38.045,36.659,35.342,34.511,32.849,31.655,30.509,29.337,28.267,27.191,26.108,25.101,24.163,23.338,22.486,21.748,21.044,20.295,19.643,19.048
GUF,108.646,107.199,104.394,101.603,98.831,96.067,93.302,90.498,87.625,84.609,81.345,77.795,73.869,69.695,65.313,61.024,57.006,53.468,50.556,48.307,46.781,45.87,45.355,45.023,44.706,44.232,43.507,42.433,41.054,39.371,37.445,35.389,33.351,31.451,29.743,28.262,26.99,25.85,24.784,23.771,22.805,21.886,21.015,20.196,19.419,18.669,17.928,17.189,16.448,15.704,15.082,14.231,13.527,12.864,12.245,11.681,11.171,10.717,10.312,9.957,9.651,9.405,9.209,9.059,8.943,8.851,8.763,8.67,8.563,8.437,8.29,8.128
GUM,41.915,41.676,41.426,40.997,40.415,39.393,38.34,37.18,35.931,34.672,33.43,32.321,31.653,30.443,29.579,29.899,30.461,29.327,28.72,28.197,28.285,28.17,28.151,27.607,27.027,26.006,25.127,23.39,21.731,20.159,19.683,19.211,18.717,18.218,17.754,17.269,16.771,16.271,15.718,15.171,14.393,13.773,13.406,12.972,12.622,12.203,11.961,11.417,11.012,10.368,10.088,9.79,9.66,8.965,8.646,8.512,9.064,9.116,9.074,9.237,11.555,11.603,11.573,11.491,11.512,11.683,11.748,11.644,11.532,11.411,11.282,11.145
GUY,105.879,101.575,97.456,93.293,89.273,85.202,81.239,77.455,73.877,70.609,67.725,65.23,63.114,61.306,59.862,58.653,57.714,56.952,56.389,55.966,55.697,55.503,55.36,55.213,55.04,54.828,54.574,54.276,53.936,53.55,53.143,52.691,52.236,51.768,51.299,50.763,50.134,49.413,48.603,47.691,46.669,45.59,44.5,43.368,42.28,41.249,40.265,39.339,38.425,37.54,36.679,35.844,35.077,34.348,33.651,33.506,32.418,31.818,31.328,30.637,30.08,29.52,28.902,28.256,27.579,26.86,26.118,25.371,24.668,23.959,23.27,22.613
