iso,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
HKG,68.626,66.867,63.378,59.989,56.703,53.525,50.447,47.509,44.652,41.983,39.444,36.927,34.853,32.54,30.647,28.728,27.187,25.218,23.528,21.854,20.254,18.879,17.867,16.259,15.267,14.436,13.733,13.026,12.384,11.738,11.076,10.429,9.83,9.271,8.735,8.264,7.823,7.395,6.982,6.585,6.167,5.781,5.385,5.006,4.649,4.314,4.004,3.858,3.45,3.207,2.981,2.776,2.588,2.53,2.264,2.127,2.008,1.907,1.824,1.754,1.695,1.643,1.593,1.543,1.493,1.444,1.394,1.347,1.304,1.266,1.233,1.206
HND,173.208,171.99,169.475,166.803,163.971,160.978,157.825,153.056,148.443,144.064,139.94,136.311,132.084,128.281,124.524,120.765,117.081,113.432,109.85,106.308,102.789,99.328,95.88,94.226,97.4,85.931,82.769,79.556,76.392,73.301,70.297,67.391,64.688,61.826,59.182,56.63,54.194,51.863,49.656,47.492,45.474,43.554,41.744,40.818,38.76,37.008,35.494,34.059,41.003,31.396,30.022,28.762,27.523,26.332,25.173,24.116,23.057,22.097,21.251,20.284,19.661,18.75,18.018,17.39,16.778,16.187,15.669,15.169,14.647,14.209,13.772,13.403
HRV,88.844,86.188,80.665,77.356,72.571,69.872,67.025,63.478,59.482,57.026,53.158,50.12,47.961,45.542,43.032,41.005,39.274,37.577,36.093,34.243,32.865,31.147,29.969,28.126,26.8,25.029,24.537,23.616,23.597,22.042,22.147,21.551,20.473,21.203,18.508,17.325,16.329,15.166,13.794,13.193,12.591,13.22,12.266,10.971,10.953,10.795,9.481,9.364,8.058,7.279,6.777,7.876,7.065,6.692,5.941,5.806,5.247,5.273,4.689,5.14,3.944,4.329,3.626,3.634,4.511,3.839,3.812,3.71,3.852,3.609,3.735,3.877
HTI,248.209,243.686,235.078,227.052,220.007,212.917,206.859,203.4,199.765,196.58,193.348,190.124,187.005,188.36,181.034,177.952,175.221,171.777,168.531,165.24,161.954,158.559,155.302,151.578,148.033,144.551,141.029,137.653,134.363,131.276,128.427,125.373,122.4,119.497,116.784,113.968,111.334,108.44,105.812,103.224,100.667,98.039,95.294,92.637,90.481,87.193,84.453,81.703,79.259,76.728,74.426,72.171,70.159,68.448,70.675,65.229,63.786,62.565,61.391,59.919,75.865,58.289,56.692,55.335,54.054,52.822,51.832,50.162,48.9,47.831,46.652,45.994
HUN,84.931,81.925,69.933,73.517,62.503,57.393,56.591,58.808,55.566,50.637,46.617,43.001,45.939,43.353,39.789,38.877,39.112,38.451,35.767,35.627,35.354,35.239,33.639,33.987,37.751,32.647,29.183,25.593,23.601,23.234,22.011,20.313,19.43,18.607,20.249,20.802,18.778,17.194,15.692,15.656,15.04,15.598,13.772,12.27,11.38,10.652,10.433,9.624,9.559,8.366,9.367,8.081,7.277,7.265,6.734,6.305,5.836,5.887,5.678,5.112,5.183,4.951,4.911,5.095,4.608,4.11,3.96,3.48,3.243,3.625,3.398,3.399
IDN,189.136,186.777,182.035,177.374,172.854,168.385,164.025,159.82,155.757,151.938,148.272,144.79,141.373,138.079,134.754,142.703,129.506,124.765,121.44,117.996,114.647,111.452,108.352,105.26,102.277,99.434,96.75,94.118,91.649,89.277,86.903,84.615,82.274,79.927,77.572,75.177,72.81,70.426,68.023,65.558,63.071,60.559,58.101,55.651,53.279,51.018,48.85,46.806,44.812,42.925,41.147,39.452,37.835,36.308,36.878,33.48,32.249,30.956,29.757,28.654,27.591,26.548,25.566,24.627,23.705,22.825,21.996,21.212,20.528,19.812,19.166,18.56
IMN,61.73,58.372,52.406,49.258,50.28,47.741,49.404,48.951,48.701,47.215,51.096,53.964,51.622,54.44,49.736,49.222,48.13,45.616,46.803,48.303,46.391,45.386,47.393,43.303,45.277,42.07,41.137,40.836,40.096,38.936,37.732,35.421,35.336,33.555,33.051,34.184,31.798,30.744,29.197,29.988,27.409,27.002,24.572,25.883,23.41,23.355,22.318,22.596,19.959,22.192,19.905,18.19,18.493,16.989,15.84,14.883,14.04,13.801,13.759,13.439,13.046,12.773,12.584,12.411,11.764,13.091,11.45,11.289,11.136,10.981,10.826,10.611
IND,181.212,180.093,177.531,175.272,172.207,169.71,167.295,164.95,162.657,160.327,158.207,156.388,154.493,152.702,151.082,156.405,154.719,153.124,144.989,143.32,141.675,139.936,138.481,136.344,133.349,130.741,127.868,124.921,121.705,118.398,115.215,112.146,109.304,106.654,104.155,101.764,99.372,96.975,94.56,92.15,89.841,87.641,85.515,83.467,81.381,79.286,77.101,74.822,72.522,70.172,67.773,65.431,63.065,60.791,58.597,56.338,54.116,51.891,49.649,47.408,45.17,42.959,40.8,38.748,36.657,34.699,32.831,31.059,29.381,27.905,26.598,25.482
IRL,44.296,44.435,41.741,38.639,37.638,36.339,35.165,33.047,34.605,31.816,28.657,29.361,29.077,26.639,26.591,24.748,24.243,23.945,20.751,20.638,19.447,18.289,18.121,17.855,17.715,17.18,15.528,15.592,14.84,12.877,11.145,10.161,10.403,9.821,9.486,8.735,8.876,7.779,8.544,7.915,8.245,7.546,6.334,6.04,5.685,6.333,6.163,6.21,5.981,5.909,6.221,6.027,5.357,5.382,4.676,3.852,4.055,3.395,3.908,3.327,3.663,3.575,3.311,3.58,3.372,3.507,3.07,2.759,2.692,2.623,2.557,2.493
IRN,209,207.321,203.718,200.484,197.218,192.857,189.5,185.826,181.596,177.775,174.012,170.215,167.304,162.803,159.128,155.436,151.595,147.581,144.015,138.868,134.074,128.936,123.782,118.248,112.985,107.742,102.261,96.645,92.382,85.067,79.484,74.292,69.331,65.133,61.472,58.182,55.253,52.587,49.82,47.351,46.514,43.087,41.266,39.78,38.162,36.752,35.374,34.041,32.531,31.037,29.512,28.05,26.42,25.641,23.359,21.942,20.603,19.366,18.201,17.157,16.258,15.476,14.785,14.182,13.634,13.107,12.635,12.2,11.796,11.399,11.039,10.683
IRQ,222.024,210.243,199.084,188.535,178.516,169.031,160.069,151.63,143.73,136.338,129.428,123.095,117.195,111.837,107.386,102.141,97.704,93.504,89.897,85.993,82.553,79.027,75.956,72.975,70.386,67.651,64.615,62.135,59.824,57.669,55.671,53.822,52.098,50.506,49.051,47.692,46.433,45.311,49.19,53.318,52.238,46.19,41.059,40.329,39.721,39.103,38.351,37.891,36.919,36.266,35.561,34.891,34.238,33.575,32.933,32.266,31.572,30.823,30.054,29.318,28.558,27.686,26.863,26.24,25.212,24.531,23.702,22.993,22.368,21.754,21.025,20.34
ISL,19.023,19.004,18.299,15.562,15.291,16.338,15.382,15.059,15.741,15.67,13.482,16.063,15.264,14.177,14.915,13.826,14.312,13.019,12.547,12.5,13.065,13.478,12.116,11.484,12.335,11.481,9.114,10.626,11.165,9.799,8.589,9.32,8.88,9.294,7.375,7.906,4.968,8.38,8.407,6.238,6.595,6.96,6.291,5.832,4.695,5.969,4.73,5.43,3.654,3.767,3.836,3.287,2.801,2.822,2.921,2.955,2.597,2.138,2.917,2.202,2.097,1.149,2.057,2.454,2.041,1.984,1.151,2.733,1.688,1.251,1.201,1.048
ISR,35.548,35.504,35.557,34.974,34.41,34.07,33.86,33.313,32.669,30.967,29.855,28.823,28.359,27.362,26.636,25.941,25.587,24.725,24.671,24.156,24.071,23.311,23.355,22.914,21.989,21.158,19.605,19,17.88,17.386,16.204,16.058,16.282,15.215,14.367,13.215,13.118,12.294,11.453,11.088,10.62,9.919,10.232,8.949,8.679,8.132,7.351,7.386,6.841,6.614,6.323,6.076,6.269,5.822,5.127,4.881,4.538,4.307,4.198,3.93,3.794,3.608,3.593,3.205,3.224,3.257,3.203,3.192,3.308,3.271,3.153,3.027
ITA,63.631,64.237,62.771,57.796,53.968,50.486,48.559,50.322,47.85,46.115,43.836,41.617,42.174,40.509,37.004,35.278,34.357,32.677,32.171,30.952,29.114,28.751,26.867,25.858,22.873,20.506,18.911,17.617,16.704,15.177,14.311,14.013,12.969,11.86,11.075,10.229,9.873,9.664,9.28,8.557,8.135,8.4,8.228,6.941,6.435,6.156,6.115,5.466,5.374,5.126,4.536,4.636,4.426,3.742,3.824,3.578,3.452,3.307,3.338,3.433,3.175,3.078,2.977,2.909,2.75,2.854,2.804,2.863,2.84,2.376,2.314,2.253
JAM,92.331,90.882,86.896,83.505,80.231,76.956,73.912,70.91,68.097,65.399,62.892,60.533,58.368,56.368,54.493,52.762,51.139,49.555,48.032,46.534,45.069,43.604,42.164,40.792,39.494,38.296,37.164,36.101,35.084,34.315,33.194,32.272,31.401,30.541,29.698,28.887,28.29,27.345,26.639,25.821,25.096,24.43,23.658,22.995,22.267,21.587,20.931,20.318,19.732,19.167,18.646,18.278,17.796,17.369,17.069,16.779,16.505,16.25,15.97,15.61,15.248,14.836,14.421,13.992,13.594,13.192,12.809,12.424,12.159,11.849,11.449,11.152
JEY,29.662,31.515,25.914,30.93,30.136,27.992,28.791,29.077,29.729,24.867,28.954,34.865,21.773,32.9,22.937,25.482,23.141,21.606,27.912,26.861,31.034,27.503,29.011,26.999,26.226,29.094,24.86,23.762,23.609,26.444,23.106,20.832,16.271,19.683,13.846,15.688,15.115,13.611,12.405,12.5,12.556,12.215,11.234,13.816,11.082,11.534,11.249,10.474,10.03,10.212,9.827,9.689,10.429,9.053,8.646,8.5,8.458,7.697,8.053,8.092,8.142,7.545,7.813,7.534,7.28,7.596,7.854,7.62,7.659,7.684,7.767,7.802
JOR,183.093,173.125,163.99,155.134,146.952,139.403,132.25,125.196,118.84,112.67,106.894,101.281,95.991,91.26,86.462,82.302,79.951,74.712,71.307,68.21,66.716,62.647,59.799,57.357,55.091,52.834,50.618,48.572,46.703,45.004,43.324,41.439,39.666,38.054,36.58,35.263,34.059,32.85,31.501,30.348,29.327,28.444,27.621,26.879,26.217,25.603,24.97,24.339,23.737,23.092,22.44,21.794,21.192,20.594,20.042,19.545,19.021,18.473,17.96,17.476,17.028,16.603,16.208,15.793,15.342,14.907,14.487,14.037,13.627,13.186,12.785,12.389
JPN,56.029,53.542,47.544,46.779,43.358,38.96,39.602,38.327,35.337,32.855,30.542,28.436,26.427,23.28,20.867,19.35,16.837,16.87,15.365,14.175,13.482,12.77,11.78,11.363,10.65,9.696,9.154,8.787,8.278,7.758,7.337,7.022,6.577,6.212,5.971,5.43,5.173,4.911,4.754,4.455,4.553,4.469,4.506,4.308,4.386,4.169,3.831,3.67,3.669,3.378,3.282,3.083,3.007,2.97,2.818,2.75,2.688,2.603,2.577,2.386,2.33,2.351,2.218,2.135,2.079,1.955,1.991,1.843,1.879,1.865,1.769,1.754
KAZ,102.088,101.232,99.55,97.882,96.228,94.59,92.967,91.357,89.759,88.166,86.572,84.987,83.409,81.84,80.284,78.742,77.2,75.69,74.221,72.799,71.44,70.137,68.524,66.984,65.598,64.379,63.291,62.291,61.256,60.032,58.538,56.883,55.153,53.399,51.647,49.998,48.409,46.878,45.524,44.509,43.957,43.83,44.115,44.615,44.898,44.691,43.855,42.482,40.652,38.608,36.479,34.36,32.359,30.5,28.743,27.03,25.305,23.52,21.688,19.854,18.065,16.262,14.547,12.979,11.658,10.615,9.876,9.437,9.212,9.084,8.968,8.859
KEN,162.191,161.218,159.391,152.181,145.294,138.9,132.87,127.267,122.164,117.489,113.2,109.366,105.964,103.054,100.638,98.661,97.03,95.485,93.967,92.423,90.776,89.064,87.214,85.285,83.257,81.166,78.958,76.725,74.38,72.148,70.103,68.189,66.467,64.922,63.703,62.84,62.359,62.352,62.865,63.854,65.232,66.751,68.265,69.439,70.086,70.127,69.67,68.721,67.392,65.573,63.595,61.27,58.926,56.45,54.003,51.264,48.829,46.492,43.846,41.654,40.188,38.987,38.1,37.036,35.957,34.911,33.83,32.991,31.993,31.133,30.444,29.814
KGZ,133.721,132.759,130.877,128.989,127.096,125.198,123.294,121.387,119.476,117.563,115.653,113.749,111.856,109.981,108.129,106.31,104.528,102.788,101.087,99.427,97.809,96.234,94.696,93.169,91.638,90.114,88.179,86.404,84.336,82.111,79.686,77.082,74.312,71.338,68.362,65.385,62.439,59.713,57.358,55.605,54.608,54.209,54.265,54.124,53.563,52.28,50.484,48.415,46.29,44.261,42.368,40.379,38.56,36.862,35.265,33.778,32.387,30.944,29.338,27.528,25.795,24.24,22.918,21.755,20.692,19.693,18.731,17.825,16.988,16.255,15.587,14.99
KHM,172.474,170.94,168.861,167.492,165.126,163.407,160.813,158.21,155.582,152.537,149.456,146.985,144.318,141.673,139.19,136.878,134.631,132.314,130.112,127.953,126.263,124.692,121.923,124.959,126.937,265.4,173.084,134.215,131.193,117.87,115.777,112.781,109.419,106.066,102.731,99.557,96.739,94.079,91.233,88.573,86.231,86.387,86.436,86.984,88.311,88.612,88.989,88.528,87.207,84.403,79.902,73.209,66.417,60.364,55.259,50.995,47.428,44.324,41.284,38.435,35.728,33.389,31.039,29.346,27.751,26.41,25.283,24.215,23.255,22.379,21.576,20.846
KIR,146.431,145.955,145.468,144.913,144.297,143.385,142.077,140.456,138.521,136.241,133.573,130.676,127.459,123.829,120.041,116.215,112.253,108.272,104.587,101.17,97.792,94.821,92.505,90.343,88.824,87.772,86.971,87.231,85.568,84.722,83.721,82.698,81.612,80.324,78.967,77.428,75.665,73.623,71.378,69.102,66.818,64.564,62.468,60.568,58.913,57.528,56.32,55.131,53.967,52.802,51.672,50.647,49.9,49.425,49.276,49.371,49.637,49.898,49.942,49.704,49.19,48.478,47.708,46.847,45.921,44.927,43.831,42.77,41.733,40.503,39.318,38.179
KNA,88.939,88.359,85.296,83.784,84.358,81.349,85.836,98.876,106.965,111.508,103.628,104.35,94.868,84.764,81.754,76.805,73.802,69.419,64.108,61.427,54.567,58.954,59.065,57.189,50.954,47.77,45.031,44.009,45.892,47.042,47.849,46.697,43.656,39.857,35.419,31.89,32.582,31.414,28.609,27.596,25.336,23.214,23.669,23.065,23.416,23.27,23.287,22.172,22.731,19.925,16.805,17.775,17.925,17.887,15.581,15.43,15.63,15.252,14.824,13.671,12.75,10.447,9.49,10.694,13.049,14.576,7.815,7.564,9.015,8.801,8.638,8.48
KOR,232.428,200.871,174.292,152.218,134.215,119.684,108.217,99.496,92.53,87.23,82.874,79.378,76.034,72.781,69.524,66.229,62.624,58.897,55.189,51.772,48.273,45.296,42.955,40.592,38.761,37.194,35.769,34.481,32.972,31.449,29.807,28.067,26.249,24.395,22.591,20.725,18.978,17.41,15.863,14.556,13.431,12.358,11.388,10.537,9.754,9.045,8.411,7.811,7.412,6.88,6.488,6.149,5.821,5.476,5.115,4.749,4.405,4.087,3.828,3.618,3.459,3.341,3.21,3.1,3.006,2.912,2.826,2.743,2.659,2.572,2.487,2.374
KWT,148.21,145.919,141.276,136.542,131.714,126.788,121.763,116.637,111.419,106.062,99.846,94.043,88.464,83.178,78.024,73.093,68.532,64.395,60.65,57.225,54.092,51.124,48.343,45.686,43.156,40.724,38.366,36.074,33.853,31.67,29.439,27.122,24.828,22.704,20.843,19.294,18.061,16.997,15.92,14.786,14.441,12.991,12.467,12.158,12.006,11.892,11.722,11.486,11.175,10.869,10.593,10.382,10.219,10.063,9.899,9.741,9.606,9.477,9.325,9.121,8.855,8.528,8.176,7.871,7.641,7.503,7.416,7.408,7.452,7.519,7.572,7.608
LAO,207.025,206.041,203.665,201.316,198.931,196.574,194.225,191.815,189.321,186.833,184.378,182.068,179.704,177.292,175.018,172.755,171.388,168.143,165.863,163.606,161.354,159.213,157.025,154.888,152.827,150.924,149.696,147.852,146.095,142.072,137.725,134.185,130.909,127.809,124.723,121.62,118.662,115.816,112.635,109.377,106.31,103.009,99.976,96.699,93.718,90.561,87.572,84.569,81.786,79.159,76.568,73.921,71.225,68.631,66.106,63.575,61.074,58.592,56.306,53.99,51.792,49.697,47.626,45.904,43.964,42.326,40.758,39.207,38.055,36.639,35.506,34.378
LBN,75.022,73.771,71.358,69.124,67.057,67.37,63.228,61.407,59.809,58.176,56.697,55.402,54.255,53.009,51.869,50.87,49.995,49.24,48.596,48.009,47.495,46.998,46.467,45.919,45.336,45.21,102.878,52.82,51.726,50.599,49.437,48.193,70.107,39.863,38.61,37.391,35.816,40.077,38.66,27.847,26.702,25.677,24.833,23.665,22.506,21.489,20.585,19.57,18.747,17.903,16.983,15.944,14.917,13.947,12.95,12.031,11.202,10.358,9.693,9.159,8.749,8.4,8.049,7.756,7.457,7.165,6.846,6.626,6.43,6.217,5.994,5.788
LBR,199.278,198.831,198.037,197.291,196.593,197.223,197.975,198.704,199.389,200.122,200.633,200.693,200.508,199.968,198.983,197.524,195.773,193.696,191.251,188.469,185.639,183.088,180.32,177.732,175.097,172.428,169.912,167.561,165.414,163.411,161.556,159.887,158.564,157.818,157.803,159.923,161.033,163.998,167.373,170.623,173.224,175.003,173.872,174.755,172.871,166.067,161.178,151.463,144.617,137.34,129.832,121.992,114.186,108.886,99.514,93.219,87.759,83.273,79.556,76.502,73.985,71.963,70.266,68.794,68.721,67.666,65.025,63.719,62.444,61.088,59.596,57.992
LBY,232.762,233.903,235.405,235.283,233.532,230.143,225.118,218.484,210.332,200.872,190.406,179.318,168.087,157.493,147.015,137.813,129.479,121.485,113.83,106.658,99.8,93.445,87.542,82.127,77.168,72.646,68.576,64.886,61.587,58.576,55.84,53.239,50.802,48.505,46.29,44.161,42.04,40.011,38.091,36.207,34.398,32.747,31.259,29.891,28.71,27.667,26.702,25.837,25.054,24.343,23.692,23.011,22.354,21.604,20.708,19.664,18.493,17.242,16.075,15.08,14.248,14.965,12.971,12.523,12.295,11.896,11.492,10.934,10.468,10.377,9.917,9.303
LCA,135.317,133.674,132.006,130.363,128.666,126.895,125.01,122.835,120.205,116.927,112.945,108.126,102.685,97.12,90.669,84.469,78.333,72.29,66.541,61.193,56.216,51.635,47.462,43.687,40.292,37.263,34.57,32.195,30.102,28.276,26.947,25.286,24.065,22.999,22.057,21.224,20.484,19.81,19.201,18.658,18.165,17.717,17.311,16.949,16.724,16.328,16.067,15.839,15.649,15.501,15.391,15.326,15.303,15.319,15.38,15.466,15.592,15.775,15.946,16.175,16.479,16.103,16.054,16.366,15.302,14.6,13.897,13.195,12.492,11.79,11.823,11.818
LIE,60.065,61.321,84.411,91.582,99.743,69.663,84.94,72.583,77.218,57.444,52.431,55.667,72.193,67.248,63.126,62.774,54.798,45.319,60.395,51.594,48.277,65.097,36.719,52.157,29.735,44.099,40.894,24.981,28.686,29.529,43.84,39.35,31.596,24.895,33.797,32.322,20.907,29.712,17.632,17.98,14.734,13.073,11.794,12.712,10.193,11.278,13.354,14.448,11.583,9.517,12.355,9.212,8.741,8.331,6.926,7.882,7.494,7.217,6.198,7.044,6.807,6.841,6.444,6.453,6.582,6.183,6.457,5.477,5.945,5.207,5.132,5.298
LKA,95.274,93.589,92.667,91.59,90.142,88.203,85.553,82.27,78.226,73.905,70.044,67.231,65.345,63.925,62.718,61.241,59.515,57.637,56.006,54.888,54.029,53.447,52.902,52.22,51.255,49.74,47.707,45.246,42.693,39.647,36.959,34.598,32.38,30.135,27.441,24.922,22.761,21.023,19.896,21.041,19.093,18.91,18.504,17.978,17.387,16.784,16.337,15.621,15.049,14.484,13.972,13.561,13.183,12.981,17.429,12.078,11.526,10.929,10.433,13.709,9.72,9.374,8.903,8.448,7.957,7.451,7.127,6.869,6.405,6.172,5.891,5.683
LSO,167.774,165.554,161.421,156.505,151.62,147.064,142.936,139.334,136.462,134.374,133.087,132.549,132.635,133.112,133.618,133.863,133.654,132.933,131.522,129.666,127.483,125.049,122.515,119.753,116.645,113.157,109.306,105.226,101.048,96.772,92.555,88.416,84.535,80.941,77.649,74.645,72.002,69.855,67.828,66.289,65.389,64.863,65.272,66.688,68.905,71.614,74.205,76.391,78.138,79.7,81.132,82.395,83.693,85.045,86.204,87.25,87.504,86.058,85.251,79.235,73.896,72.188,71.192,71.163,72.362,72.585,70.401,70.021,69.754,70.053,69.092,67.545
LTU,40.191,39.765,40.19,39.55,39.513,39.893,37.941,34.625,32.199,29.336,27.977,27.656,29.052,26.67,24.047,24.219,23.762,23.02,23.827,24.078,24.329,21.511,22.789,22.417,22.739,22.82,22.404,21.414,22.32,21.204,20.341,20.763,18.868,18.686,17.806,17.391,14.634,15.411,14.436,13.346,13.638,15.131,15.706,15.664,14.439,13.822,11.753,11.072,10.467,10.123,9.442,8.526,8.978,7.421,7.986,6.675,7.585,6.642,5.514,5.457,4.937,4.566,4.171,3.644,3.992,4.043,4.06,2.751,3.232,3.227,2.666,2.999
LUX,35.783,37.65,34.897,38.584,32.96,35.962,34.849,35.812,30.6,31.09,28.936,28.092,28.748,28.829,25.423,24.471,26.301,23.527,21.139,22.552,24.783,23.932,20.521,20.768,20.684,19.186,20.194,16.28,15.501,15.103,14.311,15.306,13.815,14.802,15.579,12.705,10.742,10.968,10.211,11.114,9.085,10.116,9.207,7.86,7.738,6.497,7.835,5.894,7.613,5.638,7.04,6.316,5.488,5.267,4.93,5.277,3.417,2.314,2.76,2.768,3.751,3.699,2.911,4.436,3.145,2.494,3.801,3.13,4.106,4.389,4.441,4.496
LVA,25.597,25.093,25.365,24.958,24.122,24.217,23.433,23.189,23.27,22.957,21.284,21.44,23.117,21.203,20.123,19.912,19.832,19.82,20.099,19.916,20.142,19.468,19.208,19.811,19.719,20.424,20.18,19.984,20.491,20.506,19.407,18.857,16.567,18.561,15.741,15.264,14.129,13.432,12.927,12.636,13.559,14.318,16.285,15.771,15.514,17.555,14.225,14.615,14.413,11.39,11.724,10.942,10.296,9.711,8.783,7.722,7.666,8.148,6.993,7.043,5.165,6.015,5.826,4.139,3.721,3.951,3.652,3.654,2.941,3.231,3.241,3.147
MAC,69.233,68.469,66.893,65.193,63.369,61.395,59.358,57.171,54.914,52.595,50.252,47.921,45.654,43.476,41.405,39.439,37.559,35.729,33.926,32.15,30.405,28.702,27.012,25.435,23.949,22.562,21.284,20.105,19.015,18.005,17.065,16.186,15.357,14.566,13.808,13.079,12.381,11.721,11.101,10.518,9.965,9.436,8.926,8.432,7.954,7.492,7.054,6.643,6.265,5.918,5.6,5.311,5.042,4.788,4.548,4.319,4.102,3.897,3.711,3.542,3.382,3.241,3.115,3.003,2.904,2.814,2.733,2.723,2.588,2.521,2.456,2.395
MAF,56.037,53.322,46.077,46.165,44.319,42.844,43.527,40.45,38.976,38.788,38.059,38.63,35.745,32.018,31.541,35.451,31.494,29.98,30.159,27.696,24.771,25.009,24.624,24.062,23.646,23.183,22.807,22.706,22.445,22.169,21.793,21.167,20.139,21.275,20.881,21.422,19.236,18.908,17.314,17.283,16.774,13.904,14.911,14.565,14.239,13.915,13.617,13.314,13.018,12.741,12.465,12.189,11.922,11.666,11.411,11.166,10.926,10.702,10.484,10.286,10.091,9.727,9.424,9.56,8.451,9.177,9.002,10.041,7.901,8.5,8.342,8.116
MCO,44.382,43.085,40.88,30.726,28.398,26.804,25.729,24.997,24.294,23.493,22.556,21.637,20.901,20.575,20.684,21.051,21.187,20.952,20.657,20.356,20.067,19.843,19.669,19.526,19.392,19.288,19.15,18.975,18.748,18.46,18.097,17.653,15.602,13.959,14.879,16.788,17.939,17.772,17.307,16.599,15.708,14.717,13.66,12.574,11.513,10.508,9.585,8.809,8.208,7.655,7.166,6.766,6.414,5.879,5.27,4.929,5.006,5.396,5.838,5.214,4.968,4.415,4.97,4.749,4.705,4.499,4.261,4.31,3.896,3.869,3.745,3.568
MDA,98.615,96.989,93.787,90.647,87.568,84.551,81.596,78.699,75.807,72.97,70.225,67.543,64.913,62.361,59.927,57.68,55.692,54.014,52.671,51.662,51.002,50.687,49.31,48.012,46.763,45.536,44.349,43.201,42.094,41.066,40.044,38.954,37.626,36.125,34.55,32.948,31.388,29.955,28.753,27.954,27.661,27.886,28.641,29.719,30.901,31.542,31.731,31.248,30.011,28.251,26.086,23.76,21.564,19.634,18.134,16.978,16.137,15.559,15.154,14.844,14.583,14.338,14.086,13.853,13.619,13.419,13.209,13.015,12.822,12.581,12.364,12.172
MDG,140.061,138.774,137.379,135.512,133.352,131.172,129.977,128.449,126.737,124.884,122.869,121.405,119.534,117.938,116.403,114.857,113.763,112.032,109.845,107.275,105.784,103.885,101.588,99.801,98.83,98.438,99.732,100.884,101.979,103.072,104.195,105.433,106.51,107.253,107.427,106.887,105.711,103.822,101.423,98.54,95.525,92.73,89.954,87.134,84.506,81.834,79.034,76.057,73.104,70.348,67.76,64.917,62.593,60.205,58.018,55.847,53.856,51.958,50.239,48.573,47.119,45.774,44.602,43.423,42.339,41.343,40.277,39.264,38.235,37.242,36.337,35.405
MDV,236.696,236.76,236.706,236.193,235.218,233.78,231.878,229.514,226.696,223.441,219.775,215.73,211.357,206.166,200.869,195.796,190.624,185.387,180.002,174.725,169.149,162.928,156.428,149.641,142.697,135.81,129.171,122.847,120.266,111.007,105.555,100.462,95.698,91.168,86.876,82.753,78.804,74.963,71.311,67.854,64.52,61.307,58.127,54.975,51.745,48.477,45.148,41.762,38.366,34.96,31.592,28.319,25.241,22.475,21.026,18.007,16.278,14.839,13.639,12.643,11.78,11.045,10.312,9.644,8.991,8.345,7.712,7.095,6.503,5.956,5.482,5.085
MEX,159.604,156.845,150.286,144.033,138.2,132.592,127.2,122.114,117.342,112.862,108.66,104.741,101.129,97.734,94.584,91.626,88.789,86.048,83.393,80.807,78.269,75.708,73.229,70.794,68.42,66.113,63.854,61.59,59.334,57.114,54.906,52.74,50.64,48.604,46.646,44.776,42.984,41.242,39.55,37.926,36.32,34.781,33.308,31.881,30.515,29.203,27.949,26.739,25.585,24.476,23.428,22.444,21.524,20.679,19.889,19.166,18.474,17.836,17.242,16.68,16.144,15.621,15.118,14.631,14.163,13.708,13.272,12.838,12.409,12.002,11.606,11.346
MHL,92.802,92.699,92.492,92.268,92.027,91.773,91.5,91.204,90.894,90.565,86.787,83.195,79.885,76.749,73.773,71.071,68.522,66.12,63.797,61.618,59.49,57.487,55.776,54.409,53.344,52.551,51.992,51.436,50.886,50.242,49.509,48.661,47.695,46.563,45.373,44.132,42.862,41.574,40.2,38.863,37.518,36.276,35.092,34.126,33.427,33.023,32.93,33.034,33.286,33.516,33.993,33.66,33.569,33.397,33.145,32.886,32.622,32.329,31.996,31.698,31.413,31.086,30.593,30.037,29.373,28.697,27.981,27.263,26.504,25.784,25.05,24.302
MKD,192.062,221.23,193.977,199.237,181.85,190.141,172.652,169.218,145.857,147.244,143.799,133.192,133.473,128.318,120.85,112.953,99.801,96.842,90.559,87.513,82.72,76.175,70.284,66.435,61.959,58.208,53.604,52.062,46.137,43.43,45.131,41.545,39.453,39.481,36.813,36.011,36.205,36.238,33.892,31.148,28.823,25.172,25.997,21.808,22.606,20.021,14.958,14.656,16.108,14.26,12.683,11.942,11.091,11.826,11.127,11.083,10.109,9.363,8.71,9.745,6.836,6.711,8.349,8.487,8.193,6.856,9.527,7.5,5.054,4.941,4.843,4.993
MLI,211.116,210.194,208.438,206.869,205.489,204.3,203.297,202.464,201.773,201.179,200.619,200.026,199.318,198.419,197.271,195.807,193.981,191.82,189.371,186.858,183.863,181.264,177.776,174.793,171.871,169.031,165.541,161.964,158.459,154.995,151.503,148.212,144.643,141.23,138.002,134.931,131.716,128.88,126.255,123.844,121.809,119.822,118.068,116.499,115.184,113.583,112.059,110.031,107.916,105.514,102.849,100.026,97.092,94.239,91.445,88.745,86.152,83.657,81.216,78.844,76.514,74.246,72.049,69.954,67.809,65.805,63.893,62.085,60.414,58.749,57.103,55.405
