iso,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
AFG,11.043954266467612,9.927564622468946,9.343975509889882,9.747330195512838,10.126015440795529,9.922702237606345,9.764524041733033,9.78701404315356,9.68077645142091,9.669131955395228,9.633376535976415,9.122468259618444,8.119795232350349,8.339034403472143,8.052217230758474,7.456500279373214,7.036736106432133,6.304771454797404,5.666040529686753,4.970335325743871,4.652993079380107,4.220186736007333,3.785893993995005,3.622600579970788,3.4041041937160927,3.1234710532215564,2.943577342690332,2.7156091610224338,2.507856430310229,2.38269777874152
ALB,0.9039916746985436,1.0201297036527297,1.079830302473077,1.149131636815952,1.1891493178451071,1.2803621554646727,1.283683253649115,1.1898439796067244,1.037220835059778,0.9631525427804176,0.748244464423646,0.554764297669586,0.4463227216749155,0.3530513018947138,0.2789466198430573,0.2512850894470805,0.2242775551560457,0.198359071827481,0.1913647416077343,0.1728445213983294,0.1651618887530996,0.171274857981462,0.1733541393291913,0.1767187307225083,0.1785943298891369,0.1768617568158531,0.1705882912572153,0.1616101826883234,0.1514009693516079,0.1425313498066144
DZA,2.047734008017746,1.9623697508925035,1.9180750416262815,1.88549359223874,1.8382912071165125,1.7845251592234432,1.7163102904854164,1.663081119367514,1.600204337879389,1.5105675653215869,1.4340521998499582,1.3124275032772592,1.1702505869856166,1.023197960388048,0.907291594511409,0.8168536252909265,0.7331593341669302,0.6607536011995946,0.6001083699718447,0.5515608171748734,0.5183999663964834,0.4930454357919304,0.4690636080279012,0.4472343635998817,0.4352536640494888,0.4220509563466551,0.4056052152726125,0.3896783571152646,0.3799082160680518,0.3704804952851993
ASM,9.788450428249767,9.715869371244397,9.562169461988688,9.380025598871384,9.235084818970764,9.1226129267403,9.023400784845236,8.902717476140412,8.612671267488215,8.381156888742922,8.566913034514624,8.499171344557912,7.996556891970663,7.68656951300249,7.361643717437778,6.967246893546257,6.430859375678157,5.904961464822365,5.806676137934178,5.674296419934487,5.662835306591194,5.677213464090364,5.765120822730736,5.887923423987413,5.934133149965064,5.984320575819412,5.804856808872704,5.766863014462668,5.714424943009178,5.6579520973481365
AND,0.0837733492987506,0.0825087809539548,0.0820358528389567,0.0809595152569088,0.0820750004001627,0.0813849935419143,0.0802964384899444,0.0798777003770109,0.0801914212668846,0.0810679937935767,0.0822541837357773,0.0826092861152714,0.0832607803637995,0.0835234281935367,0.0846755666084048,0.0849587428262967,0.0855040476003949,0.0854992731246183,0.0858411021597902,0.0873030283918385,0.087928003840201,0.0891638951922105,0.0912386977500671,0.0925233551968497,0.0940072540765827,0.0957905075679879,0.0953437100254297,0.095097248220367,0.0942859228911572,0.0940507398349298
AGO,101.3155942622748,97.68867595570582,93.95916949493596,90.66153647278549,86.2236999108151,80.87540948468124,74.25706744809912,67.9848539883983,63.09294681122136,58.35762428465328,54.26892239880172,50.76660938910631,46.71393564299533,43.86365095021812,42.59974363836819,39.50563995077645,36.72002344019176,33.95503907904753,31.47890653871004,29.0709790926845,27.28337379993133,25.25954697873356,23.51300467998298,21.70844441299054,19.934923688659072,18.757885974300084,17.826987009964995,16.47671528314869,15.535629809814855,15.043158976942223
ATG,5.913970224463925,5.968491854790977,5.836471969912221,5.862577359384869,5.705619603011437,5.4733118018731695,5.048599650638883,4.681397649862587,4.386747341250809,4.183919857937342,4.108320862912845,3.923087296046157,3.820270987262514,3.684872096581646,3.6227587808157424,3.480896136188935,3.417056444856049,3.708533743611044,3.6282149434070536,3.349095252003265,3.2868863972957745,3.2086699932427347,3.0441750703987998,3.0400094369764616,3.279729558479044,3.436863391296524,3.5330148346077754,3.378060872278306,3.2899762960292978,3.225561099621717
ARG,4.053264865827646,3.995125221650167,3.9556887900317896,3.8652305430381935,3.792811692065592,3.946951169397269,4.117896703821404,4.394592179117542,4.620524068066957,4.705701968769374,4.584928669127389,4.563434897494201,4.716585182005895,4.572247037877277,4.151554363870506,3.738787404573268,3.4654259225786865,3.323226224268302,3.0306391749744703,2.8489543334980536,2.730607882421729,2.596200428562768,2.4742800716502,2.3863925944611344,2.298465503834424,2.285382960338244,2.328354341780132,2.359646671202834,2.314797908627824,2.3104509604823917
ARM,0.7243161771555546,0.7328783472400425,0.8357392091701996,0.8631106835640202,0.819765646220146,0.7568463471787288,0.7048440697316039,0.6504622573273975,0.6268548029920719,0.6020415710077829,0.5391595872140309,0.4793704424636565,0.3985039547606887,0.3113089714383576,0.1933590332277174,0.1304778777788578,0.0855623843362436,0.0708755405362349,0.0619312136717558,0.055866110669542,0.0548703698206492,0.0500195431078034,0.0441704702568575,0.0343781606210231,0.038943913750852,0.0423735179454037,0.0421948427765876,0.0420078227554395,0.0428016148098018,0.0432160870835168
AUS,0.2666856096655143,0.2664634296264151,0.2788573213095956,0.2974336384784805,0.316495992905958,0.3256727559996031,0.3383802713511636,0.3461558735940323,0.3587631069104789,0.368913085248619,0.3734048387117685,0.36988197068042,0.3752805904032238,0.3685202559663726,0.368694140259153,0.3497159361278426,0.3350041360793916,0.3267268858222997,0.319218107549578,0.3091224350763338,0.3059992487681207,0.2950545392145056,0.2878276249935746,0.276046702727402,0.2817404625669377,0.2826489408091625,0.2828739789349289,0.2794547863585373,0.2806820793555308,0.2798911949676367
