iso,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
AFG,45.16895250815816,42.60216677415505,41.32809450046432,46.06261690128606,45.56662986307406,48.025336138390784,47.23159827118382,49.248478328313766,50.59726300802038,51.46852039372763,51.18238649728994,49.76472961459214,46.454884941580026,47.95986531668422,46.58179026443148,43.58237273545399,40.46976014736919,36.85218166392234,33.1197463209786,30.00072151307021,27.861809402537013,25.86169418338824,24.142522561442405,23.41336855513957,22.413773024718303,21.37154930262372,20.471590339400844,19.69276827956648,17.967373812299716,17.031370010201794
ALB,3.930537739109923,4.017727270777059,3.8833205967735824,3.657187638023495,3.867597085047438,2.8421411247299835,2.475578533134626,2.111954942571284,1.7967108969010837,1.5607821408283191,1.3757238413296369,1.1741397247826575,1.0409808883344995,0.9562061037194252,0.8506386338772032,0.7578255605858285,0.6642007243278405,0.5909166512356155,0.5557209186639062,0.5220083876028184,0.4992241221129011,0.494259254509862,0.4864178377910101,0.4802235268536829,0.4703562870495243,0.4572888986189687,0.4392097435028531,0.4231832410908978,0.4045725747607399,0.3888545722842771
DZA,11.309470305464938,10.096979181074497,9.254873785350693,8.719479996117556,8.302734073480162,7.877356136382223,7.357405555504869,7.070444121791165,6.731102390892944,6.45680087112093,6.126657462308061,5.770674883657964,5.39106236485199,4.995798015579446,4.665541661847835,4.334454431881498,4.055524043965989,3.795744429940982,3.5729772038422936,3.369330032265071,3.191329830758429,3.0352687580797326,2.894679949932563,2.790147277219513,2.713169215298524,2.632575260890176,2.5086649997305823,2.4054811088480403,2.306604244773467,2.2186487023200305
ASM,14.506502619133252,14.331043581152612,14.059067139449104,13.319338007782624,12.31971249684384,11.532052150476671,10.938310057032806,10.2384367791131,9.83237911374494,9.447344259914887,8.95299070433274,8.60869862249398,8.320606981852603,8.03394771355952,7.755355402838086,7.491056880536304,7.383873364637182,7.264733085557673,7.007610491877292,7.046424972842095,7.0890495160071865,6.977130134077718,6.781289778297585,6.692430424147685,6.637236076721086,6.569031971443618,6.525722364709816,6.5234743954020695,6.483912238757338,6.424623725840839
AND,0.2242565202274085,0.2198246400522389,0.2167591442509569,0.2100224681402153,0.2048331350310358,0.1978963996555037,0.1927837372975888,0.186766925218666,0.1814194204510807,0.1765824193157251,0.1730065796248465,0.1701104508336948,0.1668425451904097,0.1636874379648243,0.1626644070270052,0.1607139017652255,0.1595171738794351,0.1566969612535875,0.155254975478102,0.154928873576072,0.1538588350978884,0.1530500834387415,0.1526669704307272,0.1536048955340647,0.153924843345529,0.1540485736669938,0.1532862758877626,0.1521797071638191,0.1511139259749037,0.1498012619904186
AGO,372.0912607318215,362.24206554206535,350.9329267734568,345.9940011751558,344.02470644051374,337.2591714405975,319.4391481531227,304.56300041657454,293.35466935573544,279.330814999755,266.2689120961128,248.96345805705164,231.99176297983365,214.6364052555199,201.84277314004524,188.36461097704392,183.512433212775,170.84569052099016,162.09739228619878,153.28705395959895,146.4215928030763,140.24937537918802,134.01096714719617,127.66623007819072,119.32757846986922,112.79421600575203,104.9038195087264,99.95591029134052,92.67019644706563,88.40196832504388
ATG,7.828090752407042,7.787662189064279,7.69867330428486,8.099955480307448,7.923095035558047,7.733403652088036,7.190711092058399,6.830363563195583,6.4513948429324985,6.139134783513565,5.804263914489731,5.50816873903113,5.242453110058936,5.074570592424289,4.91425020609325,4.827159728084534,4.780653115932696,5.142679329630802,5.048582849679828,4.732626754470314,4.702749929372826,4.682354834742449,4.607580844106702,4.601636135665745,4.693909692406519,4.708617975622937,4.641251744929281,4.516283062434984,4.396296518623121,4.302101350600295
ARG,5.395054121496322,5.110285472853319,4.741669722311466,4.393569094686909,4.101737093137307,4.072575325668159,4.009047097400939,3.9722048984312215,3.913488032136157,3.820369265077281,3.623633120104405,3.56597977694865,3.569997583462277,3.4864481214613616,3.2397956124313216,3.01381589614419,2.894872537071598,2.862266938758943,2.7171967253026788,2.662839069028299,2.6574896500556604,2.644076024756622,2.599059166022075,2.61587796764428,2.592863396281313,2.603638131199175,2.666055804023563,2.573623785045468,2.446211682267629,2.377475391094773
ARM,9.983684482395232,9.9908539835553,10.287646477939196,9.914689428305484,9.46299924911226,8.775276065997929,7.847584248631457,7.072529817245033,6.198994609014278,5.345064426464867,4.50919526697384,3.8367976031485114,3.1558902021413573,2.6913778562678683,2.35182513779235,2.049323235312557,1.820001403375881,1.615489548531611,1.4654857190277413,1.3304502206959483,1.2116086479144708,1.166092655235025,1.0792730129196009,1.0501292240655595,1.0351241376881437,1.0314697511584403,1.0395317125873509,0.9835376864149236,0.9489923297099228,0.9144211121640744
AUS,0.3203126905727096,0.3157011668822178,0.3233135119729928,0.3253052833359103,0.3362206951239491,0.3409484240496939,0.3495273382695369,0.3623673932561793,0.33606302227834,0.3309032768074988,0.3352152468614574,0.3305324878803677,0.3379047171831651,0.3409541266833027,0.3323858940407816,0.3175491437251131,0.3133738400353403,0.3106400506659519,0.3014142734900868,0.2970865270381875,0.299240860917108,0.3069705359645568,0.3061705769887002,0.297589445716705,0.2974069916655832,0.3005597155726863,0.2955022317633637,0.2884969543457732,0.2863488760187727,0.2819920695327433
