Country Name,iso,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Thailand,THA,0.3150587,0.3429235,0.3291557,0.3280054,0.3122718,0.2845661,0.2541501,0.2266964,0.2987818,0.2969822,0.1751126,0.1890265,0.1347212,0.1439024,0.06854728,0.06242409,0.07077913,0.08329945,0.09264528,0.07502569,0.09999278,0.07574724,0.05844486,0.05461601,0.04707595,0.03689305,0.03063969,0.02277781,0.02294249,0.02592889,0.02523858,0.01673518,0.01935162,0.01509988,0.01213683,0.007251209,0.009032122,0.008086909,0.007111953
The Gambia,GMB,0.6846626,0.6861401,0.6987699,0.6977496,0.7193657,0.6944373,0.7604348,0.7761621,0.7850857,0.7801535,0.7863828,0.600555,0.6290135,0.6147632,0.6475,0.5469216,0.4927264,0.5884922,0.5620917,0.3975767,0.4084233,0.4067265,0.4441413,0.3341265,0.3246979,0.3241592,0.4139516,0.3274489,0.232831086,0.2145054,0.1703069,0.2228887,0.24743164,0.1069167,0.047148612,0.04901412,0.07127871,0.08403797,0.07689422
Togo,TGO,0.3674037,0.3864587,0.4066401,0.4579926,0.3920743,0.336927,0.332562,0.3408947,0.3097423,0.1906936,0.213485,0.2241605,0.2383559,0.3742496,0.3754164,0.3803108,0.3181942,0.323098,0.3395479,0.2040808,0.08714876,0.08982483,0.09875707,0.07397306,0.07511098,0.1177495,0.1293765,0.1251692,0.14453942,0.170816,0.18923588,0.185417,0.17503735,0.1665549,0.159258325,0.1525553,0.1442266,0.1433149,0.141484
Trinidad and Tobago,TTO,0.01535289,0.01178862,0.007364685,0.01276132,0.02031651,0.02733389,0.02698675,0.04465306,0.05724955,0.1033342,0.1147048,0.09602445,0.142254,0.151529,0.1962547,0.21122,0.1895101,0.160243,0.1432532,0.09325373,0.08051131,0.08762868,0.08620677,0.08696829,0.08012889,0.08370007,0.062890385,0.06295037,0.059589823,0.05712543,0.053866338,0.050307962,0.044920687,0.04360528,0.059363468,0.0506404,0.05029316,0.05806334,0.04504946
Tunisia,TUN,0.05645662,0.05015367,0.03868835,0.03831625,0.03906809,0.0398852,0.04103031,0.05195697,0.05106505,0.04566113,0.02070376,0.02625226,0.03456858,0.03900426,0.04340543,0.03502719,0.05089421,0.05472201,0.04750216,0.03511769,0.02568671,0.02100956,0.02081831,0.02725761,0.02622563,0.02208231,0.020107106,0.01950394,0.018490214,0.016692,0.01537109,0.011166424,0.008066659,0.005939379,0.003408539,0.001756113,0.001450191,0.001478459,0.001400615
Turkey,TUR,0.3165901,0.3059575,0.3027895,0.2819414,0.3273164,0.3140949,0.1914056,0.06391957,0.1582621,0.1529234,0.1167836,0.1172619,0.1154722,0.1092154,0.1770831,0.1561283,0.1299875,0.1407699,0.1405184,0.1002055,0.0832638,0.1043644,0.1033948,0.1270549,0.08480036,0.08259597,0.0674771,0.06301691,0.05622918,0.04753395,0.04780968,0.04533223,0.03971645,0.03332895,0.02935346,0.0347033,0.02085785,0.02028726,0.02085785
Uganda,UGA,0.6259162,0.6166987,0.59089,0.6332137,0.6313285,0.612929,0.6168593,0.6435623,0.5920813,0.5607519,0.5680027,0.5435324,0.673704,0.6558755,0.6140636,0.5643675,0.5184961,0.4964098,0.4388534,0.3977691,0.3654995,0.2858019,0.1584881,0.2188629,0.2323545,0.1470229,0.118229275,0.1048059,0.109839,0.08179738,0.075477757,0.06425844,0.05282466,0.05248682,0.056480155,0.04951539,0.06223058,0.06030079,0.05783276
Ukraine,UKR,0.1761344,0.04456864,0.07881422,0.07244577,0.07042487,0.1165702,0.0423789,0.03600199,0.03156953,0.03927302,0.01670606,0.01195438,0.1349298,0.1530433,0.01058474,0.1706685,0.09533178,0.1040033,0.07430401,0.1352357,0.1640962,0.05621067,0.02679776,0.01913706,0.01642036,0.005201905,0.002412327,0.003072614,0.001272872,0.002616171,0.001337387,0.000709468,0.001367843,0.000529621,0.00026386,0.001935919,0.001965688,0.00182154,0.000983475
United Kingdom,GBR,0.000646376,0.000605679,0.000344338,0.000368019,0.000409125,0.00060491,0.00087154,0.001119652,0.001756473,0.001864838,0.00272381,0.00261638,0.002263962,0.001916737,0.001459829,0.001417515,0.001194633,0.000886852,0.0013069,0.001145032,0.001106796,0.001507736,0.001239801,0.000978134,0.01249964,0.009937523,0.007419243,0.007243212,0.009630403,0.007484299,0.007288656,0.007446576,0.007315203,0.004962613,0.007423736,0.009964075,0.009964075,0.009964075,0.009964075
United States,USA,0.007484685,0.005709232,0.004992785,0.004992587,0.00499239,0.004992192,0.004991995,0.004991674,0.004991353,0.004991033,0.004990712,0.004990391,0.005824674,0.006658958,0.007493241,0.007484369,0.007475497,0.009998223,0.009992438,0.009986653,0.009980868,0.01059897,0.01121707,0.01183517,0.01245327,0.01246475,0.01247623,0.01248771,0.012487483,0.01415309,0.01498578,0.01498125,0.01497672,0.01497219,0.013317307,0.01415764,0.01499798,0.01499798,0.01499798
Uruguay,URY,0.04052901,0.04254982,0.02776487,0.04462286,0.06297932,0.05390341,0.01980052,0.02097249,0.01625576,0.03191553,0.03324022,0.02822035,0.02448538,0.03138091,0.02656473,0.02818005,0.02494567,0.02231702,0.01877131,0.01794628,0.01574751,0.01592452,0.01496769,0.012609,0.01191857,0.01105374,0.008128161,0.0344822,0.02862076,0.02772088,0.02157274,0.02227743,0.0147851,0.01409763,0.02710798,0.03276401,0.04388404,0.03398863,0.008036531
Venezuela,VEN,0.1454056,0.2896136,0.30584,0.304267,0.3420703,0.3772394,0.3945784,0.3463372,0.2568599,0.3520541,0.2608949,0.1286416,0.105149,0.1204105,0.1616404,0.1801956,0.1823141,0.2002728,0.2069033,0.1913433,0.1688726,0.1739245,0.2439342,0.3211577,0.3256174,0.2985941,0.197599,0.1885546,0.2056323,0.2205614,0.227769,0.225932,0.2120262,0.225932,0.307579907,0.2623831,0.2605839,0.3008436,0.2334147
Yemen,YEM,0.007127997,0.006352503,0.006626631,0.00599839,0.005802131,0.006674573,0.006904324,0.006702915,0.006479165,0.006461705,0.00733328,0.008515758,0.01288525,0.01240098,0.03378604,0.02317961,0.009362732,0.006279779,0.004085407,0.003214405,0.001867755,0.001346247,0.000698134,0.001105173,0.001377782,0.001152688,0.00087447,0.00097503,0.000246945,0.000310181,0.001855442,0.003920288,0.013345103,0.01407872,0.008000756,0.01812052,0.01481233,0.0234388,0.02808414
Zambia,ZMB,0.1193246,0.2062097,0.2411177,0.2679653,0.3475179,0.3485777,0.2610827,0.3365078,0.3462552,0.3456494,0.3762033,0.4297601,0.3559738,0.4880867,0.5108029,0.4863004,0.4884347,0.4966699,0.5044292,0.4913439,0.489645,0.4335522,0.5017668,0.5762439,0.5870002,0.6977798,0.623601,0.6395011,0.65282525,0.6659996,0.6829243,0.64423606,0.63011016,0.6130573,0.59876754,0.6123353,0.6120051,0.628354,0.6281931
