Country Name,iso,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Jamaica,JAM,0.5510094,0.5045883,0.4579418,0.4217785,0.3852136,0.2443261,0.239816,0.1749862,0.1210202,0.07341557,0.1431921,0.374976,0.4289629,0.3336572,0.3004679,0.2386871,0.2754954,0.1910907,0.1875959,0.1537433,0.1624407,0.1636355,0.1517742,0.1193557,0.08884542,0.07118363,0.03222753,0.04008139,0.04480398,0.07282705,0.07118363,0.06407896,0.057217004,0.05554152,0.075613266,0.0645024,0.06406011,0.07395725,0.05738103
Japan,JPN,0.00063438,2.17E-05,9.71E-06,1.47E-05,5.12E-05,2.53E-05,1.89E-05,1.64E-05,3.22E-05,6.01E-05,2.79E-05,4.48E-05,3.14E-05,1.84E-05,5.76E-05,2.27E-05,1.59E-05,1.27E-05,1.90E-05,3.44E-05,1.77E-05,2.16E-05,3.38E-05,2.82E-05,6.81E-05,5.40E-05,0.000315123,5.71E-05,0.01452106,0.01248302,0.01452106,0.01452106,0.01452106,0.01452106,0.01452106,0.01452106,0.0121412,0.01174025,0.0106555
Jordan,JOR,0.00520111,0.000532387,0.000149127,0.001557377,0.002033162,0.002910959,0,0.000278554,0.000604835,0.001013571,0.000863197,0.001003899,0.00092515,0.001381029,0.001230091,0.001151729,0.002471978,0.002473572,0.002295747,0.002103468,0.000936423,0.000442857,0.0002516,0.00051775,0.0003696,0.000328066,0.000368654,0.00035033,0.000108051,0.000311531,0.000408549,0.000408549,0.000310209,0.000310209,0.000408549,0.000408549,0.000408549,0.000515012,0.000550783
Kenya,KEN,0.6222613,0.6242774,0.6211608,0.6451575,0.6444934,0.669665,0.6354202,0.6145829,0.5641905,0.4620897,0.5371692,0.4918387,0.6473571,0.6004221,0.6454175,0.6217379,0.6307852,0.6316276,0.6740949,0.6583078,0.6549617,0.6500733,0.6358153,0.6152524,0.5862403,0.5976814,0.5858071,0.5910407,0.61058621,0.6151175,0.6140064,0.62377384,0.62771975,0.6270708,0.63038287,0.6331623,0.620615,0.6206751,0.6076421
Kyrgyzstan,KGZ,0,0,6.64E-06,6.51E-06,9.56E-06,2.50E-05,4.89E-05,0.000191571,0.000188501,5.81E-05,0,0,0.02659835,0.05320312,0.1493851,0.3579827,0.458417,0.4807601,0.50484,0.5399005,0.8013388,0.7827894,0.7857818,0.7916902,0.5874422,0.6722338,0.5181806,0.4842765,0.4202297,0.3956293,0.421344,0.4143943,0.4312068,0.4732253,0.4154191,0.4548609,0.4153733,0.416979,0.4047836
Laos,LAO,0.8350031,0.8850393,0.8792577,0.8469243,0.7992506,0.8730714,0.8387903,0.8276938,0.7819195,0.7755658,0.7934012,0.7759171,0.7493931,0.7807983,0.7246343,0.6534832,0.6060568,0.7042386,0.6685482,0.6616091,0.5284076,0.349294,0.4574922,0.3902494,0.4759174,0.497351,0.46505954,0.473177,0.47203964,0.4829433,0.47178172,0.47086394,0.4519739,0.4348056,0.4213414,0.4072272,0.3874765,0.3493303,0.3253535
Lebanon,LBN,0.09558961,0.09593496,0.1135714,0.1811106,0.2542114,0.1814187,0.1126012,0.1404406,0.1087861,0.2302104,0.3085071,0.2117391,0.1022149,0.06439729,0.06057364,0.0509168,0.03786974,0.0277329,0.02668359,0.02303609,0.02169612,0.01472208,0.01122555,0.008339818,0.006530718,0.008029291,0.006258115,0.005274641,0.000792472,0.00045133,0.000230303,0,0,0,0,0,0,0.000611298,0.000611298
Lesotho,LSO,0.3469095,0.3343728,0.3275645,0.4189151,0.4101619,0.4026119,0.2885362,0.2589823,0.2543257,0.2512184,0.4862248,0.5118419,0.5329153,0.5502653,0.5483595,0.6648714,0.6207096,0.5465185,0.4247007,0.375614,0.335039,0.3416935,0.7202135,0.6228822,0.6016533,0.5742024,0.5553029,0.7294139,0.747776975,0.7522681,0.752361,0.7367991,0.7292676,0.710874,0.7159764,0.710874,0.707582,0.7291878,0.7006177
Lithuania,LTU,0.1071616,0.06978625,0.05986541,0.05740846,0.05479606,0.06200167,0.05411602,0.05636463,0.04688351,0.06002445,0.06299053,0.01723341,0.05759162,0.1374286,0.006221123,0.00794372,0,0.000973551,0.000968135,0.000150515,0.000117864,0.001129743,0.000337478,0,0.00017577,0.007421039,0.004848313,0.009847676,0.001493954,0.01814434,0.0149621,0.007301686,0.00981115,0.009685068,0.0144283,0.007482589,0.007482589,0.007482589,0.007482589
Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00482433,0,0.002449638,0,0,0,0.002240841,0.002464068,0.002336956,0.001976907,0.001340554,0.002394902,0.004937382,0.004937382,0.004937382,0.004937382
Macedonia,MKD,0.06908482,0.05636062,0.09906798,0.1267613,0.2474687,0.2457724,0.2417612,0.2268588,0.2135557,0.2243425,0.2958087,0.2389722,0.2091053,0.3407456,0.1481137,0.244217,0.2695079,0.2499496,0.1912433,0.2234741,0.28636,0.2809851,0.1568589,0.1610762,0.07775235,0.126588,0.111228,0.1027487,0.1022833,0.260168,0.2338496,0.2183879,0.2170118,0.1909886,0.1594742,0.1566868,0.1440788,0.1416267,0.1392125
Madagascar,MDG,0.813086,0.8660469,0.8817216,0.8892888,0.8979864,0.8954549,0.9114648,0.8935177,0.9047759,0.9013608,0.8893566,0.8843399,0.8937308,0.889507,0.8956805,0.895693,0.9065548,0.9056136,0.9052803,0.9083741,0.8574154,0.8141114,0.7931499,0.6648226,0.4181462,0.2576576,0.30759646,0.4400058,0.38905698,0.446488,0.4966266,0.52065065,0.5058933,0.5131457,0.5267934,0.5399163,0.5507945,0.5474052,0.5368538
Malawi,MWI,0.1678064,0.2122465,0.2417891,0.2713829,0.2982193,0.3062952,0.3816377,0.4351969,0.305035,0.2951442,0.3812867,0.3906674,0.452612,0.4074277,0.5870323,0.5867457,0.1903822,0.03736944,0.4063803,0.4236086,0.2279125,0.2577198,0.05622489,0.02323711,0.2715281,0.2563296,0.242317433,0.2695442,0.276128833,0.2624307,0.2098461,0.184574017,0.1463094,0.1388855,0.108401647,0.08685355,0.05918118,0.03549606,0.03549606
Malaysia,MYS,0.04769326,0.03851802,0.03925975,0.03206584,0.01805351,0.01312791,0.01161865,0.03292877,0.03254451,0.03166366,0.03152053,0.03251308,0.04143869,0.04442415,0.04887362,0.05103951,0.03345155,0.03133633,0.06272863,0.0605096,0.03510124,0.02890289,0.02304502,0.01980085,0.01651795,0.01802778,0.017427577,0.01787813,0.02296764,0.02573324,0.014577863,0.008488486,0.005096806,0.002931585,0.002379087,0.001897892,0.001586272,0.001546329,0.001287052
Maldives,MDV,0.6278032,0.6038001,0.6038001,0.6429319,0.6108807,0.510404,0.5264284,0.4572159,0.4075551,0.3603818,0.3093983,0.2738844,0.2593679,0.2708719,0.1507934,0.06510925,0.07239083,0.09038723,0.07142462,0.06510925,0.0545712,0.0524929,0.04645388,0.0372061,0.04718461,0.0479738,0.04503599,0.04505446,0.050892903,0.04309425,0.04789922,0.04645753,0.06354337,0.04971792,0.04716308,0.03452559,0.0238071,0.02120774,0.01866319
Mali,MLI,0.6552604,0.6508837,0.6464357,0.636142,0.638521,0.6319099,0.6995374,0.7364099,0.7869816,0.5715313,0.7178426,0.6886381,0.6747031,0.6435836,0.6409125,0.4820129,0.4587691,0.4376689,0.4307085,0.400608,0.3705738,0.2054498,0.2222535,0.1897418,0.1757404,0.1497007,0.1382873,0.1206266,0.103830593,0.08584785,0.0639462,0.06505104,0.0677279,0.0677279,0.05864301,0.05305269,0.04975379,0.04888148,0.04696626
Malta,MLT,0.000137363,0.000137363,0,0.000140449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004906659,0.004970983,0.002399151,0.00481019,0.002201824,0.002369812,0.002468043,0,0,0,0,0,0
Mauritius,MUS,0.1808091,0.1630235,0.1329637,0.1872255,0.2190217,0.1920666,0.1387646,0.06940154,0.05636364,0.05612536,0.04293785,0.02971082,0.03327189,0.04394904,0.04072907,0.05859305,0.03,0.0304878,0.02575366,0.01756181,0.0153457,0.005258765,0.006859504,0.005118755,0.004383117,0.00229284,0.001436427,0.002478944,0.002464555,0.002978619,0.003492683,0.004006747,0.004520811,0.004123899,0.003903392,0.003832629,0.003832629,0.002667296,0.002667296
Mexico,MEX,0.05536234,0.03645043,0.05684734,0.06748429,0.03845024,0.01077086,0.01469248,0.0214962,0.0154556,0.008102107,0.03036607,0.02089469,0.01349097,0.01392496,0.007060214,0.03796285,0.04153552,0.05479755,0.09015691,0.07227604,0.05307138,0.0439272,0.02888628,0.02964959,0.02668674,0.03127953,0.01526725,0.02231747,0.02282292,0.02926528,0.02727422,0.024424305,0.02235062,0.02330234,0.02749078,0.02251762,0.01644418,0.0156004,0.01551514
Moldova,MDA,0.000187688,3.73E-05,5.55E-05,7.96E-05,0.000103331,0.00030135,0.000107578,0.000130425,0.000174825,0.000126176,0.000375512,0.0114633,0.2824739,0.4379914,0.1318761,0.10016,0.005523656,0.04121065,0.08703194,0.113183,0.09124584,0.0621509,0.02410748,0.005307689,0.01079569,0.004057704,0.001348086,0.001013621,0,0.000352331,0,0,0,0,0,0,0,0,0
Mongolia,MNG,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.8373746,0.8069342,0.8421503,0.6022809,0.7386397,0.8042607,0.7528456,0.7070703,0.570183,0.4909263,0.4018322,0.2948655,0.2990443,0.2599682,0.25766158,0.1242857,0.222489533,0.1635313,0.1748339,0.1421589,0.09904976,0.08696514,0.07834052,0.09174095,0.151829,0.1675411,0.1662966
Montenegro,MNE,0,0,0,0,0.005555556,0.004991087,0.005840708,0.007029877,0.003745645,0.001813472,0.04039451,0.0108291,0.05200965,0.3022799,0.1482389,0.06795827,0.02383041,0.02489177,0.02410842,0.02701389,0.07534153,0.1099862,0.04215023,0.04215023,0.03678107,0.03161881,0.02927591,0.01511345,0.01300289,0.02966301,0.01620617,0.03270123,0.05449127,0.03893329,0.02516933,0.02516933,0.02320349,0.02179911,0.01920491
Morocco,MAR,0.1957356,0.1817696,0.1594089,0.1436048,0.0501321,0.03293699,0.001288606,0.01483276,0.004826648,0.006682296,0.005948558,0.01469234,0.01268847,0.01440749,0.01030236,0.009405412,0.006868511,0.01021414,0.02137015,0.01075427,0.02868731,0.01784897,0.01378558,0.01060132,0.008487036,0.007417547,0.006772559,0.005818615,0.004755585,0.004334187,0.003329455,0.002695538,0.002068036,0.001829074,0.001577401,0.001577401,0.001440531,0.001440531,0.001440531
Mozambique,MOZ,0.5091878,0.5060556,0.5296448,0.582069,0.660581,0.6717191,0.7514434,0.6785187,0.7348605,0.7600274,0.7263916,0.7041004,0.8394939,0.8301928,0.8336931,0.8392761,0.6618995,0.6353363,0.6098102,0.5768256,0.5461062,0.5183659,0.4311918,0.3882097,0.346933,0.3771159,0.3864631,0.3577289,0.3419564,0.3326648,0.3450595,0.34612795,0.317293267,0.3088414,0.3076389,0.3011491,0.2999473,0.3395681,0.3364784
Myanmar,MMR,0.8342496,0.8114824,0.7977472,0.800518,0.7883335,0.8007726,0.791078,0.7920109,0.9154334,0.7845941,0.9009005,0.8912937,0.9013348,0.8706695,0.8635228,0.8409592,0.7692008,0.705762,0.5569876,0.4351907,0.440743,0.2969582,0.1801293,0.09783342,0.08733302,0.06040507,0.048233723,0.04386602,0.051084302,0.02012675,0.026371399,0.022712258,0.01480237,0.0100758,0.007396092,0.006419664,0.003150554,0.001338501,0.001338501
Namibia,NAM,0.1226354,0.132047,0.1471576,0.1674681,0.1845301,0.2003589,0.2047827,0.2118728,0.2312767,0.2502017,0.3412243,0.3113601,0.3297738,0.3367121,0.3126852,0.288317,0.2639349,0.2397757,0.2161775,0.1940626,0.1725846,0.1491144,0.1284404,0.1049982,0.1028484,0.1002201,0.093087225,0.08816011,0.079308213,0.06734459,0.090436267,0.080686353,0.073549005,0.06894247,0.067664607,0.05611159,0.05734507,0.05869182,0.0583361
Nepal,NPL,0.7282782,0.7093731,0.7098764,0.7341753,0.7089728,0.6906753,0.7070752,0.7165204,0.6507139,0.6215977,0.5493868,0.5751345,0.5688212,0.4689842,0.5080357,0.6060743,0.6161895,0.5834786,0.6641252,0.6439611,0.5931483,0.4793372,0.4822065,0.4912375,0.4739996,0.4210056,0.3614777,0.3591574,0.360027443,0.3287553,0.2786346,0.2855729,0.2093828,0.2058751,0.1873087,0.1746484,0.1401241,0.1130068,0.09944804
Netherlands,NLD,3.18E-05,0,0,0,0,0,0,0,3.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004749113,0.00247796,0,0,0.002488934,0.002431591,0,0.002429947,0,0.002448168,0.002240962,0.001954676,0.001954676,0.001954676,0.001954676
Nicaragua,NIC,0.1301106,0.1243763,0.13057,0.12363,0.1312374,0.1448266,0.03127346,0.2660722,0.322921,0.3420233,0.36009,0.2104281,0.203701,0.2208589,0.2136461,0.1614936,0.2082227,0.2384917,0.1774588,0.1635766,0.1689613,0.142693,0.130233,0.1194222,0.1214081,0.119205,0.101487793,0.07624325,0.078335398,0.08276644,0.0697726,0.063982102,0.053544364,0.04877776,0.03732801,0.03145138,0.02808355,0.02957366,0.03665125
Niger,NER,0.614952,0.6338122,0.6245532,0.6082858,0.652648,0.658487,0.696548,0.6817555,0.740109,0.6889615,0.7530938,0.7965234,0.7060658,0.7899351,0.8706194,0.7476044,0.7757662,0.8108273,0.8292144,0.8130931,0.8157439,0.8140672,0.7960794,0.7751634,0.762325,0.6896325,0.6508703,0.5544113,0.513147125,0.4420732,0.371670975,0.3059083,0.285176,0.2781477,0.2915424,0.376814,0.3699906,0.4264646,0.4222276
Nigeria,NGA,0.9516506,0.9763182,0.9520588,0.8714997,0.7884441,0.658098,0.6903313,0.7340199,0.7525142,0.8795344,0.7200548,0.816486,0.7632693,0.7862187,0.718478,0.8529585,0.7319059,0.6768025,0.6783577,0.6982692,0.7083675,0.6309882,0.5185983,0.574338,0.6086433,0.642146,0.6702644,0.6254163,0.661260533,0.6370285,0.6432977,0.6660145,0.6770048,0.6075862,0.6167034,0.6284896,0.6560787,0.6445759,0.619321
Norway,NOR,0.000391581,0.000829268,0,0.007679264,0.000978261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002321372,0.004943791,0.004948815,0.002360705,0.002477138,0.00240151,0.002456863,0.00245795,0.002390952,0.002485523,0.00246163,0.002308041,0.002383791,0.002383791,0.002383791,0.002383791
Pakistan,PAK,0.6316555,0.6186865,0.5976253,0.580633,0.5557729,0.5002892,0.506655,0.5262558,0.5232258,0.4587232,0.4702226,0.3602414,0.3438959,0.2793512,0.2900481,0.2526696,0.08483228,0.1572792,0.2074419,0.22523,0.1971934,0.2393127,0.2769587,0.3261381,0.1529655,0.144145,0.12448385,0.1051285,0.140844433,0.09498111,0.1152491,0.1278349,0.10756145,0.1098565,0.08762114,0.08549405,0.06470036,0.06057673,0.05204037
Panama,PAN,0.2389426,0.2363864,0.2443646,0.2412637,0.2248514,0.2238937,0.2364714,0.2522306,0.2776223,0.3078263,0.3138732,0.2843699,0.2512813,0.2430818,0.2408928,0.2239976,0.2226878,0.2115728,0.2153072,0.1933036,0.1840041,0.2295109,0.1945873,0.1877251,0.1763014,0.1680555,0.1757205,0.1595529,0.1276868,0.1141798,0.1253496,0.106386,0.1197783,0.1056015,0.1117911,0.09769764,0.09776981,0.09493628,0.09493628
Paraguay,PRY,0.01978247,0.01447247,0.01324146,0.01427739,0.01473097,0.01427064,0.02023039,0.007460733,0.007460733,0.007460733,0.005216904,0.02305378,0.04052032,0.05672281,0.07265633,0.1001302,0.08450431,0.07554735,0.07292289,0.06690611,0.06057998,0.05249465,0.07723134,0.05285793,0.03417663,0.03590006,0.04530503,0.05569918,0.03734679,0.04961978,0.05089204,0.04640061,0.03218919,0.0175179,0.02381972,0.01820119,0.01711878,0.01229567,0.01062074
Peru,PER,0.3930857,0.413675,0.3451109,0.4147007,0.4135527,0.3078153,0.3177485,0.1853041,0.2746651,0.3205172,0.4167611,0.3119887,0.3197987,0.3208125,0.3500785,0.2977633,0.315233,0.3010763,0.3099566,0.3005339,0.2744133,0.2819824,0.2564634,0.233403,0.2626038,0.2728181,0.2302462,0.2145404,0.1900207,0.1713253,0.1522587,0.1378421,0.1291203,0.1212713,0.1141548,0.1121252,0.1098313,0.1088428,0.1068802
Philippines,PHL,0.2271614,0.2362583,0.2296264,0.2238216,0.2448994,0.2325748,0.4031752,0.4128944,0.410437,0.4135475,0.3743185,0.4274658,0.427292,0.4290407,0.4217499,0.4224648,0.3762692,0.3291288,0.3096633,0.2392186,0.2849408,0.231533,0.2127028,0.1843134,0.2281264,0.2052638,0.1883062,0.1581952,0.131817,0.127535,0.1304586,0.1375008,0.1452729,0.1300575,0.115090533,0.09994674,0.08659556,0.06598943,0.05972637
Poland,POL,0,1.39E-05,0.000107655,0.001248257,0.001750488,0.004564261,0.003429617,0.00247309,0.001692308,0.008699599,0.003837992,0.002290133,0.005435884,0.01708779,0.02054706,0.0281476,0.2270512,0.0410744,0.008613933,0.003489298,0.007509994,0.004344542,0.004810124,0.00264673,0.008531683,0.008829955,0.003450957,0.002623706,0.00666683,0.006538361,0.007523784,0.008925265,0.007800021,0.00849844,0.007949157,0.007083046,0.003478223,0.002918229,0.002845453
Portugal,PRT,0.004862958,0.009350254,0.01259635,0.01452593,0.01806778,0.01617662,0.01063894,0.008320726,0.006083056,0.003219792,0.002287615,0.007596532,0.009087933,0.0104384,0.007897886,0.00617425,0.004089109,0.003618551,0.004498778,0.002693766,0.003202399,0.003061519,0.003340042,0.0148517,0.007465739,0.007296432,0.002379506,0.007256749,0.009545419,0.004978701,0.004896412,0.009498413,0.01479525,0.0174846,0.01494648,0.01232158,0.01232158,0.01232158,0.01232158
Romania,ROU,0.001300285,0.001394233,0.001904715,0.002206967,0.002228393,0.002646814,0.003138238,0.003046826,0.003041245,0.003071398,0.003122405,0.00481239,0.005798593,0.009214134,0.01188143,0.006742985,0.004883629,0.004221491,0.001772922,0.001440868,0.001870054,0.001277837,0.001964793,0.000796086,0,0,0,0,0,0,0,0,0,0,0.01497192,0.01167296,0,0,0
Russia,RUS,0,3.57E-07,7.10E-07,0,7.00E-07,3.47E-07,6.90E-07,0,0,4.07E-06,0,0.000593396,0.1048574,0.2257429,0.2111796,0.2248068,0.1887537,0.1392337,0.1723063,0.2344219,0.1822313,0.1178221,0.07785291,0.09737117,0.08339178,0.067621,0.0471289,0.05123855,0.03476018,0.02175231,0.02439818,0.02074254,0.02039886,0.01782464,0.01677707,0.01739918,0.01842158,0.01832581,0.01785017
Rwanda,RWA,0.7782539,0.7838592,0.830733,0.7873212,0.8407871,0.7986402,0.7897098,0.7461386,0.6306749,0.6176007,0.5171466,0.5073595,0.5334613,0.5669663,0.5856289,0.720272,0.6670788,0.6884084,0.7010755,0.7117222,0.6654987,0.6541815,0.5280233,0.6686997,0.6204259,0.540509,0.52435102,0.5283668,0.53223354,0.5258858,0.5133468,0.482133133,0.447531633,0.4295226,0.4177177,0.4067165,0.3818235,0.3903979,0.370708
Senegal,SEN,0.4880367,0.4777517,0.4948817,0.5374622,0.563463,0.5889415,0.5810916,0.5801479,0.5955053,0.5987886,0.6150512,0.6061783,0.5455063,0.4985691,0.511888,0.5729953,0.600687,0.6248211,0.4938651,0.4583084,0.4260279,0.3895544,0.3644298,0.3069154,0.2493278,0.239813,0.207110267,0.2379104,0.2865059,0.2885835,0.292160217,0.2965111,0.2948184,0.2930881,0.2967486,0.2889217,0.2768253,0.2367979,0.2122211
Seychelles,SYC,0.00390625,0.009230769,0.01538462,0.0969697,0.0719697,0.06813488,0.0687683,0.0668326,0.06410673,0.05082401,0.03369833,0.0347842,0.02929308,0.02741952,0.03291521,0.03362354,0.04094642,0.02547775,0.01759181,0.01364884,0.01940055,0.01561438,0.01513209,0.01299786,0.007333169,0.004795903,0.005811731,0.007430731,0.009067106,0.0102713,0.013894935,0.015457415,0.014044631,0.01836665,0.01432247,0.0157646,0.01432247,0.0157646,0.0157646
Sierra Leone,SLE,0.5069415,0.5222222,0.5333669,0.6647067,0.7280569,0.5916689,0.3972684,0.6327786,0.64406,0.659654,0.8025964,0.7859223,0.7693879,0.6994838,0.6172544,0.7407811,0.6266186,0.6726982,0.7326949,0.7677997,0.6966299,0.5210331,0.3343306,0.7169302,0.7048163,0.6871239,0.680212063,0.6572364,0.638841975,0.6213659,0.624471113,0.5755887,0.5519059,0.40787,0.5199847,0.5272966,0.4861968,0.6207416,0.6139587
Slovakia,SVK,4.03E-05,0.00047866,9.90E-05,9.84E-06,9.78E-06,9.72E-06,0,0,0,0,0,0.00034078,0.000669432,0.00039444,0.001440599,0.005399105,0.0309909,0.03852797,0.03063532,0.02232746,0.01646967,0.01191121,0.008259017,0.005209844,0.007561429,0.002018575,0.000422089,6.41E-05,0.001127864,0.000401837,0.009924715,0.007458231,0.009889914,0.01216875,0.01740123,0.01219236,0.01219236,0.01219236,0.01219236
Slovenia,SVN,0,0,0,0,0.000210971,0.00015674,0.000232919,0,0,0,0.005047715,0,0,0.000532564,0.000514785,0.000475483,0.000435761,0.000410384,0.000388818,0.000408461,0.0004394,0.000485633,0.0005303,0,0,0.002382335,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,0.154651,0.1303805,0.1261063,0.1244618,0.1172895,0.1203494,0.1030754,0.1008234,0.06967251,0.1826589,0.2874558,0.3585814,0.2855797,0.2534301,0.264515,0.2833853,0.2973312,0.2931353,0.2835722,0.2762526,0.2767922,0.269709,0.291165,0.3006706,0.2718202,0.2306703,0.2061574,0.1810388,0.1840449,0.2040696,0.1769284,0.210060275,0.1942793,0.1855672,0.2057042,0.2042495,0.2048492,0.2135407,0.2129155
South Korea,KOR,0.01605157,0.006800868,0.007392056,0.001549737,0.001150819,0.001132186,0.000532586,0.000203018,0.000222455,0.000216731,0,0,0,0,0,0,0,0,1.08E-06,1.08E-06,0,0,0,0,0,0,0.002494423,0.002461007,0.004755379,0.004857188,0.004958997,0.004964279,0.004969561,0.004969561,0.004969561,0.004969561,0.004969561,0.004969561,0.004969561
South Sudan,SSD,0.9295296,0.9295168,0.9140527,0.9232105,0.9303247,0.943533,0.9385903,0.9097753,0.8380945,0.7908139,0.7760805,0.6205306,0.6628467,0.5881752,0.5110979,0.3937106,0.2687049,0.1350235,0.1297168,0.1266368,0.1165193,0.1055554,0.09658054,0.08569492,0.08286025,0.07280436,0.060753219,0.0479847,0.041908217,0.1109632,0.1041067,0.1109632,0.1069711,0.1058214,0.1140041,0.17354,0.2180157,0.2141933,0.2058011
Spain,ESP,0.002372759,0.005319064,0.004837691,0.003608841,0.005510518,0.003383937,0.004847835,0.002550089,0.00096277,0.000678312,0.000457422,9.50E-05,4.68E-05,0.000722791,0.000628337,0.001003395,0.000802341,0.000575087,0.000491934,0.000221113,0.000205721,0.000205862,0.000159702,0.0124674,0.01499744,0.01243776,0.01488855,0.009938555,0.01242153,0.01484558,0.01497765,0.02212086,0.01996068,0.01993841,0.01996768,0.02229314,0.0199802,0.0199802,0.0199802
Sri Lanka,LKA,0.6691352,0.6478877,0.6346742,0.5902053,0.5500782,0.499073,0.4067634,0.1755042,0.2294914,0.4958638,0.4375585,0.2639345,0.2383642,0.207622,0.1964081,0.2860014,0.3849156,0.3848952,0.2218196,0.2190608,0.172369,0.2492007,0.2617494,0.1591529,0.1624653,0.1192182,0.07332228,0.08090811,0.07964528,0.0666133,0.06620252,0.061558557,0.06929212,0.06279091,0.06188394,0.05455149,0.04867902,0.03190274,0.0301534
St. Lucia,LCA,0.839503,0.7598764,0.8027328,0.8195712,0.8344663,0.7905662,0.7424566,0.7100672,0.7068729,0.6786014,0.6766759,0.6354727,0.6528825,0.68716,0.6994027,0.5986035,0.4975318,0.4069055,0.3567733,0.3065842,0.2581418,0.2192976,0.1925269,0.1760093,0.1595467,0.1534681,0.146410238,0.1386749,0.133362127,0.1272008,0.125213069,0.115617769,0.111761516,0.1069949,0.106269284,0.09899488,0.09365848,0.1258736,0.1258736
Sudan,SDN,0.6970389,0.6872043,0.659238,0.6962944,0.695532,0.7405759,0.7423465,0.5851973,0.4133899,0.4333938,0.3931708,0.2373429,0.2799181,0.2093433,0.1494736,0.102794,0.05630392,0.0219551,0.02093063,0.01980835,0.02417441,0.01943326,0.01989314,0.02193042,0.01620709,0.01443054,0.011321784,0.01124605,0.012606717,0.007115427,0.006645739,0.007115427,0.008967882,0.007726501,0.006963628,0.006761802,0.006645739,0.007097646,0.007590635
Suriname,SUR,0.2141148,0.2113963,0.1936712,0.2112875,0.2112875,0.1936712,0.1782297,0.2033493,0.1883428,0.1883428,0.1685515,0.1636581,0.2113963,0.260983,0.4005002,0.3381905,0.1963897,0.1883428,0.1712701,0.3194867,0.2108525,0.1883428,0.1782297,0.1695302,0.1782297,0.1782297,0.1936712,0.1938559,0.183507105,0.175918,0.165881608,0.154923577,0.13833344,0.1342826,0.182810046,0.1559473,0.154878,0.1788063,0.13873
Swaziland,SWZ,0.8870302,0.8782415,0.8790291,0.8985509,0.9006334,0.9072135,0.9239125,0.9338686,0.9373142,0.9368291,0.8763247,0.881936,0.8779238,0.8635419,0.8875008,0.8114584,0.7694285,0.7790398,0.7598355,0.7499467,0.6564998,0.6681318,0.6633941,0.6615139,0.64835,0.6322177,0.623156067,0.6184736,0.615042411,0.6040833,0.5824843,0.5872238,0.5845027,0.5824843,0.5872825,0.5877429,0.5849532,0.5746974,0.5521804
Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004834672,0.00493083,0.01240925,0.004921374,0.004984767,0.007490871,0.007424685,0.007269441,0.007439115,0.004747488,0.007342411,0.007386247,0.007019758,0.007019758,0.009918308,0.009918308
Switzerland,CHE,0.004416601,0.002385214,0.000865801,0.002873917,0.006544155,0.01010817,0.009730426,0.008796992,0.00950179,0.009927558,0.008688021,0.001698468,0.000336002,0.000247981,0.000267079,0.000265474,0.00029936,0.000403058,0.000367545,0.000103663,2.06E-05,6.16E-05,1.36E-05,2.03E-05,6.75E-06,8.74E-05,0.004903188,0.004983965,0.004755409,0.004855267,0.004928795,0.00247558,0,0.002406122,0.002478021,0,0,0,0
Syria,SYR,0.01414723,0.01168347,0.01544941,0.01485797,0.0171269,0.01891687,0.02373913,0.03387699,0.03044205,0.03375638,0.03331992,0.0243267,0.02022288,0.02131821,0.02077623,0.01990454,0.01439429,0.01324573,0.01137974,0.008243496,0.006430829,0.000139675,0.000139675,0.003974468,0.000139675,0.000139675,0.000139675,0.000139675,0.000139675,0.000139675,0.000139675,0.000139675,0.000133655,0.000115259,9.86E-05,0.00011873,8.09E-05,8.64E-05,9.24E-05
Tanzania,TZA,0.705296,0.7074068,0.7499646,0.7600304,0.8032596,0.8627232,0.7320566,0.6168549,0.515271,0.4067204,0.4561771,0.3700486,0.5597477,0.5863365,0.6197341,0.6390167,0.6331526,0.6052571,0.4925927,0.5252087,0.7072932,0.712513,0.6707024,0.6951235,0.6439162,0.5452074,0.415801257,0.3833151,0.382083075,0.3714871,0.28090445,0.1950213,0.2268069,0.2206113,0.217794,0.1963922,0.2001012,0.2025387,0.1864866
